mol_idx,top_score,uq,error,pred_template_orig_freq,tier
31299,0.035893254,0.96410674,1,2,1) very rare (1-5)
31300,0.0848777,0.9151223,1,2,1) very rare (1-5)
31301,0.022342648,0.9776574,0,2,1) very rare (1-5)
31302,0.21213196,0.787868,1,3,1) very rare (1-5)
31303,0.14173782,0.8582622,1,3,1) very rare (1-5)
31304,0.14107928,0.8589207,1,1,1) very rare (1-5)
31305,0.07717724,0.9228228,1,1,1) very rare (1-5)
31306,0.3254617,0.6745383,1,2,1) very rare (1-5)
31307,0.92253846,0.07746154,1,5,1) very rare (1-5)
31308,0.0498919,0.9501081,1,2,1) very rare (1-5)
31309,0.44445,0.55555,1,1,1) very rare (1-5)
31310,0.7160448,0.28395522,1,4,1) very rare (1-5)
31311,0.15486597,0.845134,1,1,1) very rare (1-5)
31312,0.057266083,0.94273394,1,1,1) very rare (1-5)
31313,0.02530001,0.9747,1,1,1) very rare (1-5)
31314,0.22509493,0.7749051,1,1,1) very rare (1-5)
31315,0.0509063,0.9490937,1,2,1) very rare (1-5)
31316,0.25500622,0.7449938,1,1,1) very rare (1-5)
31317,0.21659844,0.78340155,1,1,1) very rare (1-5)
31318,0.069071084,0.93092895,1,4,1) very rare (1-5)
31319,0.19707423,0.80292577,1,5,1) very rare (1-5)
31320,0.141347,0.858653,1,1,1) very rare (1-5)
31321,0.4793358,0.5206642,1,1,1) very rare (1-5)
31322,0.88937336,0.11062664,1,1,1) very rare (1-5)
31323,0.010119896,0.9898801,1,3,1) very rare (1-5)
31324,0.18176208,0.8182379,1,2,1) very rare (1-5)
31325,0.017101942,0.98289806,1,5,1) very rare (1-5)
31326,0.44329473,0.55670524,1,4,1) very rare (1-5)
31327,0.030023403,0.9699766,1,4,1) very rare (1-5)
31328,0.017167231,0.9828328,1,3,1) very rare (1-5)
31329,0.08576036,0.91423965,1,2,1) very rare (1-5)
31330,0.0695619,0.9304381,1,2,1) very rare (1-5)
31331,0.2792855,0.7207145,1,2,1) very rare (1-5)
31332,0.48303032,0.5169697,1,2,1) very rare (1-5)
31333,0.06994969,0.9300503,1,1,1) very rare (1-5)
31334,0.15822126,0.84177876,1,3,1) very rare (1-5)
31335,0.22001733,0.7799827,1,5,1) very rare (1-5)
31336,0.015850397,0.9841496,1,2,1) very rare (1-5)
31337,0.035005916,0.9649941,1,1,1) very rare (1-5)
31338,0.14491522,0.8550848,1,5,1) very rare (1-5)
31339,0.021493172,0.9785068,1,1,1) very rare (1-5)
31340,0.51143044,0.48856956,1,1,1) very rare (1-5)
31341,0.08036322,0.9196368,1,1,1) very rare (1-5)
31342,0.23987664,0.7601234,1,4,1) very rare (1-5)
31343,0.50681144,0.49318856,1,3,1) very rare (1-5)
31344,0.09214061,0.9078594,1,1,1) very rare (1-5)
31345,0.013304186,0.9866958,1,1,1) very rare (1-5)
31346,0.20286353,0.7971365,1,5,1) very rare (1-5)
31347,0.94333845,0.056661546,1,2,1) very rare (1-5)
31348,0.91100216,0.08899784,1,1,1) very rare (1-5)
31349,0.01059512,0.98940486,1,1,1) very rare (1-5)
31350,0.33827314,0.66172683,1,1,1) very rare (1-5)
31351,0.47113645,0.52886355,1,4,1) very rare (1-5)
31352,0.81852585,0.18147415,0,5,1) very rare (1-5)
31353,0.32366368,0.6763363,0,3,1) very rare (1-5)
31354,0.026620585,0.97337943,1,1,1) very rare (1-5)
31355,0.29655698,0.70344305,1,3,1) very rare (1-5)
31356,0.5647691,0.4352309,1,4,1) very rare (1-5)
31357,0.01722158,0.98277843,1,2,1) very rare (1-5)
31358,0.17492747,0.8250725,1,1,1) very rare (1-5)
31359,0.08553272,0.9144673,1,4,1) very rare (1-5)
31360,0.07710686,0.92289317,1,1,1) very rare (1-5)
31361,0.5775849,0.42241508,0,2,1) very rare (1-5)
31362,0.06402532,0.93597466,1,1,1) very rare (1-5)
31363,0.6233528,0.37664717,1,2,1) very rare (1-5)
31364,0.07796338,0.92203665,1,3,1) very rare (1-5)
31365,0.88230497,0.11769503,1,4,1) very rare (1-5)
31366,0.013243358,0.9867566,1,1,1) very rare (1-5)
31367,0.09743038,0.90256965,1,3,1) very rare (1-5)
31368,0.8339336,0.16606641,1,4,1) very rare (1-5)
31369,0.17234656,0.8276534,1,3,1) very rare (1-5)
31370,0.057867527,0.9421325,1,1,1) very rare (1-5)
31371,0.22651596,0.77348405,1,1,1) very rare (1-5)
31372,0.15274994,0.84725004,1,4,1) very rare (1-5)
31373,0.031941067,0.96805894,1,1,1) very rare (1-5)
31374,0.6047185,0.3952815,1,4,1) very rare (1-5)
31375,0.26783916,0.7321608,0,4,1) very rare (1-5)
31376,0.23583056,0.76416945,1,1,1) very rare (1-5)
31377,0.03833783,0.9616622,1,3,1) very rare (1-5)
31378,0.08468094,0.9153191,1,5,1) very rare (1-5)
31379,0.08181893,0.91818106,1,1,1) very rare (1-5)
31380,0.037221547,0.96277845,1,3,1) very rare (1-5)
31381,0.107143454,0.89285654,1,5,1) very rare (1-5)
31382,0.23951916,0.7604808,1,4,1) very rare (1-5)
31383,0.034616295,0.9653837,1,4,1) very rare (1-5)
31384,0.17836152,0.82163846,1,1,1) very rare (1-5)
31385,0.4916711,0.5083289,1,3,1) very rare (1-5)
31386,0.027212754,0.97278726,1,2,1) very rare (1-5)
31387,0.16641006,0.8335899,1,3,1) very rare (1-5)
31388,0.03692956,0.96307045,1,2,1) very rare (1-5)
31389,0.05796398,0.94203603,1,1,1) very rare (1-5)
31390,0.20969285,0.79030716,1,3,1) very rare (1-5)
31391,0.020472802,0.9795272,1,1,1) very rare (1-5)
31392,0.21507514,0.78492486,1,2,1) very rare (1-5)
31393,0.3779484,0.6220516,1,4,1) very rare (1-5)
31394,0.021310229,0.9786898,1,5,1) very rare (1-5)
31395,0.32814792,0.6718521,1,5,1) very rare (1-5)
31396,0.0758517,0.9241483,1,3,1) very rare (1-5)
31397,0.053552534,0.9464475,1,3,1) very rare (1-5)
31398,0.09503292,0.90496707,1,1,1) very rare (1-5)
31399,0.19998333,0.80001664,1,4,1) very rare (1-5)
31400,0.076679125,0.9233209,1,2,1) very rare (1-5)
31401,0.13454247,0.86545753,1,1,1) very rare (1-5)
31402,0.92420393,0.07579607,1,5,1) very rare (1-5)
31403,0.26948753,0.7305125,1,1,1) very rare (1-5)
31404,0.4789145,0.5210855,1,4,1) very rare (1-5)
31405,0.021764409,0.9782356,1,4,1) very rare (1-5)
31406,0.5090507,0.49094927,1,3,1) very rare (1-5)
31407,0.14158219,0.8584178,1,1,1) very rare (1-5)
31408,0.07446988,0.92553014,1,2,1) very rare (1-5)
31409,0.14914264,0.8508574,1,2,1) very rare (1-5)
31410,0.8350577,0.16494232,1,4,1) very rare (1-5)
31411,0.7023498,0.29765022,1,4,1) very rare (1-5)
31412,0.67303234,0.32696766,1,5,1) very rare (1-5)
31413,0.5560179,0.44398212,0,2,1) very rare (1-5)
31414,0.8760879,0.123912096,0,2,1) very rare (1-5)
31415,0.089853615,0.91014636,1,1,1) very rare (1-5)
31416,0.023663336,0.97633666,1,1,1) very rare (1-5)
31417,0.65662014,0.34337986,1,4,1) very rare (1-5)
31418,0.039801765,0.9601982,1,2,1) very rare (1-5)
31419,0.077605575,0.9223944,1,1,1) very rare (1-5)
31420,0.6750658,0.32493418,1,4,1) very rare (1-5)
31421,0.7940313,0.20596868,1,4,1) very rare (1-5)
31422,0.164584,0.835416,1,4,1) very rare (1-5)
31423,0.06425558,0.9357444,1,1,1) very rare (1-5)
31424,0.43278813,0.56721187,1,3,1) very rare (1-5)
31425,0.32293412,0.67706585,1,1,1) very rare (1-5)
31426,0.083944924,0.9160551,1,1,1) very rare (1-5)
31427,0.20488212,0.79511786,1,1,1) very rare (1-5)
31428,0.19840688,0.8015931,1,1,1) very rare (1-5)
31429,0.4636527,0.53634727,1,3,1) very rare (1-5)
31430,0.038369477,0.9616305,1,2,1) very rare (1-5)
31431,0.017555278,0.9824447,1,2,1) very rare (1-5)
31432,0.3830304,0.6169696,1,1,1) very rare (1-5)
31433,0.15415022,0.84584975,1,1,1) very rare (1-5)
31434,0.18266933,0.81733066,1,1,1) very rare (1-5)
31435,0.86896265,0.13103735,1,1,1) very rare (1-5)
31436,0.12507954,0.8749205,1,3,1) very rare (1-5)
31437,0.15488029,0.8451197,1,1,1) very rare (1-5)
31438,0.47695652,0.5230435,1,2,1) very rare (1-5)
31439,0.17659391,0.8234061,0,1,1) very rare (1-5)
31440,0.5661616,0.43383843,1,1,1) very rare (1-5)
31441,0.018499862,0.98150015,1,2,1) very rare (1-5)
31442,0.12910454,0.87089545,1,1,1) very rare (1-5)
31443,0.0478224,0.9521776,1,1,1) very rare (1-5)
31444,0.044950046,0.95504993,1,1,1) very rare (1-5)
31445,0.041360594,0.9586394,1,1,1) very rare (1-5)
31446,0.23684075,0.7631593,1,1,1) very rare (1-5)
31447,0.023413634,0.97658634,1,1,1) very rare (1-5)
31448,0.019098427,0.9809016,1,2,1) very rare (1-5)
31449,0.22367236,0.7763276,1,1,1) very rare (1-5)
31450,0.47620666,0.52379334,1,3,1) very rare (1-5)
31451,0.022725657,0.97727436,1,2,1) very rare (1-5)
31452,0.8505633,0.14943671,1,2,1) very rare (1-5)
31453,0.069462575,0.9305374,1,1,1) very rare (1-5)
31454,0.6026873,0.3973127,1,2,1) very rare (1-5)
31455,0.8456959,0.15430409,1,1,1) very rare (1-5)
31456,0.0847388,0.9152612,1,1,1) very rare (1-5)
31457,0.04978897,0.95021105,1,1,1) very rare (1-5)
31458,0.15197688,0.8480231,1,1,1) very rare (1-5)
31459,0.038349006,0.96165097,1,1,1) very rare (1-5)
31460,0.19055174,0.80944824,1,2,1) very rare (1-5)
31461,0.32164904,0.6783509,1,3,1) very rare (1-5)
31462,0.48002854,0.5199715,1,2,1) very rare (1-5)
31463,0.5270619,0.47293812,1,2,1) very rare (1-5)
31464,0.024889039,0.97511095,1,1,1) very rare (1-5)
31465,0.48972514,0.5102749,1,2,1) very rare (1-5)
31466,0.14243352,0.8575665,1,3,1) very rare (1-5)
31467,0.035147317,0.9648527,1,3,1) very rare (1-5)
31468,0.34414017,0.6558598,1,3,1) very rare (1-5)
31469,0.2675024,0.7324976,1,1,1) very rare (1-5)
31470,0.041046787,0.9589532,1,1,1) very rare (1-5)
31471,0.023297913,0.9767021,1,1,1) very rare (1-5)
31472,0.3086949,0.6913051,1,2,1) very rare (1-5)
31473,0.066179715,0.9338203,1,1,1) very rare (1-5)
31474,0.08908405,0.910916,1,2,1) very rare (1-5)
31475,0.32558444,0.6744156,1,5,1) very rare (1-5)
31476,0.09025641,0.9097436,1,1,1) very rare (1-5)
31477,0.104382366,0.8956176,1,3,1) very rare (1-5)
31478,0.5766924,0.4233076,0,3,1) very rare (1-5)
31479,0.016460732,0.9835393,1,1,1) very rare (1-5)
31480,0.71309346,0.28690654,1,5,1) very rare (1-5)
31481,0.23153941,0.7684606,1,4,1) very rare (1-5)
31482,0.17024055,0.8297595,1,1,1) very rare (1-5)
31483,0.5533846,0.4466154,1,1,1) very rare (1-5)
31484,0.22986138,0.7701386,1,2,1) very rare (1-5)
31485,0.08486649,0.91513354,1,2,1) very rare (1-5)
31486,0.03320172,0.9667983,1,5,1) very rare (1-5)
31487,0.09198462,0.9080154,1,1,1) very rare (1-5)
31488,0.07000682,0.92999315,1,2,1) very rare (1-5)
31489,0.2744226,0.7255774,0,3,1) very rare (1-5)
31490,0.1070021,0.8929979,1,2,1) very rare (1-5)
31491,0.2840922,0.7159078,1,2,1) very rare (1-5)
31492,0.8033933,0.1966067,1,1,1) very rare (1-5)
31493,0.8972113,0.10278869,1,5,1) very rare (1-5)
31494,0.27306378,0.7269362,1,3,1) very rare (1-5)
31495,0.080225565,0.9197744,1,1,1) very rare (1-5)
31496,0.031460308,0.9685397,1,5,1) very rare (1-5)
31497,0.18946925,0.8105308,1,1,1) very rare (1-5)
31498,0.061687756,0.93831223,1,5,1) very rare (1-5)
31499,0.12618046,0.87381953,1,5,1) very rare (1-5)
31500,0.06707895,0.93292105,1,1,1) very rare (1-5)
31501,0.1731503,0.8268497,1,1,1) very rare (1-5)
31502,0.43928143,0.56071854,1,4,1) very rare (1-5)
31503,0.79327095,0.20672905,0,3,1) very rare (1-5)
31504,0.10144875,0.8985512,1,1,1) very rare (1-5)
31505,0.13080278,0.86919725,1,3,1) very rare (1-5)
31506,0.7576369,0.2423631,1,5,1) very rare (1-5)
31507,0.03777451,0.9622255,1,4,1) very rare (1-5)
31508,0.45189047,0.54810953,1,1,1) very rare (1-5)
31509,0.07859702,0.921403,1,2,1) very rare (1-5)
31510,0.2236122,0.7763878,1,1,1) very rare (1-5)
31511,0.055394717,0.9446053,1,1,1) very rare (1-5)
31512,0.7898516,0.2101484,1,2,1) very rare (1-5)
31513,0.012685275,0.9873147,1,2,1) very rare (1-5)
31514,0.7086066,0.2913934,1,3,1) very rare (1-5)
31515,0.96608,0.03391999,1,2,1) very rare (1-5)
31516,0.108754754,0.89124525,1,3,1) very rare (1-5)
31517,0.20867209,0.7913279,1,1,1) very rare (1-5)
31518,0.022406882,0.9775931,1,1,1) very rare (1-5)
31519,0.6054852,0.3945148,0,2,1) very rare (1-5)
31520,0.14197718,0.8580228,1,1,1) very rare (1-5)
31521,0.017876484,0.9821235,1,1,1) very rare (1-5)
31522,0.076117955,0.92388207,1,2,1) very rare (1-5)
31523,0.61400443,0.38599557,1,5,1) very rare (1-5)
31524,0.21797058,0.7820294,1,1,1) very rare (1-5)
31525,0.16021842,0.8397816,1,4,1) very rare (1-5)
31526,0.8375814,0.1624186,1,2,1) very rare (1-5)
31527,0.35124862,0.6487514,1,2,1) very rare (1-5)
31528,0.06504094,0.93495905,1,1,1) very rare (1-5)
31529,0.07009664,0.9299034,1,2,1) very rare (1-5)
31530,0.060717568,0.9392824,1,5,1) very rare (1-5)
31531,0.08491609,0.9150839,1,3,1) very rare (1-5)
31532,0.24537036,0.7546296,1,5,1) very rare (1-5)
31533,0.23991498,0.760085,1,4,1) very rare (1-5)
31534,0.6824859,0.31751412,1,1,1) very rare (1-5)
31535,0.1382897,0.8617103,1,3,1) very rare (1-5)
31536,0.03680187,0.9631981,1,3,1) very rare (1-5)
31537,0.042017408,0.9579826,1,1,1) very rare (1-5)
31538,0.22880657,0.77119344,1,2,1) very rare (1-5)
31539,0.23016754,0.7698325,1,1,1) very rare (1-5)
31540,0.1285935,0.8714065,1,2,1) very rare (1-5)
31541,0.14248446,0.8575156,1,2,1) very rare (1-5)
31542,0.40966046,0.59033954,1,3,1) very rare (1-5)
31543,0.18458748,0.8154125,1,5,1) very rare (1-5)
31544,0.196151,0.803849,1,1,1) very rare (1-5)
31545,0.08595894,0.91404104,1,3,1) very rare (1-5)
31546,0.116872214,0.8831278,1,5,1) very rare (1-5)
31547,0.018486643,0.9815134,1,4,1) very rare (1-5)
31548,0.015336794,0.9846632,1,1,1) very rare (1-5)
31549,0.12953141,0.8704686,1,1,1) very rare (1-5)
31550,0.3240057,0.6759943,1,3,1) very rare (1-5)
31551,0.09184876,0.90815127,1,1,1) very rare (1-5)
31552,0.015831992,0.984168,1,1,1) very rare (1-5)
31553,0.0774467,0.9225533,1,1,1) very rare (1-5)
31554,0.020472458,0.97952753,1,1,1) very rare (1-5)
31555,0.11765043,0.88234955,1,1,1) very rare (1-5)
31556,0.012028881,0.9879711,1,1,1) very rare (1-5)
31557,0.2872608,0.7127392,1,2,1) very rare (1-5)
31558,0.029375497,0.9706245,1,1,1) very rare (1-5)
31559,0.17707312,0.8229269,1,2,1) very rare (1-5)
31560,0.30632016,0.6936798,1,4,1) very rare (1-5)
31561,0.57164645,0.42835355,1,3,1) very rare (1-5)
31562,0.2850551,0.7149449,1,1,1) very rare (1-5)
31563,0.21365339,0.7863466,1,4,1) very rare (1-5)
31564,0.05439784,0.9456022,1,1,1) very rare (1-5)
31565,0.5329069,0.4670931,1,1,1) very rare (1-5)
31566,0.39699712,0.6030029,1,1,1) very rare (1-5)
31567,0.2258713,0.7741287,1,3,1) very rare (1-5)
31568,0.13526435,0.86473566,1,2,1) very rare (1-5)
31569,0.8258399,0.17416012,1,1,1) very rare (1-5)
31570,0.1640286,0.8359714,1,1,1) very rare (1-5)
31571,0.052589927,0.94741005,1,5,1) very rare (1-5)
31572,0.07596961,0.9240304,1,1,1) very rare (1-5)
31573,0.21367195,0.7863281,1,1,1) very rare (1-5)
31574,0.343498,0.656502,1,1,1) very rare (1-5)
31575,0.16610567,0.8338943,1,2,1) very rare (1-5)
31576,0.07391475,0.92608523,1,1,1) very rare (1-5)
31577,0.029931538,0.97006845,1,1,1) very rare (1-5)
31578,0.1411824,0.8588176,1,1,1) very rare (1-5)
31579,0.09158501,0.90841496,1,1,1) very rare (1-5)
31580,0.133757,0.866243,1,3,1) very rare (1-5)
31581,0.019389965,0.98061,1,1,1) very rare (1-5)
31582,0.22291702,0.777083,1,2,1) very rare (1-5)
31583,0.7126509,0.2873491,1,4,1) very rare (1-5)
31584,0.29302427,0.7069757,1,3,1) very rare (1-5)
31585,0.20572373,0.79427624,1,3,1) very rare (1-5)
31586,0.055865936,0.94413406,1,1,1) very rare (1-5)
31587,0.29757813,0.7024219,1,3,1) very rare (1-5)
31588,0.03547361,0.9645264,1,1,1) very rare (1-5)
31589,0.2452345,0.7547655,1,3,1) very rare (1-5)
31590,0.9449687,0.0550313,1,1,1) very rare (1-5)
31591,0.020951673,0.9790483,1,2,1) very rare (1-5)
31592,0.3124139,0.68758607,1,1,1) very rare (1-5)
31593,0.5368223,0.46317768,1,1,1) very rare (1-5)
31594,0.21458095,0.78541905,1,1,1) very rare (1-5)
31595,0.15089679,0.8491032,1,1,1) very rare (1-5)
31596,0.5846852,0.4153148,1,3,1) very rare (1-5)
31597,0.299695,0.700305,1,4,1) very rare (1-5)
31598,0.027830847,0.97216916,1,3,1) very rare (1-5)
31599,0.03637549,0.96362454,1,1,1) very rare (1-5)
31600,0.31571135,0.6842886,1,1,1) very rare (1-5)
31601,0.09416773,0.9058323,1,5,1) very rare (1-5)
31602,0.073956564,0.92604345,1,5,1) very rare (1-5)
31603,0.42151898,0.578481,1,3,1) very rare (1-5)
31604,0.29078144,0.70921856,1,4,1) very rare (1-5)
31605,0.3850321,0.61496794,1,1,1) very rare (1-5)
31606,0.11047158,0.8895284,1,1,1) very rare (1-5)
31607,0.09051906,0.9094809,1,1,1) very rare (1-5)
31608,0.046392348,0.9536077,1,1,1) very rare (1-5)
31609,0.15498377,0.84501624,1,5,1) very rare (1-5)
31610,0.2607516,0.7392484,1,1,1) very rare (1-5)
31611,0.18841165,0.81158835,1,1,1) very rare (1-5)
31612,0.16266963,0.83733034,1,5,1) very rare (1-5)
31613,0.029826628,0.97017336,1,1,1) very rare (1-5)
31614,0.14099947,0.85900056,1,4,1) very rare (1-5)
31615,0.08642119,0.9135788,1,2,1) very rare (1-5)
31616,0.7604172,0.23958278,1,4,1) very rare (1-5)
31617,0.022418028,0.977582,1,1,1) very rare (1-5)
31618,0.84314245,0.15685755,1,3,1) very rare (1-5)
31619,0.36848986,0.63151014,1,4,1) very rare (1-5)
31620,0.070528135,0.92947185,1,2,1) very rare (1-5)
31621,0.1825584,0.8174416,1,2,1) very rare (1-5)
31622,0.020179814,0.9798202,1,3,1) very rare (1-5)
31623,0.8670246,0.1329754,0,3,1) very rare (1-5)
31624,0.9141963,0.08580369,1,4,1) very rare (1-5)
31625,0.100816116,0.89918387,1,1,1) very rare (1-5)
31626,0.3974456,0.60255444,1,2,1) very rare (1-5)
31627,0.47853127,0.52146876,1,2,1) very rare (1-5)
31628,0.9033737,0.09662628,1,5,1) very rare (1-5)
31629,0.12518327,0.8748167,1,1,1) very rare (1-5)
31630,0.0097869495,0.99021304,1,1,1) very rare (1-5)
31631,0.011698859,0.98830116,1,2,1) very rare (1-5)
31632,0.75482064,0.24517936,1,2,1) very rare (1-5)
31633,0.07562438,0.92437565,1,3,1) very rare (1-5)
31634,0.5411718,0.4588282,1,3,1) very rare (1-5)
31635,0.2283719,0.7716281,1,3,1) very rare (1-5)
31636,0.59135,0.40864998,1,5,1) very rare (1-5)
31637,0.12932211,0.8706779,1,1,1) very rare (1-5)
31638,0.013182415,0.9868176,1,1,1) very rare (1-5)
31639,0.24928477,0.75071526,1,1,1) very rare (1-5)
31640,0.77383804,0.22616196,1,2,1) very rare (1-5)
31641,0.035904083,0.9640959,1,1,1) very rare (1-5)
31642,0.37451285,0.62548715,1,3,1) very rare (1-5)
31643,0.6445195,0.3554805,1,1,1) very rare (1-5)
31644,0.05302386,0.9469761,1,1,1) very rare (1-5)
31645,0.0064846026,0.9935154,1,1,1) very rare (1-5)
31646,0.020596424,0.97940356,1,1,1) very rare (1-5)
31647,0.53386056,0.46613944,1,5,1) very rare (1-5)
31648,0.03394405,0.9660559,1,1,1) very rare (1-5)
31649,0.13725773,0.8627423,1,2,1) very rare (1-5)
31650,0.03331227,0.96668774,1,3,1) very rare (1-5)
31651,0.93442273,0.06557727,0,5,1) very rare (1-5)
31652,0.1395596,0.8604404,1,5,1) very rare (1-5)
31653,0.026152225,0.97384775,1,4,1) very rare (1-5)
31654,0.4423875,0.55761254,1,1,1) very rare (1-5)
31655,0.04233819,0.9576618,1,1,1) very rare (1-5)
31656,0.53732646,0.46267354,1,4,1) very rare (1-5)
31657,0.020462863,0.9795371,1,5,1) very rare (1-5)
31658,0.15505211,0.8449479,1,1,1) very rare (1-5)
31659,0.022955993,0.977044,1,3,1) very rare (1-5)
31660,0.20951346,0.7904866,1,1,1) very rare (1-5)
31661,0.13562366,0.8643763,1,3,1) very rare (1-5)
31662,0.74515474,0.25484526,1,1,1) very rare (1-5)
31663,0.1467599,0.85324013,1,1,1) very rare (1-5)
31664,0.04859789,0.9514021,1,1,1) very rare (1-5)
31665,0.076223366,0.9237766,1,1,1) very rare (1-5)
31666,0.06965454,0.9303455,1,2,1) very rare (1-5)
31667,0.4089647,0.5910353,1,1,1) very rare (1-5)
31668,0.20917231,0.7908277,1,3,1) very rare (1-5)
31669,0.3399185,0.6600815,1,3,1) very rare (1-5)
31670,0.30308086,0.69691914,1,4,1) very rare (1-5)
31671,0.06283304,0.9371669,1,2,1) very rare (1-5)
31672,0.023411855,0.97658813,1,4,1) very rare (1-5)
31673,0.10462174,0.89537823,1,4,1) very rare (1-5)
31674,0.12561814,0.87438184,1,1,1) very rare (1-5)
31675,0.2155522,0.7844478,1,3,1) very rare (1-5)
31676,0.08109748,0.9189025,1,1,1) very rare (1-5)
31677,0.06395201,0.936048,1,1,1) very rare (1-5)
31678,0.12597978,0.8740202,0,3,1) very rare (1-5)
31679,0.06353442,0.93646556,1,5,1) very rare (1-5)
31680,0.24046351,0.7595365,1,2,1) very rare (1-5)
31681,0.1116231,0.8883769,1,1,1) very rare (1-5)
31682,0.031096889,0.9689031,1,2,1) very rare (1-5)
31683,0.70344627,0.29655373,0,1,1) very rare (1-5)
31684,0.0656466,0.9343534,1,2,1) very rare (1-5)
31685,0.31566623,0.6843338,1,3,1) very rare (1-5)
31686,0.12300313,0.8769969,1,3,1) very rare (1-5)
31687,0.117873006,0.882127,1,1,1) very rare (1-5)
31688,0.014191223,0.9858088,1,2,1) very rare (1-5)
31689,0.96696246,0.033037543,1,2,1) very rare (1-5)
31690,0.13904838,0.8609516,1,5,1) very rare (1-5)
31691,0.052655816,0.9473442,1,3,1) very rare (1-5)
31692,0.1070477,0.8929523,1,1,1) very rare (1-5)
31693,0.053536482,0.9464635,1,5,1) very rare (1-5)
31694,0.13804056,0.86195946,1,1,1) very rare (1-5)
31695,0.47418442,0.5258156,1,2,1) very rare (1-5)
31696,0.06372277,0.9362772,1,1,1) very rare (1-5)
31697,0.16497032,0.83502966,1,1,1) very rare (1-5)
31698,0.024116268,0.9758837,1,4,1) very rare (1-5)
31699,0.09497243,0.90502757,1,3,1) very rare (1-5)
31700,0.3860334,0.6139666,1,2,1) very rare (1-5)
31701,0.036658876,0.9633411,1,2,1) very rare (1-5)
31702,0.12191742,0.8780826,1,1,1) very rare (1-5)
31703,0.3459311,0.6540689,1,2,1) very rare (1-5)
31704,0.2515123,0.7484877,1,2,1) very rare (1-5)
31705,0.30108756,0.69891244,1,1,1) very rare (1-5)
31706,0.58332115,0.41667885,1,2,1) very rare (1-5)
31707,0.16794087,0.83205914,1,1,1) very rare (1-5)
31708,0.50286096,0.49713904,1,5,1) very rare (1-5)
31709,0.094398916,0.9056011,1,1,1) very rare (1-5)
31710,0.22428486,0.7757151,1,5,1) very rare (1-5)
31711,0.084074035,0.915926,1,1,1) very rare (1-5)
31712,0.020958059,0.97904193,1,2,1) very rare (1-5)
31713,0.9098893,0.09011072,1,4,1) very rare (1-5)
31714,0.08304658,0.91695344,1,1,1) very rare (1-5)
31715,0.14284372,0.8571563,1,2,1) very rare (1-5)
31716,0.07739724,0.9226028,1,1,1) very rare (1-5)
31717,0.052229226,0.9477708,1,5,1) very rare (1-5)
31718,0.66123706,0.33876294,1,2,1) very rare (1-5)
31719,0.7143043,0.28569567,1,1,1) very rare (1-5)
31720,0.035206813,0.9647932,1,2,1) very rare (1-5)
31721,0.09541537,0.90458465,1,3,1) very rare (1-5)
31722,0.7742431,0.22575688,0,3,1) very rare (1-5)
31723,0.09370939,0.9062906,1,2,1) very rare (1-5)
31724,0.05093385,0.94906616,0,1,1) very rare (1-5)
31725,0.012847365,0.98715264,1,1,1) very rare (1-5)
31726,0.022030389,0.9779696,1,1,1) very rare (1-5)
31727,0.39821553,0.60178447,0,1,1) very rare (1-5)
31728,0.105193295,0.8948067,1,1,1) very rare (1-5)
31729,0.31768632,0.6823137,1,5,1) very rare (1-5)
31730,0.034410607,0.9655894,1,5,1) very rare (1-5)
31731,0.09690912,0.9030909,1,4,1) very rare (1-5)
31732,0.105500095,0.8944999,1,3,1) very rare (1-5)
31733,0.655044,0.34495598,1,1,1) very rare (1-5)
31734,0.042073797,0.9579262,1,5,1) very rare (1-5)
31735,0.023591194,0.9764088,1,1,1) very rare (1-5)
31736,0.56193954,0.43806046,1,1,1) very rare (1-5)
31737,0.7232668,0.27673322,1,4,1) very rare (1-5)
31738,0.65435505,0.34564495,1,1,1) very rare (1-5)
31739,0.12130621,0.8786938,1,2,1) very rare (1-5)
31740,0.045795087,0.9542049,1,2,1) very rare (1-5)
31741,0.6403479,0.3596521,1,1,1) very rare (1-5)
31742,0.02930877,0.9706912,1,2,1) very rare (1-5)
31743,0.027096618,0.9729034,1,1,1) very rare (1-5)
31744,0.82478744,0.17521256,0,1,1) very rare (1-5)
31745,0.014533524,0.9854665,1,1,1) very rare (1-5)
31746,0.030959727,0.9690403,1,1,1) very rare (1-5)
31747,0.7877438,0.2122562,1,1,1) very rare (1-5)
31748,0.46359256,0.5364075,1,1,1) very rare (1-5)
31749,0.07221827,0.9277817,1,3,1) very rare (1-5)
31750,0.69194174,0.30805826,1,3,1) very rare (1-5)
31751,0.07777813,0.9222219,1,1,1) very rare (1-5)
31752,0.051733114,0.94826686,1,2,1) very rare (1-5)
31753,0.23452717,0.7654728,1,3,1) very rare (1-5)
31754,0.16044539,0.8395546,1,1,1) very rare (1-5)
31755,0.056516357,0.94348365,1,2,1) very rare (1-5)
31756,0.1697904,0.8302096,1,2,1) very rare (1-5)
31757,0.05764323,0.94235677,1,1,1) very rare (1-5)
31758,0.13529328,0.86470675,1,1,1) very rare (1-5)
31759,0.07646604,0.923534,1,1,1) very rare (1-5)
31760,0.070413105,0.9295869,1,2,1) very rare (1-5)
31761,0.12803155,0.87196845,1,4,1) very rare (1-5)
31762,0.6721821,0.32781792,1,1,1) very rare (1-5)
31763,0.41593692,0.58406305,1,1,1) very rare (1-5)
31764,0.052835427,0.9471646,1,1,1) very rare (1-5)
