mol_idx,top_score,error,frequency,tier,ensemble_mean_score,ensemble_std_score
2404,0.9833446,0,421,4) very common (100+),0.98958367,0.002215815760594733
2405,0.22493148,1,102,4) very common (100+),0.32809476249999997,0.05705645071922208
2406,0.60548246,0,86,3) common (21-100),0.32711937250000006,0.11274624323201601
2407,0.35282397,1,1,1) very rare (1-5),0.47895703,0.0599515294592002
2408,0.5656392,1,19,2) rare (6-20),0.6018902425,0.07245234702626561
2409,0.1347649,1,0,1) very rare (1-5),0.10652547750000001,0.0325094658387041
2410,0.28540826,1,0,1) very rare (1-5),0.45802759499999995,0.21431485455918223
2411,0.48068312,1,19,2) rare (6-20),0.50510589,0.13370565808997126
2412,0.55432874,0,14,2) rare (6-20),0.300195115,0.15135129073204984
2413,0.042761378,1,134,4) very common (100+),0.05293410950000001,0.046935907665095485
2414,0.16753839,1,0,1) very rare (1-5),0.2547435325,0.0914058666738693
2415,0.63404715,1,1290,4) very common (100+),0.59178952,0.18376892115287338
2416,0.80623776,1,160,4) very common (100+),0.816412875,0.13464995762835155
2417,0.026397849,1,0,1) very rare (1-5),0.0560284405,0.02204317869801079
2418,0.7921876,0,1070,4) very common (100+),0.7431160525,0.13405467809220709
2419,0.16172712,1,0,1) very rare (1-5),0.181095345,0.041088190394686704
2420,0.9565581,0,23,3) common (21-100),0.9723546475,0.008247454342781686
2421,0.558005,0,4,1) very rare (1-5),0.45495068000000005,0.08254452931642046
2422,0.1105908,1,30,3) common (21-100),0.09357025425,0.046589784874668395
2423,0.335478,0,4,1) very rare (1-5),0.214604885,0.09121133362625873
2424,0.66489595,1,0,1) very rare (1-5),0.468003155,0.1453702425475982
2425,0.4507297,1,1290,4) very common (100+),0.402956725,0.08755161133349532
2426,0.33026755,0,5,1) very rare (1-5),0.408293625,0.2255765747754789
2427,0.99492234,0,1000,4) very common (100+),0.994150725,0.0005469859567438654
2428,0.45212457,1,142,4) very common (100+),0.47266792999999996,0.08536858446778708
2429,0.8542589,0,12,2) rare (6-20),0.758497575,0.07391308583254848
2430,0.9904393,0,182,4) very common (100+),0.9849037825000001,0.011569872577384734
2431,0.25598246,0,4,1) very rare (1-5),0.3209839525,0.14550056036388181
2432,0.5828782,0,86,3) common (21-100),0.53896497,0.05577326127429611
2433,0.16370423,1,63,3) common (21-100),0.08423208500000001,0.012307231513515744
2434,0.9606433,0,21,3) common (21-100),0.936722745,0.028711372732356005
2435,0.010567539,0,0,1) very rare (1-5),0.021655640250000004,0.007434303413292278
2436,0.8578594,1,1290,4) very common (100+),0.8029425849999999,0.10658802244782796
2437,0.7422756,1,0,1) very rare (1-5),0.42673119750000005,0.0559555312089888
2438,0.15496413,1,0,1) very rare (1-5),0.25976265249999997,0.05271884874318927
2439,0.50564736,1,118,4) very common (100+),0.359046735,0.21799879468608657
2440,0.33430055,1,86,3) common (21-100),0.29795863,0.13123612348025104
2441,0.93343514,0,421,4) very common (100+),0.9075624825,0.016377609392549324
2442,0.21214664,0,1,1) very rare (1-5),0.30599405749999997,0.03284973678703558
2443,0.6154041,0,700,4) very common (100+),0.654015225,0.06249272410614593
2444,0.37504107,0,2,1) very rare (1-5),0.270899195,0.06032793945273636
2445,0.9872339,0,1000,4) very common (100+),0.9737060574999999,0.004858592886260258
2446,0.13318838,1,0,1) very rare (1-5),0.18103343375,0.09468557280873875
2447,0.12802517,0,24,3) common (21-100),0.31029995,0.06802728210857649
2448,0.78596157,0,0,1) very rare (1-5),0.873954915,0.09191300764411245
2449,0.87626916,0,166,4) very common (100+),0.834323475,0.056327070806803686
2450,0.3150885,1,66,3) common (21-100),0.3221819225,0.18637269423034108
2451,0.17084758,1,2,1) very rare (1-5),0.3179760275,0.11133177655348254
2452,0.43349102,0,2,1) very rare (1-5),0.5630028525,0.18475633194413493
2453,0.41516438,0,2,1) very rare (1-5),0.5695225075,0.03041706622983499
2454,0.6752359,0,31,3) common (21-100),0.39081128,0.02855818596505301
2455,0.30062768,1,2,1) very rare (1-5),0.09334370875,0.0419630940752038
2456,0.11244772,1,1,1) very rare (1-5),0.1213821025,0.036645956281469425
2457,0.31693548,1,41,3) common (21-100),0.5010230050000001,0.05655720219346319
2458,0.09718736,1,3,1) very rare (1-5),0.06532099524999999,0.011490712412446653
2459,0.055691805,1,4,1) very rare (1-5),0.0675112575,0.03407541865556268
2460,0.026164321,1,0,1) very rare (1-5),0.080242135,0.014021282259172768
2461,0.6477708,1,142,4) very common (100+),0.6721761825,0.04665208492801065
2462,0.22671059,0,39,3) common (21-100),0.269626615,0.1585936902930242
2463,0.09372399,0,0,1) very rare (1-5),0.091897238,0.03945397880597508
2464,0.8439349,0,99,3) common (21-100),0.8906938675,0.050546690265892445
2465,0.4562173,0,7,2) rare (6-20),0.374534565,0.035198760488575793
2466,0.035446703,0,0,1) very rare (1-5),0.12026804499999999,0.06063122163797069
2467,0.22478811,1,0,1) very rare (1-5),0.15092771,0.010103338270188226
2468,0.81764734,0,23,3) common (21-100),0.772100535,0.04790653348552443
2469,0.64806885,1,166,4) very common (100+),0.43234313,0.1532722844926797
2470,0.97745824,0,1000,4) very common (100+),0.977970325,0.007875882297042976
2471,0.38640663,1,0,1) very rare (1-5),0.37832715250000004,0.1943975304559378
2472,0.9478756,0,20,2) rare (6-20),0.9391246799999999,0.020301345300876003
2473,0.73403883,1,11,2) rare (6-20),0.69645669,0.08364119207326794
2474,0.97398156,0,1000,4) very common (100+),0.937945755,0.026493157371757815
2475,0.7907496,1,14,2) rare (6-20),0.751213475,0.14041115290370235
2476,0.046095237,1,1,1) very rare (1-5),0.07476849475,0.06378906394709175
2477,0.41464913,0,106,4) very common (100+),0.5179682025,0.1180473791147619
2478,0.17620003,1,4,1) very rare (1-5),0.209890165,0.07856597098476173
2479,0.93981665,0,74,3) common (21-100),0.882161145,0.05669370222408154
2480,0.047230754,1,0,1) very rare (1-5),0.0515194565,0.009008780265459178
2481,0.6730617,1,24,3) common (21-100),0.8377993625,0.0530390152465543
2482,0.3142453,0,1290,4) very common (100+),0.307406725,0.10432415253138087
2483,0.761497,0,6,2) rare (6-20),0.5539741125,0.12130694129749119
2484,0.44291493,0,2,1) very rare (1-5),0.388263855,0.09313203412220673
2485,0.97543675,0,1000,4) very common (100+),0.9772015350000001,0.014049005120850215
2486,0.26268446,1,79,3) common (21-100),0.3658732375,0.1655577676834043
2487,0.70422035,1,41,3) common (21-100),0.68823172,0.13413185909026384
2488,0.26443902,0,1,1) very rare (1-5),0.49540029499999994,0.18674697922975708
2489,0.11854285,0,0,1) very rare (1-5),0.17822978,0.10619569672307608
2490,0.6680945,0,55,3) common (21-100),0.7437851074999999,0.12728348439709913
2491,0.55109656,1,85,3) common (21-100),0.733875195,0.1267729747298582
2492,0.84148514,0,211,4) very common (100+),0.7901736699999999,0.12132553537833432
2493,0.24969971,1,70,3) common (21-100),0.3379651225,0.08498983405512814
2494,0.15687183,1,0,1) very rare (1-5),0.17179573,0.04996901815184335
2495,0.9224535,0,1290,4) very common (100+),0.8154374249999999,0.13278155688340862
2496,0.93310267,0,16,2) rare (6-20),0.8517923375,0.11079935788509433
2497,0.49221936,0,13,2) rare (6-20),0.28605317750000003,0.08543016345021129
2498,0.8783043,0,2,1) very rare (1-5),0.8119688174999999,0.04589542621784134
2499,0.5712117,1,39,3) common (21-100),0.484646755,0.20428106389594966
2500,0.113291055,1,0,1) very rare (1-5),0.05533007399999999,0.023811525812799692
2501,0.42592767,0,108,4) very common (100+),0.5514491525,0.10981871932991373
2502,0.52755874,1,275,4) very common (100+),0.469699865,0.1183904092885907
2503,0.35683578,1,3,1) very rare (1-5),0.3559397575,0.09663929931254116
2504,0.8036374,0,5,1) very rare (1-5),0.485796645,0.12315249688818015
2505,0.48763895,0,15,2) rare (6-20),0.5604438125,0.2699480759674867
2506,0.4853285,1,0,1) very rare (1-5),0.28131058499999995,0.07582345172793918
2507,0.2502948,1,19,2) rare (6-20),0.35630456250000003,0.0923524145084871
2508,0.9247976,0,7,2) rare (6-20),0.8977272000000001,0.028407289919226735
2509,0.08508812,1,1,1) very rare (1-5),0.14553990325,0.07937614318889676
2510,0.43121305,1,108,4) very common (100+),0.7830887625,0.06127257674922133
2511,0.4392281,0,107,4) very common (100+),0.5853209125000001,0.11127701014358794
2512,0.8082573,0,178,4) very common (100+),0.6995215825,0.13256647237928304
2513,0.14376505,1,14,2) rare (6-20),0.2537863625,0.059445365721518775
2514,0.2902882,1,1,1) very rare (1-5),0.42758696250000006,0.175904077565963
2515,0.025520036,1,47,3) common (21-100),0.07085316375,0.030084140198725257
2516,0.93725884,0,142,4) very common (100+),0.9324434175,0.009847947377114592
2517,0.9717401,0,261,4) very common (100+),0.9601045975,0.011449396422760428
2518,0.98873645,0,11,2) rare (6-20),0.9567527825000001,0.008720635819269053
2519,0.319919,0,39,3) common (21-100),0.25387907,0.029383596548558346
2520,0.6563305,0,16,2) rare (6-20),0.71680909,0.2106156536517011
2521,0.7484609,0,62,3) common (21-100),0.59757903,0.15571199040966274
2522,0.072463274,1,2,1) very rare (1-5),0.05759315649999999,0.02344697644544125
2523,0.90110797,0,21,3) common (21-100),0.7980384925,0.04644903051206846
2524,0.44321293,0,4,1) very rare (1-5),0.22032312250000002,0.057956463853800384
2525,0.06880411,1,3,1) very rare (1-5),0.05946082075,0.01975110094807608
2526,0.9411012,0,268,4) very common (100+),0.8612679075,0.05933002226904665
2527,0.32849345,0,700,4) very common (100+),0.31233558,0.12410246205252679
2528,0.3109491,0,343,4) very common (100+),0.2657701825,0.048114470648754085
2529,0.8319669,0,50,3) common (21-100),0.75028085,0.02534004092266821
2530,0.6633784,0,15,2) rare (6-20),0.5451204075,0.1508351004444114
2531,0.999635,0,211,4) very common (100+),0.9991338825,0.0005182344319116218
2532,0.6770697,1,1070,4) very common (100+),0.6874398774999999,0.1333876574856423
2533,0.70628095,1,92,3) common (21-100),0.3820963125,0.17437758792587785
2534,0.80602443,0,69,3) common (21-100),0.7760644775000001,0.19003600975806828
2535,0.43583125,1,372,4) very common (100+),0.4249339,0.0668516567318638
2536,0.621026,1,72,3) common (21-100),0.43683334249999994,0.19279958094446528
2537,0.9018877,0,22,3) common (21-100),0.7202972625,0.06987094278097097
2538,0.15432529,0,11,2) rare (6-20),0.45824341749999997,0.11519031537181987
2539,0.64679676,1,14,2) rare (6-20),0.4712644225,0.1421450048667614
2540,0.42184266,1,7,2) rare (6-20),0.464907325,0.10654651520571602
2541,0.7934009,0,274,4) very common (100+),0.88508782,0.04380668811779088
2542,0.047301244,1,0,1) very rare (1-5),0.04288988025,0.011014649050505339
2543,0.7610095,1,0,1) very rare (1-5),0.7487737125,0.12181169479840787
2544,0.73740846,0,89,3) common (21-100),0.262253315,0.13150322362218075
2545,0.59474885,1,1070,4) very common (100+),0.62517829,0.16095664514532138
2546,0.9255644,0,6,2) rare (6-20),0.8962622775,0.06153172020383485
2547,0.33929443,0,23,3) common (21-100),0.46003596999999996,0.04954623588426974
2548,0.9928678,0,1000,4) very common (100+),0.987059135,0.010934249607205555
2549,0.7193487,1,22,3) common (21-100),0.38942852250000004,0.09982640186179866
2550,0.43463746,1,84,3) common (21-100),0.44174224500000003,0.12718764629362034
2551,0.6907696,1,0,1) very rare (1-5),0.5295662400000001,0.15158965551090156
2552,0.520278,0,1,1) very rare (1-5),0.39634035749999996,0.26882183670094706
2553,0.180132,1,21,3) common (21-100),0.2527719425,0.1456296866271799
2554,0.5745782,0,343,4) very common (100+),0.45028965499999996,0.0606455665381512
2555,0.39881516,1,102,4) very common (100+),0.32190063999999996,0.08008471822616223
2556,0.24058798,1,14,2) rare (6-20),0.14570555,0.04790314392097245
2557,0.5139559,1,53,3) common (21-100),0.736691435,0.17231504096570233
2558,0.8386587,0,21,3) common (21-100),0.90616948,0.03601468419037505
2559,0.51054966,1,7,2) rare (6-20),0.3690711125,0.07826486506750695
2560,0.39043388,1,1,1) very rare (1-5),0.40128058749999995,0.14116628714971458
2561,0.46186742,1,2,1) very rare (1-5),0.3884868225,0.18686640293560217
2562,0.56681436,1,22,3) common (21-100),0.34077346875000003,0.14256609545182028
2563,0.29120955,1,2,1) very rare (1-5),0.1350951375,0.06077236014234694
2564,0.7265511,0,33,3) common (21-100),0.8990393725,0.057640859114145494
2565,0.25646505,1,0,1) very rare (1-5),0.19104414,0.0774578309377551
2566,0.21239603,1,0,1) very rare (1-5),0.126809174,0.1161062316453896
2567,0.13819292,0,36,3) common (21-100),0.44573326500000005,0.13194452274782642
2568,0.34882426,0,20,2) rare (6-20),0.24505633999999998,0.04737187683669078
2569,0.5422636,1,1,1) very rare (1-5),0.2932379875,0.17026041251817617
2570,0.20617154,1,0,1) very rare (1-5),0.178418705,0.04500458848517921
2571,0.18879259,1,1,1) very rare (1-5),0.3188949325,0.12406584232139226
2572,0.9860968,0,24,3) common (21-100),0.9418783350000001,0.05931236025917934
2573,0.6452096,1,100,3) common (21-100),0.5952028325,0.06489860538480484
2574,0.5127134,1,18,2) rare (6-20),0.346282095,0.08124734236897861
2575,0.089588135,1,0,1) very rare (1-5),0.18801721875,0.11784775254188835
2576,0.6438084,1,36,3) common (21-100),0.7136171099999999,0.17361893050750155
2577,0.055120286,0,6,2) rare (6-20),0.09061673775,0.04183827300955879
2578,0.7441314,1,4,1) very rare (1-5),0.7102586575000001,0.027289691798851816
2579,0.1063636,1,88,3) common (21-100),0.0751976065,0.025098865130771288
2580,0.9492448,0,261,4) very common (100+),0.8926316175,0.033739736492753136
2581,0.1681805,1,3,1) very rare (1-5),0.3256070375,0.14532537314840865
2582,0.8759633,0,27,3) common (21-100),0.8013047500000001,0.09187822532565018
2583,0.095145285,1,0,1) very rare (1-5),0.0814451195,0.06925958274149145
2584,0.2357846,1,0,1) very rare (1-5),0.3116451575,0.1040675138560354
2585,0.98778254,0,182,4) very common (100+),0.97872689,0.0076149447577969764
2586,0.30730155,1,123,4) very common (100+),0.34175878,0.094879218798777
2587,0.7374863,0,11,2) rare (6-20),0.74452535,0.06282971631013863
2588,0.49265742,1,105,4) very common (100+),0.5681748375,0.03679133694447267
2589,0.2322658,1,18,2) rare (6-20),0.3446934075,0.07557078813338836
2590,0.05558253,1,0,1) very rare (1-5),0.06758543875,0.0139393091585346
2591,0.01732387,1,0,1) very rare (1-5),0.03728575975,0.013345548525244465
2592,0.061879218,1,3,1) very rare (1-5),0.1579580775,0.06064761686055206
2593,0.36532396,0,3,1) very rare (1-5),0.30966337,0.0645959307810016
2594,0.15922938,1,2,1) very rare (1-5),0.21081956,0.03711765837615769
2595,0.70938087,0,421,4) very common (100+),0.812402035,0.059057292648382345
2596,0.98865473,0,700,4) very common (100+),0.9672413325,0.011776344004684533
2597,0.8158489,0,2,1) very rare (1-5),0.7939513075,0.041191799303443515
2598,0.28591716,0,0,1) very rare (1-5),0.4451653,0.26855956454407587
2599,0.11279735,1,2,1) very rare (1-5),0.363400285,0.12644250235459842
2600,0.71928954,0,21,3) common (21-100),0.6006516925,0.15962563376387068
2601,0.4578904,1,0,1) very rare (1-5),0.5607777525,0.10364230399443737
2602,0.28027558,1,11,2) rare (6-20),0.3596428375,0.1028395526630888
2603,0.035888836,1,1,1) very rare (1-5),0.03568443625,0.014810912925305994
2604,0.18407288,1,2,1) very rare (1-5),0.3836055275,0.14879927738355306
2605,0.31330663,1,1070,4) very common (100+),0.3540219825,0.05712702516584132
2606,0.05682857,0,0,1) very rare (1-5),0.08821027499999999,0.02387948195346861
2607,0.5325528,0,261,4) very common (100+),0.5331338825,0.1748684954744262
2608,0.37311396,1,62,3) common (21-100),0.39622799999999997,0.12611342900987962
2609,0.855045,0,14,2) rare (6-20),0.7540294,0.08157626669465698
2610,0.8671865,0,1,1) very rare (1-5),0.8672402025000001,0.06768763574592201
2611,0.2131838,1,12,2) rare (6-20),0.089418555,0.040320214846339915
2612,0.8430151,0,75,3) common (21-100),0.812688375,0.11248727208083732
2613,0.43823552,0,14,2) rare (6-20),0.4262107,0.047551865142236534
2614,0.06299208,1,51,3) common (21-100),0.04314095125,0.023512881505015428
2615,0.6189724,0,26,3) common (21-100),0.5701747625,0.2159623715160218
2616,0.9593266,0,1000,4) very common (100+),0.890414595,0.04806714223235323
2617,0.4761926,0,1290,4) very common (100+),0.42250632,0.1575140655018286
2618,0.6152611,0,372,4) very common (100+),0.6191603050000001,0.1198552416015809
2619,0.42117423,0,33,3) common (21-100),0.4034653525,0.060438220054398265
2620,0.4162473,0,34,3) common (21-100),0.6970848,0.09623472773814556
2621,0.2561428,1,6,2) rare (6-20),0.3305049225,0.17740262736285536
2622,0.4649883,0,27,3) common (21-100),0.4576924625,0.11705819947746215
2623,0.058404535,1,1,1) very rare (1-5),0.174187555,0.07708935373358551
2624,0.7054685,0,700,4) very common (100+),0.5598689675,0.19343927257594584
2625,0.943344,0,12,2) rare (6-20),0.9476482749999999,0.023459434058857344
2626,0.98871744,0,1000,4) very common (100+),0.9511681975,0.018493188838894663
2627,0.56409705,0,5,1) very rare (1-5),0.5287795500000001,0.1589933634759404
2628,0.9625924,0,421,4) very common (100+),0.9613409100000001,0.013608775580201904
2629,0.61305714,0,700,4) very common (100+),0.58857751,0.15706999000187066
2630,0.6546644,1,0,1) very rare (1-5),0.544531955,0.0575464015857866
2631,0.8990934,0,1290,4) very common (100+),0.8793941675000001,0.03946410112359672
2632,0.14117236,1,1,1) very rare (1-5),0.09654706475000001,0.018476685732442995
2633,0.63415694,1,12,2) rare (6-20),0.6036419175000001,0.1081487672892406
2634,0.9935454,0,16,2) rare (6-20),0.99044568,0.003581966547219592
2635,0.11823084,1,0,1) very rare (1-5),0.2531956675,0.03046066680909445
2636,0.9992729,0,211,4) very common (100+),0.99870191,0.0005788679739802394
2637,0.32615283,1,0,1) very rare (1-5),0.203236695,0.022368884597919154
2638,0.17902626,1,4,1) very rare (1-5),0.22248720749999998,0.02709070469524775
2639,0.6357647,0,12,2) rare (6-20),0.7805845275000001,0.10580566211182067
2640,0.8272551,0,10,2) rare (6-20),0.79657198,0.11108176370125952
2641,0.57280487,0,0,1) very rare (1-5),0.36840207750000004,0.017697496649803867
2642,0.8982372,0,24,3) common (21-100),0.490738355,0.1900145866994565
2643,0.56946456,0,1,1) very rare (1-5),0.70601746,0.09611448992729346
2644,0.38018918,1,13,2) rare (6-20),0.3103165575,0.12466416116521989
2645,0.088759385,0,1,1) very rare (1-5),0.2832465075,0.08959336239997955
2646,0.9937028,0,89,3) common (21-100),0.99734671,0.00045009386943169937
2647,0.22031729,1,0,1) very rare (1-5),0.1093462945,0.05118245523579895
2648,0.82885766,0,3,1) very rare (1-5),0.7991444575000001,0.09880755360978388
2649,0.933704,0,53,3) common (21-100),0.95738689,0.011481473671933381
2650,0.9420639,0,1290,4) very common (100+),0.893677265,0.06627452333155383
2651,0.9300741,1,8,2) rare (6-20),0.847704725,0.021993249449448676
2652,0.99550015,0,211,4) very common (100+),0.9890246375,0.007841295646898457
2653,0.6528385,1,146,4) very common (100+),0.7243062275000001,0.0580648229917122
2654,0.25153407,1,421,4) very common (100+),0.25561293250000006,0.06189134055628557
2655,0.06462594,1,14,2) rare (6-20),0.08787214474999999,0.03385580662556711
2656,0.4376198,1,118,4) very common (100+),0.48763794,0.12178181630498312
2657,0.5864637,1,23,3) common (21-100),0.51308933,0.17316994661176546
2658,0.27273825,0,3,1) very rare (1-5),0.58464006,0.11469341917683311
2659,0.93257344,0,23,3) common (21-100),0.8572530725,0.10934370808674301
2660,0.8351192,1,6,2) rare (6-20),0.6696894874999999,0.13156042260096865
2661,0.17499052,0,5,1) very rare (1-5),0.1615770175,0.052714199859065655
2662,0.94260216,1,0,1) very rare (1-5),0.9230141125,0.03882048765121283
2663,0.25932196,1,134,4) very common (100+),0.4113390375,0.1533729799448975
2664,0.7065308,0,26,3) common (21-100),0.5799211774999999,0.15384597605773614
2665,0.9534088,1,6,2) rare (6-20),0.88687205,0.0385605854015593
2666,0.38530594,1,70,3) common (21-100),0.6293773825,0.13519838483257635
2667,0.44104865,1,0,1) very rare (1-5),0.38148314,0.02381485329290526
2668,0.5265391,0,8,2) rare (6-20),0.48825093249999996,0.10402549160570751
2669,0.87825435,0,1290,4) very common (100+),0.799501875,0.06997850573580915
2670,0.046454657,0,26,3) common (21-100),0.051745352,0.012405835465404417
2671,0.7313644,1,100,3) common (21-100),0.6758575775,0.03726931492707534
2672,0.037811738,1,1,1) very rare (1-5),0.05600870875,0.028695457555628082
2673,0.6588203,0,17,2) rare (6-20),0.6957931125000001,0.19043902078267186
2674,0.80971533,0,32,3) common (21-100),0.85994521,0.05520633450158867
2675,0.14181836,0,33,3) common (21-100),0.148154874,0.04279530047571343
2676,0.43473512,1,30,3) common (21-100),0.5488289825,0.17087561066988796
2677,0.15266874,1,0,1) very rare (1-5),0.273100964,0.2038072078653271
2678,0.40786347,0,1,1) very rare (1-5),0.6395281625,0.08041694878286554
2679,0.11471269,1,0,1) very rare (1-5),0.295686155,0.11005415592290041
2680,0.07226996,1,21,3) common (21-100),0.10670348499999999,0.06970527875280076
2681,0.4961801,1,3,1) very rare (1-5),0.3158926325,0.10473817872168018
2682,0.5775528,0,0,1) very rare (1-5),0.5267566100000001,0.1568432426302112
2683,0.786199,0,7,2) rare (6-20),0.8546612849999999,0.06490039419782961
2684,0.7617001,0,1070,4) very common (100+),0.7659547874999999,0.05663834399818486
2685,0.8895311,0,3,1) very rare (1-5),0.8540455125,0.05949928136555907
2686,0.9119199,0,39,3) common (21-100),0.8559490350000001,0.07396645527066764
2687,0.36792818,0,6,2) rare (6-20),0.5419472424999999,0.17542256937879433
2688,0.18545924,1,107,4) very common (100+),0.232865785,0.10579322281052471
2689,0.10429303,1,5,1) very rare (1-5),0.15173035475000002,0.0629035843680548
2690,0.91276836,0,1290,4) very common (100+),0.8683822399999999,0.06212669760716042
2691,0.37055913,1,78,3) common (21-100),0.49755147749999995,0.12728790896063938
2692,0.8981052,1,1,1) very rare (1-5),0.6057337175,0.13880373111331942
2693,0.33461174,1,274,4) very common (100+),0.53945674,0.11983914527730516
2694,0.9322504,1,3,1) very rare (1-5),0.7042807325,0.04102063862345478
2695,0.3056111,0,7,2) rare (6-20),0.254867615,0.06884475384788899
2696,0.6399354,0,105,4) very common (100+),0.6359522625,0.09298488653184032
2697,0.16521658,0,0,1) very rare (1-5),0.2295960085,0.09866491274916837
2698,0.55582315,1,1,1) very rare (1-5),0.46137115250000005,0.11245191244016071
2699,0.19735847,1,92,3) common (21-100),0.15742095,0.0503948621418037
2700,0.63801533,0,700,4) very common (100+),0.8445737925,0.055913595182447956
2701,0.8505338,1,10,2) rare (6-20),0.50470321,0.11943962636798915
2702,0.1800592,1,0,1) very rare (1-5),0.227995715,0.09184309123164695
2703,0.6531407,1,124,4) very common (100+),0.8254249600000001,0.06172457598345899
2704,0.98733133,0,700,4) very common (100+),0.9741401475,0.02139316588415255
2705,0.33737904,0,69,3) common (21-100),0.41558952499999996,0.0823880777129912
2706,0.078210555,1,9,2) rare (6-20),0.111178443,0.04049340135356077
2707,0.9604969,0,89,3) common (21-100),0.78048575,0.15128418182564973
2708,0.5052045,0,178,4) very common (100+),0.742922225,0.132714138843816
2709,0.9284874,1,100,3) common (21-100),0.5725506325,0.07503643644693667
2710,0.9017254,0,1290,4) very common (100+),0.77022275,0.09923924133906152
2711,0.990755,0,1000,4) very common (100+),0.9895748,0.008600658349440484
2712,0.9423745,0,19,2) rare (6-20),0.9234785324999999,0.03557906193704621
2713,0.106450945,1,275,4) very common (100+),0.10563161075,0.051997351384702635
2714,0.047843087,1,0,1) very rare (1-5),0.1319848915,0.031154767001055336
2715,0.95803356,0,105,4) very common (100+),0.918259825,0.028810300655093414
2716,0.7812784,1,0,1) very rare (1-5),0.5917235125000001,0.0848886758637038
2717,0.06250572,1,15,2) rare (6-20),0.109667415,0.034352002639479774
2718,0.8217103,0,85,3) common (21-100),0.6633033150000001,0.1202845087648184
2719,0.78156227,0,111,4) very common (100+),0.4269648575,0.09617726010079809
2720,0.33175617,1,107,4) very common (100+),0.313044365,0.04218269271828287
2721,0.6436907,1,0,1) very rare (1-5),0.3447656225,0.12411288208844891
2722,0.9117434,0,99,3) common (21-100),0.9364301625,0.033531199774434244
2723,0.7574555,1,0,1) very rare (1-5),0.579850575,0.07290488105067229
2724,0.6428518,0,1290,4) very common (100+),0.6701281649999999,0.02648181664013393
2725,0.95979357,0,1000,4) very common (100+),0.8705587850000001,0.03935057520303449
2726,0.9095494,0,700,4) very common (100+),0.8688767249999999,0.03305462096571178
2727,0.18486147,1,0,1) very rare (1-5),0.26790463750000004,0.11079466598755858
2728,0.8274626,0,7,2) rare (6-20),0.5706676049999999,0.20350974036096045
2729,0.7314031,0,50,3) common (21-100),0.5505657375,0.14003966996804593
2730,0.27339944,1,1,1) very rare (1-5),0.19184044900000002,0.07680259593324196
2731,0.40539238,1,91,3) common (21-100),0.2805596225,0.08959832345276203
2732,0.9907672,0,49,3) common (21-100),0.9699083825,0.010912390487350525
2733,0.7823496,1,26,3) common (21-100),0.814912265,0.0951946069001636
2734,0.96023345,1,14,2) rare (6-20),0.9508395599999999,0.006525278581930446
2735,0.35534176,0,1,1) very rare (1-5),0.32250355499999994,0.2693690335155727
2736,0.08729485,0,0,1) very rare (1-5),0.143231638,0.09385344252801348
2737,0.7986414,0,20,2) rare (6-20),0.45932473500000004,0.0661603177947002
2738,0.33234766,1,1,1) very rare (1-5),0.22451693,0.0521421495745558
2739,0.58762586,0,7,2) rare (6-20),0.48743531500000004,0.13488738008259066
2740,0.021459071,1,13,2) rare (6-20),0.03317931625,0.015779168307061917
2741,0.15574698,0,4,1) very rare (1-5),0.24614346250000002,0.05101038510373519
2742,0.78859746,1,107,4) very common (100+),0.6415919025000001,0.13617666043427606
2743,0.55568063,1,14,2) rare (6-20),0.1553331325,0.023304518643644388
2744,0.22735201,1,4,1) very rare (1-5),0.17148513899999998,0.07068979004015766
2745,0.89675915,1,15,2) rare (6-20),0.8733906025,0.016701318480231396
2746,0.75672084,1,16,2) rare (6-20),0.4511287375,0.14760286073379783
2747,0.94891703,0,11,2) rare (6-20),0.8434142325,0.04127550992676129
2748,0.26888305,1,17,2) rare (6-20),0.2559324325,0.045311052652988196
2749,0.9587236,1,0,1) very rare (1-5),0.9763585399999999,0.006637084165942145
2750,0.9560621,0,421,4) very common (100+),0.9013085750000001,0.04073225505501599
2751,0.035823055,0,1,1) very rare (1-5),0.027825290750000002,0.010971690562213086
2752,0.9953288,0,1000,4) very common (100+),0.9920062374999999,0.003741784059004318
2753,0.39767674,0,1070,4) very common (100+),0.23011875675,0.12236950233772469
2754,0.9499762,1,1,1) very rare (1-5),0.942208975,0.015991394195900357
2755,0.25688443,1,3,1) very rare (1-5),0.32667877749999996,0.06669980730679229
2756,0.060506348,1,35,3) common (21-100),0.05073884875,0.03750012611167235
2757,0.9743931,0,90,3) common (21-100),0.9824088299999999,0.011027126694198258
2758,0.958134,0,7,2) rare (6-20),0.94332884,0.01728474112816849
2759,0.59408957,1,0,1) very rare (1-5),0.6606738125,0.059383820150487696
2760,0.28256187,0,106,4) very common (100+),0.17074335375,0.0370743852578012
2761,0.053428452,1,0,1) very rare (1-5),0.05925244675000001,0.02746392606745955
2762,0.31216526,1,8,2) rare (6-20),0.27366061750000004,0.12518580740256807
2763,0.162139,1,1070,4) very common (100+),0.3333421725,0.025602041173505456
2764,0.3366479,1,28,3) common (21-100),0.330843695,0.1528874907464156
2765,0.048475765,1,3,1) very rare (1-5),0.2142660965,0.09899859438758257
2766,0.8264687,0,134,4) very common (100+),0.8544613575,0.049485867832391506
2767,0.25840113,0,275,4) very common (100+),0.21449676250000002,0.062082125830112064
2768,0.4866383,1,72,3) common (21-100),0.5767904525,0.10652174633318012
