id,class,reactants>reagents>production
US20040030129A1,UNK,O[C:1]([CH2:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][C:8]2=[C:9]([CH3:10])[C:11](=[O:12])[C:13]([O:14][CH3:15])=[C:16]([O:17][CH3:18])[C:19]2=[O:20])[cH:21][cH:22]1)=[O:23].[CH2:24]1[CH2:25][CH2:26][NH:27][CH2:28][CH2:29]1>>[C:1]([CH2:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][C:8]2=[C:9]([CH3:10])[C:11](=[O:12])[C:13]([O:14][CH3:15])=[C:16]([O:17][CH3:18])[C:19]2=[O:20])[cH:21][cH:22]1)(=[O:23])[N:27]1[CH2:26][CH2:25][CH2:24][CH2:29][CH2:28]1
US20080033016A1,UNK,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([Cl:7])[cH:8][c:9]1[C:10](=[O:11])[NH:12][CH2:13][CH2:14][CH:15]1[CH2:16][CH2:17][N:18]([S:19]([NH2:20])(=[O:21])=[O:22])[CH2:23][CH2:24]1.[S:25]=[C:26]=[N:27][CH:28]1[CH2:29][CH2:30]1>>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([Cl:7])[cH:8][c:9]1[C:10](=[O:11])[NH:12][CH2:13][CH2:14][CH:15]1[CH2:16][CH2:17][N:18]([S:19]([NH:20][C:26](=[S:25])[NH:27][CH:28]2[CH2:29][CH2:30]2)(=[O:21])=[O:22])[CH2:23][CH2:24]1
US07557127B2,UNK,O=[CH:1][c:2]1[cH:3][cH:4][c:5]([O:6][CH3:7])[cH:8][cH:9]1.[CH3:10][CH2:11][O:12][C:13](=[O:14])/[CH:15]=[CH:16]/[c:17]1[cH:18][cH:19][c:20]([N:21]([C:22](=[O:23])[O:24][C:25]([CH3:26])([CH3:27])[CH3:28])[C@@H:29]2[CH2:30][CH2:31][NH:32][CH2:33]2)[n:34][cH:35]1>>[CH2:1]([c:2]1[cH:3][cH:4][c:5]([O:6][CH3:7])[cH:8][cH:9]1)[N:32]1[CH2:31][CH2:30][C@@H:29]([N:21]([c:20]2[cH:19][cH:18][c:17](/[CH:16]=[CH:15]/[C:13]([O:12][CH2:11][CH3:10])=[O:14])[cH:35][n:34]2)[C:22](=[O:23])[O:24][C:25]([CH3:26])([CH3:27])[CH3:28])[CH2:33]1
US04363762,UNK,CCO[C:1](=[O:2])[c:3]1[n:4][cH:5][n:6]2[c:7]1[C@@H:8]1[CH2:9][CH2:10][CH2:11][N:12]1[C:13](=[O:14])[c:15]1[cH:16][cH:17][cH:18][cH:19][c:20]1-2>>[CH2:1]([OH:2])[c:3]1[n:4][cH:5][n:6]2[c:7]1[C@@H:8]1[CH2:9][CH2:10][CH2:11][N:12]1[C:13](=[O:14])[c:15]1[cH:16][cH:17][cH:18][cH:19][c:20]1-2
US20110212956A1,UNK,CC(=O)O[C:2]([CH3:1])=[O:3].[NH2:4][CH2:5][CH2:6][c:7]1[cH:8][cH:9][cH:10][cH:11][c:12]1[F:13]>>[CH3:1][C:2](=[O:3])[NH:4][CH2:5][CH2:6][c:7]1[cH:8][cH:9][cH:10][cH:11][c:12]1[F:13]
US07846964B2,UNK,[CH3:1][c:2]1[s:3][c:4]([C:5](=[O:6])[CH:7]=[CH:8][c:9]2[cH:10][cH:11][c:12]([C:13](=[O:14])[OH:15])[cH:16][cH:17]2)[c:18]2[c:19]1[C@H:20]1[C@@H:21]([CH2:22]2)[C:23]1([CH3:24])[CH3:25]>>[CH3:1][c:2]1[s:3][c:4]([C:5](=[O:6])[CH2:7][CH2:8][c:9]2[cH:10][cH:11][c:12]([C:13](=[O:14])[OH:15])[cH:16][cH:17]2)[c:18]2[c:19]1[C@H:20]1[C@@H:21]([CH2:22]2)[C:23]1([CH3:24])[CH3:25]
US20110130380A1,UNK,C[O:1][c:2]1[n:3][c:4]([NH:5][CH2:6][C:7]2([CH2:8][CH3:9])[CH2:10][CH2:11][O:12][CH2:13][CH2:14]2)[c:15]([F:16])[cH:17][cH:18]1>>[OH:1][c:2]1[n:3][c:4]([NH:5][CH2:6][C:7]2([CH2:8][CH3:9])[CH2:10][CH2:11][O:12][CH2:13][CH2:14]2)[c:15]([F:16])[cH:17][cH:18]1
US07414061B2,UNK,O[C:1]([c:2]1[cH:3][cH:4][cH:5][c:6](-[n:7]2[cH:8][c:9](-[c:10]3[c:11]([CH3:12])[o:13][n:14][c:15]3-[c:16]3[cH:17][cH:18][cH:19][c:20]([F:21])[cH:22]3)[n:23][cH:24]2)[cH:25]1)=[O:26].[NH2:27][CH:28]1[CH2:29][CH2:30][CH2:31][CH2:32]1>>[C:1]([c:2]1[cH:3][cH:4][cH:5][c:6](-[n:7]2[cH:8][c:9](-[c:10]3[c:11]([CH3:12])[o:13][n:14][c:15]3-[c:16]3[cH:17][cH:18][cH:19][c:20]([F:21])[cH:22]3)[n:23][cH:24]2)[cH:25]1)(=[O:26])[NH:27][CH:28]1[CH2:29][CH2:30][CH2:31][CH2:32]1
US04772755,UNK,[CH:1]#[C:2][c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1.[O:9]=[C:10]1[CH:11]=[CH:12][C:13](=[O:14])[CH:15]=[CH:16]1>>[C:1](#[C:2][c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1)[C:10]1([OH:9])[CH:11]=[CH:12][C:13](=[O:14])[CH:15]=[CH:16]1
US20120114765A1,UNK,Cl[C:1](=[O:2])[c:3]1[cH:4][c:5]([N+:6](=[O:7])[O-:8])[c:9]([S:10][c:11]2[c:12]([Cl:13])[cH:14][n:15][cH:16][c:17]2[Cl:18])[s:19]1.[NH2:20][CH2:21][CH2:22][c:23]1[cH:24][cH:25][c:26]([F:27])[cH:28][cH:29]1>>[C:1](=[O:2])([c:3]1[cH:4][c:5]([N+:6](=[O:7])[O-:8])[c:9]([S:10][c:11]2[c:12]([Cl:13])[cH:14][n:15][cH:16][c:17]2[Cl:18])[s:19]1)[NH:20][CH2:21][CH2:22][c:23]1[cH:24][cH:25][c:26]([F:27])[cH:28][cH:29]1
US20140309220A1,UNK,O=C(O[C:1](=[O:2])[C:3]([F:4])([F:5])[F:6])C(F)(F)F.[F:7][c:8]1[cH:9][cH:10][cH:11][c:12]2[c:13]1-[n:14]1[cH:15][cH:16][cH:17][c:18]1[C:19]1([CH2:20][CH2:21][NH:22][CH2:23][CH2:24]1)[O:25]2>>[C:1](=[O:2])([C:3]([F:4])([F:5])[F:6])[N:22]1[CH2:21][CH2:20][C:19]2([c:18]3[n:14]([cH:15][cH:16][cH:17]3)-[c:13]3[c:8]([F:7])[cH:9][cH:10][cH:11][c:12]3[O:25]2)[CH2:24][CH2:23]1
US07910592B2,UNK,Br[c:1]1[cH:2][c:3]([C:4]([F:5])([F:6])[F:7])[cH:8][c:9]([C:10]([F:11])([F:12])[F:13])[cH:14]1.CON(C)[C:15](=[O:16])[C@H:17]([CH3:18])[NH:19][C:20](=[O:21])[O:22][CH2:23][c:24]1[cH:25][cH:26][cH:27][cH:28][cH:29]1>>[c:1]1([C:15](=[O:16])[C@H:17]([CH3:18])[NH:19][C:20](=[O:21])[O:22][CH2:23][c:24]2[cH:25][cH:26][cH:27][cH:28][cH:29]2)[cH:2][c:3]([C:4]([F:5])([F:6])[F:7])[cH:8][c:9]([C:10]([F:11])([F:12])[F:13])[cH:14]1
US20090181966A1,UNK,Cl[CH2:1][CH2:2][CH:3]([C:4]([O:5][CH3:6])=[O:7])[CH3:8].[CH3:9][C:10](=[O:11])[N:12]([c:13]1[cH:14][cH:15][c:16]([Cl:17])[cH:18][cH:19]1)[C@@H:20]1[CH2:21][C@H:22]([CH3:23])[N:24]([C:25](=[O:26])[c:27]2[cH:28][cH:29][c:30]([OH:31])[cH:32][cH:33]2)[c:34]2[cH:35][cH:36][cH:37][cH:38][c:39]21>>[CH2:1]([CH2:2][C@@H:3]([C:4]([O:5][CH3:6])=[O:7])[CH3:8])[O:31][c:30]1[cH:29][cH:28][c:27]([C:25]([N:24]2[CH:22]([CH3:23])[CH2:21][C@@H:20]([N:12]([C:10]([CH3:9])=[O:11])[c:13]3[cH:14][cH:15][c:16]([Cl:17])[cH:18][cH:19]3)[c:39]3[c:34]2[cH:35][cH:36][cH:37][cH:38]3)=[O:26])[cH:33][cH:32]1
US05807851,UNK,[CH3:1][CH:2]1[CH2:3][c:4]2[cH:5][c:6]([Cl:7])[c:8]([Cl:9])[cH:10][c:11]2[C:12]([c:13]2[cH:14][cH:15][c:16]([N+:17](=[O:18])[O-:19])[cH:20][cH:21]2)=[N:22][NH:23]1.[CH3:24][N:25]=[C:26]=[O:27]>>[CH3:1][CH:2]1[CH2:3][c:4]2[cH:5][c:6]([Cl:7])[c:8]([Cl:9])[cH:10][c:11]2[C:12]([c:13]2[cH:14][cH:15][c:16]([N+:17](=[O:18])[O-:19])[cH:20][cH:21]2)=[N:22][N:23]1[C:26]([NH:25][CH3:24])=[O:27]
US20110212956A1,UNK,O[C:1](=[O:2])[c:3]1[cH:4][c:5]2[n:6][cH:7][c:8]([Cl:9])[cH:10][n:11]2[n:12]1.[CH3:13][CH:14]1[NH:15][CH2:16][CH2:17][c:18]2[cH:19][cH:20][cH:21][n:22][c:23]21>>[C:1](=[O:2])([c:3]1[cH:4][c:5]2[n:6][cH:7][c:8]([Cl:9])[cH:10][n:11]2[n:12]1)[N:15]1[CH:14]([CH3:13])[c:23]2[c:18]([cH:19][cH:20][cH:21][n:22]2)[CH2:17][CH2:16]1
US04885292,UNK,[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[NH:8][C@@H:9]([CH2:10][CH:11]1[CH2:12][CH2:13][CH2:14][CH2:15][CH2:16]1)[C:17](=[O:18])[c:19]1[n:20][cH:21][cH:22][s:23]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[NH:8][C@@H:9]([CH2:10][CH:11]1[CH2:12][CH2:13][CH2:14][CH2:15][CH2:16]1)[C@@H:17]([OH:18])[c:19]1[n:20][cH:21][cH:22][s:23]1
US07064203B2,UNK,O[CH2:1][c:2]1[cH:3][cH:4][cH:5][cH:6][n:7]1.[NH2:8][c:9]1[cH:10][cH:11][c:12]([OH:13])[c:14]([Cl:15])[cH:16]1>>[CH2:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][n:7]1)[O:13][c:12]1[cH:11][cH:10][c:9]([NH2:8])[cH:16][c:14]1[Cl:15]
US06468502B1,UNK,F[S:1](=[O:2])(=[O:3])[C:4]([F:5])([F:6])[C:7]([F:8])([F:9])[C:10]([F:11])([F:12])[C:13]([F:14])([F:15])[C:16]([F:17])([F:18])[C:19]([F:20])([F:21])[C:22]([F:23])([F:24])[C:25]([F:26])([F:27])[F:28].[CH3:29][CH2:30][CH2:31][CH2:32][CH2:33][CH2:34][CH2:35][CH2:36][CH2:37][CH2:38][NH2:39]>>[S:1](=[O:2])(=[O:3])([C:4]([F:5])([F:6])[C:7]([F:8])([F:9])[C:10]([F:11])([F:12])[C:13]([F:14])([F:15])[C:16]([F:17])([F:18])[C:19]([F:20])([F:21])[C:22]([F:23])([F:24])[C:25]([F:26])([F:27])[F:28])[NH:39][CH2:38][CH2:37][CH2:36][CH2:35][CH2:34][CH2:33][CH2:32][CH2:31][CH2:30][CH3:29]
US07915411B2,UNK,O=[N+:1]([O-])[c:2]1[c:3]([S:4][c:5]2[cH:6][cH:7][c:8]([OH:9])[cH:10][cH:11]2)[cH:12][cH:13][c:14]([O:15][CH:16]([CH3:17])[c:18]2[cH:19][cH:20][cH:21][c:22]([Br:23])[cH:24]2)[cH:25]1>>[NH2:1][c:2]1[c:3]([S:4][c:5]2[cH:6][cH:7][c:8]([OH:9])[cH:10][cH:11]2)[cH:12][cH:13][c:14]([O:15][CH:16]([CH3:17])[c:18]2[cH:19][cH:20][cH:21][c:22]([Br:23])[cH:24]2)[cH:25]1
US20100256356A1,UNK,c1ccc(C[O:1][c:2]2[cH:3][cH:4][c:5](-[c:6]3[c:7](=[O:8])[n:9]([CH2:10][c:11]4[cH:12][cH:13][c:14]([Cl:15])[cH:16][cH:17]4)[cH:18][n:19][cH:20]3)[cH:21][c:22]2[F:23])cc1>>[OH:1][c:2]1[cH:3][cH:4][c:5](-[c:6]2[c:7](=[O:8])[n:9]([CH2:10][c:11]3[cH:12][cH:13][c:14]([Cl:15])[cH:16][cH:17]3)[cH:18][n:19][cH:20]2)[cH:21][c:22]1[F:23]
US06693123B2,UNK,O=[CH:1][c:2]1[n:3][cH:4][cH:5][nH:6]1.[CH3:7][O:8][C:9](=[O:10])[C@H:11]([CH2:12][CH:13]([CH3:14])[CH3:15])[NH:16][C:17](=[O:18])[c:19]1[cH:20][cH:21][c:22]([NH2:23])[cH:24][c:25]1-[c:26]1[cH:27][cH:28][cH:29][cH:30][cH:31]1>>[CH2:1]([c:2]1[n:3][cH:4][cH:5][nH:6]1)[NH:23][c:22]1[cH:21][cH:20][c:19]([C:17]([NH:16][C@H:11]([C:9]([O:8][CH3:7])=[O:10])[CH2:12][CH:13]([CH3:14])[CH3:15])=[O:18])[c:25](-[c:26]2[cH:27][cH:28][cH:29][cH:30][cH:31]2)[cH:24]1
US20120015928A1,UNK,O[C:1]([C:2]1([c:3]2[cH:4][cH:5][c:6]([N:7]3[CH2:8][CH2:9][N:10]([C:11]([O:12][C:13]([CH3:14])([CH3:15])[CH3:16])=[O:17])[CH2:18][CH2:19]3)[cH:20][c:21]2[F:22])[CH2:23][CH2:24]1)=[O:25].[CH3:26][C:27]1([CH3:28])[CH2:29][C:30](=[O:31])[O:32][C:33]12[CH2:34][CH2:35][NH:36][CH2:37]2>>[C:1]([C:2]1([c:3]2[cH:4][cH:5][c:6]([N:7]3[CH2:8][CH2:9][N:10]([C:11]([O:12][C:13]([CH3:14])([CH3:15])[CH3:16])=[O:17])[CH2:18][CH2:19]3)[cH:20][c:21]2[F:22])[CH2:23][CH2:24]1)(=[O:25])[N:36]1[CH2:35][CH2:34][C:33]2([C:27]([CH3:26])([CH3:28])[CH2:29][C:30](=[O:31])[O:32]2)[CH2:37]1
US06329405B1,UNK,O=[C:1]([c:2]1[cH:3][cH:4][c:5]([O:6][CH3:7])[cH:8][cH:9]1)[c:10]1[cH:11][cH:12][cH:13][c:14]([N+:15](=[O:16])[O-:17])[cH:18]1.[CH3:19][C:20](=[O:21])[O:22][c:23]1[cH:24][cH:25][c:26]([CH:27]([CH3:28])[NH2:29])[cH:30][cH:31]1>>[CH:1]([c:2]1[cH:3][cH:4][c:5]([O:6][CH3:7])[cH:8][cH:9]1)([c:10]1[cH:11][cH:12][cH:13][c:14]([N+:15](=[O:16])[O-:17])[cH:18]1)[NH:29][CH:27]([c:26]1[cH:25][cH:24][c:23]([O:22][C:20]([CH3:19])=[O:21])[cH:31][cH:30]1)[CH3:28]
US20070161627A1,UNK,O=[N:1][N:2]1[CH2:3][CH2:4][C:5]([CH2:6][CH2:7][c:8]2[cH:9][cH:10][n:11][c:12]3[cH:13][cH:14][c:15]([O:16][CH3:17])[n:18][c:19]23)([OH:20])[CH2:21][CH2:22]1>>[NH2:1][N:2]1[CH2:3][CH2:4][C:5]([CH2:6][CH2:7][c:8]2[cH:9][cH:10][n:11][c:12]3[cH:13][cH:14][c:15]([O:16][CH3:17])[n:18][c:19]23)([OH:20])[CH2:21][CH2:22]1
US20050187266A1,UNK,c1ccc(C[O:1][c:2]2[cH:3][cH:4][cH:5][c:6](-[c:7]3[cH:8][cH:9][cH:10][c:11]([O:12][C:13]4([C:14]([O:15][CH2:16][CH3:17])=[O:18])[CH2:19][CH2:20][CH2:21]4)[cH:22]3)[cH:23]2)cc1>>[OH:1][c:2]1[cH:3][cH:4][cH:5][c:6](-[c:7]2[cH:8][cH:9][cH:10][c:11]([O:12][C:13]3([C:14]([O:15][CH2:16][CH3:17])=[O:18])[CH2:19][CH2:20][CH2:21]3)[cH:22]2)[cH:23]1
US20150284382A1,UNK,Cl[c:1]1[cH:2][c:3]([NH:4][CH:5]([CH3:6])[CH3:7])[c:8]([C:9](=[O:10])[NH:11][CH2:12][C@@H:13]([F:14])[C:15]([CH3:16])([CH3:17])[OH:18])[cH:19][n:20]1.[N:21]#[C:22][c:23]1[cH:24][n:25][c:26]([NH2:27])[n:28][cH:29]1>>[c:1]1([NH:27][c:26]2[n:25][cH:24][c:23]([C:22]#[N:21])[cH:29][n:28]2)[cH:2][c:3]([NH:4][CH:5]([CH3:6])[CH3:7])[c:8]([C:9](=[O:10])[NH:11][CH2:12][C@@H:13]([F:14])[C:15]([CH3:16])([CH3:17])[OH:18])[cH:19][n:20]1
US20040235822A1,UNK,O=C(O[OH:1])c1cccc(Cl)c1.[CH3:2][CH2:3][CH2:4][CH2:5][O:6][CH2:7][CH2:8][O:9][c:10]1[cH:11][cH:12][c:13](-[c:14]2[cH:15][cH:16][c:17]3[c:18]([cH:19]2)[CH:20]=[C:21]([C:22](=[O:23])[NH:24][c:25]2[cH:26][cH:27][c:28]([S:29][CH2:30][c:31]4[cH:32][n:33]([CH2:34][CH2:35][CH3:36])[n:37][n:38]4)[cH:39][cH:40]2)[CH2:41][CH2:42][N:43]3[CH2:44][CH:45]([CH3:46])[CH3:47])[cH:48][cH:49]1>>[O:1]=[S:29]([c:28]1[cH:27][cH:26][c:25]([NH:24][C:22]([C:21]2=[CH:20][c:18]3[c:17]([cH:16][cH:15][c:14](-[c:13]4[cH:12][cH:11][c:10]([O:9][CH2:8][CH2:7][O:6][CH2:5][CH2:4][CH2:3][CH3:2])[cH:49][cH:48]4)[cH:19]3)[N:43]([CH2:44][CH:45]([CH3:46])[CH3:47])[CH2:42][CH2:41]2)=[O:23])[cH:40][cH:39]1)[CH2:30][c:31]1[cH:32][n:33]([CH2:34][CH2:35][CH3:36])[n:37][n:38]1
US05252735,UNK,Cl[CH2:1][c:2]1[cH:3][cH:4][c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[n:11]1.[O:12]=[c:13]1[cH:14][c:15](-[c:16]2[cH:17][cH:18][c:19]([OH:20])[cH:21][cH:22]2)[o:23][c:24]([N:25]2[CH2:26][CH2:27][O:28][CH2:29][CH2:30]2)[cH:31]1>>[CH2:1]([c:2]1[cH:3][cH:4][c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[n:11]1)[O:20][c:19]1[cH:18][cH:17][c:16](-[c:15]2[cH:14][c:13](=[O:12])[cH:31][c:24]([N:25]3[CH2:26][CH2:27][O:28][CH2:29][CH2:30]3)[o:23]2)[cH:22][cH:21]1
US20090215759A1,UNK,Cl[c:1]1[cH:2][c:3]([CH3:4])[n:5][c:6]([Cl:7])[n:8]1.[CH3:9][NH:10][CH2:11][C:12](=[O:13])[O:14][CH2:15][c:16]1[cH:17][cH:18][cH:19][cH:20][cH:21]1>>[c:1]1([N:10]([CH3:9])[CH2:11][C:12](=[O:13])[O:14][CH2:15][c:16]2[cH:17][cH:18][cH:19][cH:20][cH:21]2)[cH:2][c:3]([CH3:4])[n:5][c:6]([Cl:7])[n:8]1
US20040186151A1,UNK,Br[CH2:1][C:2]#[C:3][CH3:4].[CH3:5][CH2:6][CH:7]1[CH2:8][CH2:9][CH:10]([C:11](=[O:12])[NH:13][CH:14]([CH2:15][c:16]2[cH:17][cH:18][c:19]([OH:20])[cH:21][cH:22]2)[c:23]2[n:24][c:25](-[c:26]3[cH:27][cH:28][c:29]([Cl:30])[cH:31][c:32]3[Cl:33])[cH:34][nH:35]2)[CH2:36][CH2:37]1>>[CH2:1]([C:2]#[C:3][CH3:4])[n:35]1[c:23]([C@@H:14]([NH:13][C:11]([C@H:10]2[CH2:9][CH2:8][C@H:7]([CH2:6][CH3:5])[CH2:37][CH2:36]2)=[O:12])[CH2:15][c:16]2[cH:17][cH:18][c:19]([OH:20])[cH:21][cH:22]2)[n:24][c:25](-[c:26]2[cH:27][cH:28][c:29]([Cl:30])[cH:31][c:32]2[Cl:33])[cH:34]1
US20100216788A1,UNK,O[C:1]([CH2:2][C:3]([CH3:4])([CH3:5])[OH:6])=[O:7].[NH2:9][CH2:10][CH2:11][n:12]1[cH:13][cH:14][c:15]2[n:16][cH:17][n:18][c:19]([NH:20][c:21]3[cH:22][cH:23][c:24]([O:25][c:26]4[cH:27][cH:28][cH:29][c:30]([O:31][c:32]5[cH:33][cH:34][cH:35][cH:36][cH:37]5)[cH:38]4)[c:39]([Cl:40])[cH:41]3)[c:42]12>>[C:1]([CH2:2][C:3]([CH3:4])([CH3:5])[OH:6])(=[O:7])[NH:9][CH2:10][CH2:11][n:12]1[cH:13][cH:14][c:15]2[n:16][cH:17][n:18][c:19]([NH:20][c:21]3[cH:22][cH:23][c:24]([O:25][c:26]4[cH:27][cH:28][cH:29][c:30]([O:31][c:32]5[cH:33][cH:34][cH:35][cH:36][cH:37]5)[cH:38]4)[c:39]([Cl:40])[cH:41]3)[c:42]12
US20150183801A1,UNK,Br[c:1]1[c:2]([NH:3][CH2:4][CH2:5][CH2:6][OH:7])[n:8][cH:9][c:10]([C:11](=[O:12])[NH:13][c:14]2[cH:15][cH:16][c:17]([O:18][C:19]([F:20])([F:21])[F:22])[cH:23][cH:24]2)[cH:25]1.OB(O)[c:26]1[cH:27][cH:28][c:29]([O:30][CH3:31])[n:32][cH:33]1>>[c:1]1(-[c:26]2[cH:27][cH:28][c:29]([O:30][CH3:31])[n:32][cH:33]2)[c:2]([NH:3][CH2:4][CH2:5][CH2:6][OH:7])[n:8][cH:9][c:10]([C:11](=[O:12])[NH:13][c:14]2[cH:15][cH:16][c:17]([O:18][C:19]([F:20])([F:21])[F:22])[cH:23][cH:24]2)[cH:25]1
US20020091147A1,UNK,F[c:1]1[cH:2][cH:3][c:4]([C:5]([CH2:6][CH2:7][c:8]2[cH:9][cH:10][c:11]([NH2:12])[cH:13][cH:14]2)=[O:15])[cH:16][cH:17]1.[CH2:18]1[CH2:19][O:20][CH2:21][CH2:22][NH:23]1>>[c:1]1([N:23]2[CH2:18][CH2:19][O:20][CH2:21][CH2:22]2)[cH:2][cH:3][c:4]([C:5]([CH2:6][CH2:7][c:8]2[cH:9][cH:10][c:11]([NH2:12])[cH:13][cH:14]2)=[O:15])[cH:16][cH:17]1
US20150175623A1,UNK,O[CH2:1][CH2:2][N:3]1[CH2:4][CH2:5][N:6]([CH3:7])[CH2:8][CH2:9]1.[OH:10][c:11]1[cH:12][cH:13][c:14]([Br:15])[c:16]([Cl:17])[c:18]1[Cl:19]>>[CH2:1]([CH2:2][N:3]1[CH2:4][CH2:5][N:6]([CH3:7])[CH2:8][CH2:9]1)[O:10][c:11]1[cH:12][cH:13][c:14]([Br:15])[c:16]([Cl:17])[c:18]1[Cl:19]
US08048893B2,UNK,I[c:1]1[cH:2][n:3]([S:4]([c:5]2[cH:6][cH:7][c:8]([CH3:9])[cH:10][cH:11]2)(=[O:12])=[O:13])[n:14][c:15]1[O:16][CH2:17][c:18]1[cH:19][cH:20][cH:21][cH:22][cH:23]1.OB(O)[c:24]1[cH:25][cH:26][c:27]([CH3:28])[cH:29][cH:30]1>>[c:1]1(-[c:24]2[cH:25][cH:26][c:27]([CH3:28])[cH:29][cH:30]2)[cH:2][n:3]([S:4]([c:5]2[cH:6][cH:7][c:8]([CH3:9])[cH:10][cH:11]2)(=[O:12])=[O:13])[n:14][c:15]1[O:16][CH2:17][c:18]1[cH:19][cH:20][cH:21][cH:22][cH:23]1
US20130237562A1,UNK,Br[c:1]1[cH:2][cH:3][c:4]2[n:5][cH:6][c:7]3[n:8]([CH3:9])[c:10](=[O:11])[n:12]([CH2:13][C@@H:14]([O:15][CH3:16])[CH3:17])[c:18]3[c:19]2[cH:20]1.CC1(C)OB([c:21]2[cH:22][n:23][cH:24][c:25]([C:26]([O:27][CH2:28][CH3:29])=[O:30])[cH:31]2)OC1(C)C>>[c:1]1(-[c:21]2[cH:22][n:23][cH:24][c:25]([C:26]([O:27][CH2:28][CH3:29])=[O:30])[cH:31]2)[cH:2][cH:3][c:4]2[n:5][cH:6][c:7]3[n:8]([CH3:9])[c:10](=[O:11])[n:12]([CH2:13][C@@H:14]([O:15][CH3:16])[CH3:17])[c:18]3[c:19]2[cH:20]1
US04962096,UNK,c1ccc(C[O:1][CH:2]([CH2:3][O:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][CH2:13][CH2:14][CH2:15][CH2:16][CH2:17][CH2:18][CH2:19][CH3:20])[CH2:21][O:22][P:23](=[O:24])([O-:25])[O:26][CH:27]=[C:28]2[CH2:29][CH2:30][CH2:31][CH2:32][N+:33]2([CH3:34])[CH3:35])cc1>>[OH:1][CH:2]([CH2:3][O:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][CH2:13][CH2:14][CH2:15][CH2:16][CH2:17][CH2:18][CH2:19][CH3:20])[CH2:21][O:22][P:23](=[O:24])([O-:25])[O:26][CH:27]=[C:28]1[CH2:29][CH2:30][CH2:31][CH2:32][N+:33]1([CH3:34])[CH3:35]
US20040121965A1,UNK,CC[O:1][C:2](=[O:3])/[C:4]([CH3:5])=[CH:6]/[C@@H:7]([CH:8]([CH3:9])[CH3:10])[N:11]([CH3:12])[C:13](=[O:14])[C@@H:15]([NH:16][C:17](=[O:18])[C@@H:19]([N:20]([CH3:21])[C:22](=[O:23])[O:24][C:25]([CH3:26])([CH3:27])[CH3:28])[C:29]([CH3:30])([CH3:31])[c:32]1[cH:33][cH:34][cH:35][cH:36][cH:37]1)[C:38]([CH3:39])([CH3:40])[S:41][CH2:42][c:43]1[cH:44][cH:45][c:46]([O:47][CH3:48])[cH:49][cH:50]1>>[OH:1][C:2](=[O:3])/[C:4]([CH3:5])=[CH:6]/[C@@H:7]([CH:8]([CH3:9])[CH3:10])[N:11]([CH3:12])[C:13](=[O:14])[C@@H:15]([NH:16][C:17](=[O:18])[C@@H:19]([N:20]([CH3:21])[C:22](=[O:23])[O:24][C:25]([CH3:26])([CH3:27])[CH3:28])[C:29]([CH3:30])([CH3:31])[c:32]1[cH:33][cH:34][cH:35][cH:36][cH:37]1)[C:38]([CH3:39])([CH3:40])[S:41][CH2:42][c:43]1[cH:44][cH:45][c:46]([O:47][CH3:48])[cH:49][cH:50]1
US20090143439A1,UNK,CO[C:1](=[O:2])[c:3]1[cH:4][c:5]([O:6][CH3:7])[cH:8][c:9]([NH2:10])[n:11]1.[NH3:12]>>[C:1](=[O:2])([c:3]1[cH:4][c:5]([O:6][CH3:7])[cH:8][c:9]([NH2:10])[n:11]1)[NH2:12]
US20150110809A1,UNK,Cl[S:1]([c:2]1[c:3]([CH3:4])[cH:5][c:6]([CH3:7])[cH:8][c:9]1[CH3:10])(=[O:11])=[O:12].[CH3:13][O:14][c:15]1[cH:16][cH:17][c:18]([NH2:19])[c:20]([O:21][CH3:22])[n:23]1>>[S:1]([c:2]1[c:3]([CH3:4])[cH:5][c:6]([CH3:7])[cH:8][c:9]1[CH3:10])(=[O:11])(=[O:12])[NH:19][c:18]1[cH:17][cH:16][c:15]([O:14][CH3:13])[n:23][c:20]1[O:21][CH3:22]
US20130345123A1,UNK,CC(=O)[S:1][CH2:2][CH2:3][C@H:4]([NH:5][C:6](=[O:7])[O:8][CH2:9][c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1)[C:16](=[O:17])[NH:18][CH2:19][CH2:20][CH2:21][CH2:22][CH:23]=[O:24]>>[SH:1][CH2:2][CH2:3][C@H:4]([NH:5][C:6](=[O:7])[O:8][CH2:9][c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1)[C:16](=[O:17])[NH:18][CH2:19][CH2:20][CH2:21][CH2:22][CH:23]=[O:24]
