,Template,Frequency,Class
463,[C:1]-[C:2]-[O:3]>>[C:1].[C:2]=[O:3]_10-1_000_000,48,464
464,[C:1]-[C:2]>>[c:1]:[c:2]_-1-1_00_00,48,465
465,[c:4]1:[n:3]:[c:2]:[c:1]:[s:5]:1>>Br-[C:1]-[C:2]=O.[N:3]-[C:4]=[S:5]_10200_00000_00000,49,466
466,[n:1]-[C:2]>>[n:1].C-S(=O)(=O)-O-[C:2]_10_00_00,49,467
467,[n:1]-[S:2]>>[n:1].Cl-[S:2]_10_00_00,52,468
468,[O:1]-[C:2]>>[O:1].C-S(=O)(=O)-O-[C:2]_10_00_00,54,469
469,[c:1]-[c:2]>>Br-[c:1].C-C-C-[CH2]-[Sn](-[c:2])(-[CH2]-C-C-C)-[CH2]-C-C-C_00_00_00,56,470
470,[N:1]-[C:2]>>[N:1].[C:2]-[O-]_10_00_00,56,471
471,[n:1]:[c:3]:[n:2]>>[N:1].[N:2].O-[C:3]=O_120_000_000,58,472
472,[C:1]-[Br:2]>>O-[C:1].Br-C(-Br)(-Br)-[Br:2]_00_00_00,60,473
473,[C:1]-[c:2]>>[C:1].Br-[c:2]_00_-10_00,60,474
474,[O:1]-[c:2]>>[O:1].Cl-[c:2]_00_-10_00,63,475
475,[O:1]-[C:2]-[N:3]>>[O:1].[C:2]=[N:3]_10-1_000_000,65,476
476,[n:1]-[c:2]>>[n:1].F-[c:2]_10_00_00,65,477
477,[S:1]-[c:2]>>[S:1].Cl-[c:2]_10_00_00,66,478
478,[c:2]1:[c:3]:[c:4]:[c:5]:[n:1]:1>>[N:1].O=[C:2]-[C:3]-[C:4]-[C:5]=O_20110_00000_00000,68,479
479,[C:1]-[C:2]>>[C:1]#[C:2]_-2-2_00_00,71,480
480,[c:1]-[C:2]>>[c:1].C-N(-C)-[C:2]_10_00_00,75,481
481,[N:1]-[C:2]>>[N:1].F-C(-F)(-F)-C(=O)-O-[C:2]_10_00_00,76,482
482,[N:1]-[C:2]>>[N:1].Br-[C:2]_00_-10_00,77,483
483,[n:1]-[c:2]>>[n:1].Br-[c:2]_10_00_00,86,484
484,[C:1]=[C:2]>>O=[C:1].C-C-O-P(=O)(-[C:2])-O-C-C_01_00_00,88,485
485,[c:1]-[c:2]>>I-[c:1].C-C1(-C)-O-B(-[c:2])-O-C-1(-C)-C_00_00_00,88,486
486,[n:1]-[c:2]>>[n:1].Cl-[c:2]_10_00_00,91,487
487,[O:1]-[c:2]>>[O:1].Br-[c:2]_10_00_00,94,488
488,[S:1]-[C:2]>>[S:1].Cl-[C:2]_10_00_00,100,489
489,[C:2]-[C:3]-[O:1]>>[O:1].[C:2]=[C:3]_1-10_000_000,107,490
490,[N:1]-[c:2]>>[N:1].I-[c:2]_10_00_00,107,491
491,[S:1]-[C:2]>>[S:1].Br-[C:2]_10_00_00,108,492
492,[c:1]-[C:2]>>[c:1].Cl-[C:2]_10_00_00,109,493
493,[N:1]-[C:2]>>[N:1].C-S(=O)(=O)-O-[C:2]_10_00_00,119,494
494,[C:1]=[C:2]>>O=[C:1].[C:2]-[P+](-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1_01_00_00,142,495
495,[c:1]-[c:2]>>Cl-[c:1].C-C1(-C)-O-B(-[c:2])-O-C-1(-C)-C_00_00_00,142,496
496,[c:1]-[c:2]>>I-[c:1].O-B(-O)-[c:2]_00_00_00,146,497
497,[C:1]-[C:2]-[O:3]>>[C:1]-[Mg+].[C:2]=[O:3]_00-1_000_000,153,498
498,[C:1]-[Br:2]>>[C:1].O=C1-C-C-C(=O)-N-1-[Br:2]_10_00_00,157,499
499,[n:1]-[C:2]>>[n:1].I-[C:2]_10_00_00,164,500
500,[N:1]-[C:2]>>[N:1].C-C(=O)-O-[C:2]_10_00_00,174,501
501,[C:1]-[N:2]>>[C:1]#[N:2]_-2-2_00_00,179,502
502,[C:1]-[c:2]>>[C:1].I-[c:2]_10_00_00,212,503
503,[O:1]-[c:2]>>[O:1].F-[c:2]_10_00_00,235,504
504,[c:1]-[c:2]>>Cl-[c:1].O-B(-O)-[c:2]_00_00_00,245,505
505,[N:1]-[C:2]>>[N:1].I-[C:2]_10_00_00,258,506
506,[C:1]=[C:2]>>[C:1].O=[C:2]_20_00_00,264,507
507,[C:1]-[c:2]>>[C:1].Br-[c:2]_10_00_00,265,508
508,[N:1]-[C:2]>>[N:1].C-O-[C:2]_10_00_00,271,509
509,[N:1]-[C:2]>>[N:1].C-C-O-[C:2]_10_00_00,287,510
510,[n:1]-[C:2]>>[n:1].Cl-[C:2]_10_00_00,307,511
511,[O:1]-[C:2]>>[O:1].I-[C:2]_10_00_00,307,512
512,[N:1]-[C:2]>>[N:1].C-C(-C)(-C)-O-C(=O)-O-[C:2]_10_00_00,323,513
513,[O:1]-[S:2]>>[O:1].Cl-[S:2]_10_00_00,366,514
514,[N:1]-[c:2]>>[N:1].F-[c:2]_10_00_00,393,515
515,[C:1]-[C:2]>>[C:1]=[C:2]_-1-1_00_00,442,516
516,[N:1]=[C:2]>>[N:1].O=[C:2]_20_00_00,446,517
517,[c:1]-[c:2]>>Br-[c:1].C-C1(-C)-O-B(-[c:2])-O-C-1(-C)-C_00_00_00,452,518
518,[O:1]-[c:2]>>[O:1].Cl-[c:2]_10_00_00,452,519
519,[n:1]-[C:2]>>[n:1].Br-[C:2]_10_00_00,457,520
520,[N:1]-[c:2]>>[N:1].Br-[c:2]_10_00_00,553,521
521,[N:1]-[C:2]-[N:3]>>[N:1].[C:2]=[N:3]_10-1_000_000,566,522
522,[C:1]-[O:2]>>[C:1]=[O:2]_-1-1_00_00,573,523
523,[O:1]-[C:2]>>[O:1].Cl-[C:2]_10_00_00,782,524
524,[O:1]-[C:2]>>[O:1].O-[C:2]_10_00_00,804,525
525,[N:1]-[S:2]>>[N:1].Cl-[S:2]_10_00_00,828,526
526,[c:1]-[c:2]>>Br-[c:1].O-B(-O)-[c:2]_00_00_00,900,527
527,[O:1]-[C:2]>>[O:1].Br-[C:2]_10_00_00,924,528
528,[N:1]-[C:2]>>[N:1].Br-[C:2]_10_00_00,955,529
529,[N:1]-[C:2]>>[N:1].O=[C:2]_1-1_00_00,1299,530
530,[N:1]-[c:2]>>[N:1].Cl-[c:2]_10_00_00,1916,531
531,[N:1]-[C:2]>>[N:1].Cl-[C:2]_10_00_00,2537,532
532,[N:1]-[C:2]>>[N:1].O-[C:2]_10_00_00,4537,533
