mol_idx,top_score,uq,pred_top1,true_reactants,error,ensemble_mean_score,ensemble_std_score,ensemble_uq
2559,0.549,0.4509999999999999,ClCc1ccccn1.O=Cc1cccc(O)c1,Cl[CH2:1][c:2]1[cH:3][cH:4][cH:5][cH:6][n:7]1.[O:8]=[CH:9][c:10]1[cH:11][cH:12][cH:13][c:14]([OH:15])[cH:16]1,0,0.524,0.1093594989015586,0.476
2560,0.517,0.483,CCOC(=O)CBr.O=C(N[C@H]1CNC[C@@H]1O)c1ccc(Cl)s1,Br[CH2:1][C:2]([O:3][CH2:4][CH3:5])=[O:6].[O:7]=[C:8]([NH:9][C@H:10]1[CH2:11][NH:12][CH2:13][C@@H:14]1[OH:15])[c:16]1[cH:17][cH:18][c:19]([Cl:20])[s:21]1,0,0.54125,0.029819247140060366,0.45875
2561,0.584,0.416,O=C(Nc1cccc2ccccc12)NC1CCNCC1.O=Cc1ccn(-c2ccc(C(F)(F)F)cc2)c1,[NH2:1][CH:2]1[CH2:3][CH2:4][N:5]([CH2:6][c:7]2[cH:8][cH:9][n:10](-[c:11]3[cH:12][cH:13][c:14]([C:15]([F:16])([F:17])[F:18])[cH:19][cH:20]3)[cH:21]2)[CH2:22][CH2:23]1.[O:24]=[C:25]=[N:26][c:27]1[cH:28][cH:29][cH:30][c:31]2[cH:32][cH:33][cH:34][cH:35][c:36]12,1,0.45974999999999994,0.07198741209405989,0.5402500000000001
2562,0.278,0.722,COc1ccnc(-c2ccc(C)cc2C(=O)O)n1.C[C@@H]1CCCN[C@@H]1CNc1ccc(C(F)(F)F)cn1,O[C:1]([c:2]1[c:3](-[c:4]2[n:5][cH:6][cH:7][c:8]([O:9][CH3:10])[n:11]2)[cH:12][cH:13][c:14]([CH3:15])[cH:16]1)=[O:17].[CH3:18][C@@H:19]1[CH2:20][CH2:21][CH2:22][NH:23][C@@H:24]1[CH2:25][NH:26][c:27]1[cH:28][cH:29][c:30]([C:31]([F:32])([F:33])[F:34])[cH:35][n:36]1,0,0.28075,0.061908702942316596,0.71925
2563,0.831,0.169,CC(C)(C)C(=O)OCCl.O=C(O)CNc1cccc(C(NCc2ccc(-c3nccs3)cc2)S(=O)(=O)c2ccccn2)n1,Cl[CH2:1][O:2][C:3]([C:4]([CH3:5])([CH3:6])[CH3:7])=[O:8].[O:9]=[C:10]([OH:11])[CH2:12][NH:13][c:14]1[cH:15][cH:16][cH:17][c:18]([CH:19]([NH:20][CH2:21][c:22]2[cH:23][cH:24][c:25](-[c:26]3[n:27][cH:28][cH:29][s:30]3)[cH:31][cH:32]2)[S:33](=[O:34])(=[O:35])[c:36]2[cH:37][cH:38][cH:39][cH:40][n:41]2)[n:42]1,0,0.64975,0.14196016166516576,0.35024999999999995
2564,0.456,0.544,CC(C)(C)OC(=O)N1CCN(c2ncc(S(=O)(=O)c3ccncc3)s2)CC1,CC(C)(C)OC(=O)[N:1]1[CH2:2][CH2:3][N:4]([c:5]2[n:6][cH:7][c:8]([S:9](=[O:10])(=[O:11])[c:12]3[cH:13][cH:14][n:15][cH:16][cH:17]3)[s:18]2)[CH2:19][CH2:20]1,0,0.52475,0.05036553881375637,0.47524999999999995
2565,0.354,0.646,CCI.CSc1ccccc1O,Cl[c:1]1[c:2]([S:3][CH3:4])[cH:5][cH:6][cH:7][cH:8]1.[CH3:9][CH2:10][O-:11],1,0.36724999999999997,0.05165934087848974,0.63275
2566,0.707,0.293,NC(Cc1ccc(C(F)(F)F)cc1)C(O)c1ccc(F)cc1.O=C(O)c1cccc(Oc2ccccc2)c1,O[C:1](=[O:2])[c:3]1[cH:4][cH:5][cH:6][c:7]([O:8][c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)[cH:15]1.[NH2:16][CH:17]([CH2:18][c:19]1[cH:20][cH:21][c:22]([C:23]([F:24])([F:25])[F:26])[cH:27][cH:28]1)[CH:29]([OH:30])[c:31]1[cH:32][cH:33][c:34]([F:35])[cH:36][cH:37]1,0,0.56375,0.0934434989713035,0.43625
2567,0.108,0.892,CCOC(=O)c1cn(CCO[Si](C)(C)C(C)(C)C)c2c(F)cc(Cc3cccc(Cl)c3Cl)cc2c1=O,CC(C)(C)[Si](C)(C)[O:1][CH2:2][CH2:3][n:4]1[cH:5][c:6]([C:7]([O:8][CH2:9][CH3:10])=[O:11])[c:12](=[O:13])[c:14]2[c:15]1[c:16]([F:17])[cH:18][c:19]([CH2:20][c:21]1[cH:22][cH:23][cH:24][c:25]([Cl:26])[c:27]1[Cl:28])[cH:29]2,0,0.11299999999999999,0.04277265481589844,0.887
2568,0.341,0.659,CC(=O)c1ccc(C=O)c(N)c1.NNc1nc(-c2ccc(F)cc2)cs1,O=[C:1]([CH2:2]Br)[c:3]1[cH:4][cH:5][c:6]([F:7])[cH:8][cH:9]1.[CH3:10][C:11](=[O:12])[c:13]1[cH:14][cH:15][c:16]([CH:17]=[N:18][NH:19][C:20]([NH2:21])=[S:22])[c:23]([NH2:24])[cH:25]1,1,0.5647500000000001,0.23718492258151652,0.4352499999999999
2569,0.992,0.008,COC(=O)c1cc(Cl)cn1N.O=Cc1ccc(Cl)cc1,O=[CH:1][c:2]1[cH:3][cH:4][c:5]([Cl:6])[cH:7][cH:8]1.[CH3:9][O:10][C:11](=[O:12])[c:13]1[cH:14][c:15]([Cl:16])[cH:17][n:18]1[NH2:19],0,0.85575,0.12339443869153907,0.14425
2570,0.444,0.556,CC1c2cc(Cl)c(OCc3ccc(F)cc3)cc2C2CN(C(=O)OC(C)(C)C)CC12,Br[CH2:1][c:2]1[cH:3][cH:4][c:5]([F:6])[cH:7][cH:8]1.[CH3:15][CH:16]1[c:17]2[cH:18][c:19]([Cl:20])[c:21]([OH:22])[cH:23][c:24]2[CH:25]2[CH2:26][NH:27][CH2:28][CH:29]12,1,0.382,0.05185074734273364,0.618
2571,0.502,0.498,CC(=O)c1cc(C(C)(C)C)c(O)c(C(=O)O)c1C.Nc1ccc(S(=O)(=O)C(F)(F)F)cc1Cl,O[C:1]([c:2]1[c:3]([OH:4])[c:5]([C:6]([CH3:7])([CH3:8])[CH3:9])[cH:10][c:11]([C:12]([CH3:13])=[O:14])[c:15]1[CH3:16])=[O:17].[NH2:18][c:19]1[cH:20][cH:21][c:22]([S:23](=[O:24])(=[O:25])[C:26]([F:27])([F:28])[F:29])[cH:30][c:31]1[Cl:32],0,0.6487499999999999,0.12491872357657198,0.35125000000000006
2572,0.85,0.15,Nc1ccc(-c2coc(-c3ccccc3)n2)cc1.O=C(Cl)c1ccccc1Cl,Cl[C:1](=[O:2])[c:3]1[cH:4][cH:5][cH:6][cH:7][c:8]1[Cl:9].[NH2:10][c:11]1[cH:12][cH:13][c:14](-[c:15]2[cH:16][o:17][c:18](-[c:19]3[cH:20][cH:21][cH:22][cH:23][cH:24]3)[n:25]2)[cH:26][cH:27]1,0,0.83925,0.026621185172715334,0.16074999999999995
2573,0.714,0.286,C=O.COc1cc(OC)c(F)c(N2Cc3cnc4c(ccn4COCC[Si](C)(C)C)c3C3(CCNCC3)C2=O)c1F,O=[CH2:1].[CH3:2][O:3][c:4]1[cH:5][c:6]([O:7][CH3:8])[c:9]([F:10])[c:11]([N:12]2[CH2:13][c:14]3[cH:15][n:16][c:17]4[c:18]([cH:19][cH:20][n:21]4[CH2:22][O:23][CH2:24][CH2:25][Si:26]([CH3:27])([CH3:28])[CH3:29])[c:30]3[C:31]3([CH2:32][CH2:33][NH:34][CH2:35][CH2:36]3)[C:37]2=[O:38])[c:39]1[F:40],0,0.7045,0.04199107047932929,0.2955
2574,0.967,0.033,CN(C)C(=O)Cl.O=S(=O)(c1nc[nH]n1)N1C2CCCC1CC2,Cl[S:1]([c:2]1[n:3][cH:4][n:5]([C:6]([N:7]([CH3:8])[CH3:9])=[O:10])[n:11]1)(=[O:12])=[O:13].[CH2:14]1[CH2:15][CH:16]2[CH2:17][CH2:18][CH:19]([CH2:20]1)[NH:21]2,1,0.95975,0.010473180032826716,0.04025000000000001
2575,0.327,0.673,Cc1ccc2cc(C=O)ccc2c1.c1ccc(N2CCNCC2)nc1,Cl[CH2:1][c:2]1[cH:3][c:4]2[cH:5][cH:6][c:7]([CH3:8])[cH:9][c:10]2[cH:11][cH:12]1.[cH:13]1[cH:14][cH:15][c:16]([N:17]2[CH2:18][CH2:19][NH:20][CH2:21][CH2:22]2)[n:23][cH:24]1,1,0.34900000000000003,0.047900939447989954,0.651
2576,0.798,0.2019999999999999,CC(C)(C)[Si](C)(C)Oc1cccc(C=O)c1.C[CH2][Mg+],[CH3:1][C:2]([CH3:3])([CH3:4])[Si:5]([CH3:6])([CH3:7])[O:8][c:9]1[cH:10][cH:11][cH:12][c:13]([CH:14]=[O:15])[cH:16]1.[Mg+][CH2:17][CH3:18],0,0.82375,0.02865636927456092,0.17625000000000002
2577,0.832,0.168,Cc1ccccc1NN.O=C(Cl)c1ccccc1,O=C(O[C:2](=[O:1])[c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1)c1ccccc1.[CH3:9][c:10]1[cH:11][cH:12][cH:13][cH:14][c:15]1[NH:16][NH2:17],1,0.773,0.06882223477917584,0.22699999999999998
2578,0.625,0.375,CNC.Cc1nc(N[C@H]2CC[C@@H](NC(=O)OC(C)(C)C)CC2)nc(Cl)c1C,Cl[c:1]1[n:2][c:3]([CH3:4])[c:5]([CH3:6])[c:7]([N:8]([CH3:9])[CH3:10])[n:11]1.[CH3:12][C:13]([CH3:14])([CH3:15])[O:16][C:17](=[O:18])[NH:19][C@H:20]1[CH2:21][CH2:22][C@@H:23]([NH2:24])[CH2:25][CH2:26]1,1,0.58,0.06447480127925949,0.42000000000000004
2579,0.476,0.524,NCCCCCC(=O)Nc1ccc(C(F)(F)F)cc1N.O=C(O)C=C1c2ccccc2-c2ccccc21,O[C:1](=[O:2])[CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][NH:8][C:9](=[O:10])[CH:11]=[C:12]1[c:13]2[cH:14][cH:15][cH:16][cH:17][c:18]2-[c:19]2[cH:20][cH:21][cH:22][cH:23][c:24]21.[NH2:25][c:26]1[cH:27][cH:28][c:29]([C:30]([F:31])([F:32])[F:33])[cH:34][c:35]1[NH2:36],1,0.4825,0.11495325136767555,0.5175000000000001
2580,0.862,0.138,CC(C)(C)OC(=O)N1CCC(C)(N2CCC(=O)CC2)C1.N[C@H]1CCCC[C@@H]1O,O=[C:1]1[CH2:2][CH2:3][N:4]([C:5]2([CH3:6])[CH2:7][CH2:8][N:9]([C:10]([O:11][C:12]([CH3:13])([CH3:14])[CH3:15])=[O:16])[CH2:17]2)[CH2:18][CH2:19]1.[NH2:20][C@H:21]1[CH2:22][CH2:23][CH2:24][CH2:25][C@@H:26]1[OH:27],0,0.87825,0.012497499749949998,0.12175000000000002
2581,0.964,0.036,Nc1ccon1.O=c1ccc2cc(S(=O)(=O)Cl)ccc2n1-c1ccc(Cl)cc1,Br[c:1]1[c:2](-[n:3]2[c:4](=[O:5])[cH:6][cH:7][c:8]3[cH:9][c:10]([S:11](=[O:12])(=[O:13])[NH:14][c:15]4[cH:16][cH:17][o:18][n:19]4)[cH:20][cH:21][c:22]23)[cH:23][cH:24][c:25]([Cl:26])[cH:27]1,1,0.88425,0.057277286073975274,0.11575000000000002
2582,0.891,0.1089999999999999,COC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.N#Cc1ccc([C@H]2CC[C@H](CC=O)CC2)cc1,O=[CH:1][CH2:2][C@H:3]1[CH2:4][CH2:5][C@H:6]([c:7]2[cH:8][cH:9][c:10]([C:11]#[N:12])[cH:13][cH:14]2)[CH2:15][CH2:16]1.c1ccc([P+](c2ccccc2)(c2ccccc2)[CH2:17][O:18][CH3:19])cc1,1,0.84975,0.04396234183935155,0.15025
2583,0.525,0.475,CCc1nc2c(C)cc(C)nc2n1-c1ccc(CC#N)c(Cl)c1,[N-]=[N+]=[N:1][CH2:2][CH2:3][c:4]1[cH:5][cH:6][c:7](-[n:8]2[c:9]([CH2:10][CH3:11])[n:12][c:13]3[c:14]([CH3:15])[cH:16][c:17]([CH3:18])[n:19][c:20]23)[cH:21][c:22]1[Cl:23],1,0.586,0.043017438324474876,0.41400000000000003
2584,0.705,0.295,N#CCc1cc(F)c2c(c1F)OCCO2,[N:1]#[C:2][CH2:3][c:4]1[cH:5][c:6]([F:7])[c:8]2[c:9]([c:10]1[F:11])[O:12][CH2:13][CH2:14][O:15]2,0,0.7464999999999999,0.05454126877878805,0.25350000000000006
2585,0.378,0.622,CC1(C)CCNC1.Cn1cc(NC(=O)c2nc(C3CC3)ccc2Nc2cncnc2)c(C(=O)O)n1,CO[C:1](=[O:2])[c:3]1[n:4][n:5]([CH3:6])[cH:7][c:8]1[NH:9][C:10](=[O:11])[c:12]1[n:13][c:14]([CH:15]2[CH2:16][CH2:17]2)[cH:18][cH:19][c:20]1[NH:21][c:22]1[cH:23][n:24][cH:25][n:26][cH:27]1.[CH3:28][C:29]1([CH3:30])[CH2:31][CH2:32][NH:33][CH2:34]1,1,0.31475000000000003,0.08703842542233861,0.6852499999999999
2586,0.493,0.507,COC(=O)CBr.O=C(O)Cc1ccc(O)cc1,c1ccc(C[O:1][C:2]([CH2:3][c:4]2[cH:5][cH:6][c:7]([O:8][CH2:9][C:10]([O:11][CH3:12])=[O:13])[cH:14][cH:15]2)=[O:16])cc1,1,0.3685,0.07242064622743986,0.6315
2587,0.524,0.476,O=C([O-])c1ccc(O)cc1.OCCCCBr,CC(=O)[O:1][CH2:2][CH2:3][CH2:4][CH2:5][O:6][c:7]1[cH:8][cH:9][c:10]([C:11](=[O:12])[O-:13])[cH:14][cH:15]1,1,0.659,0.08540784507292055,0.34099999999999997
2588,0.755,0.245,Cn1ncc2c1CN[C@H]2C(=O)Nc1ccc(-n2ccccc2=O)cc1F.O=C(O)c1ccc2cc[nH]c2c1,O[C:1](=[O:2])[c:3]1[cH:4][cH:5][c:6]2[cH:7][cH:8][nH:9][c:10]2[cH:11]1.[CH3:12][n:13]1[n:14][cH:15][c:16]2[c:17]1[CH2:18][NH:19][C@H:20]2[C:21](=[O:22])[NH:23][c:24]1[cH:25][cH:26][c:27](-[n:28]2[cH:29][cH:30][cH:31][cH:32][c:33]2=[O:34])[cH:35][c:36]1[F:37],0,0.6034999999999999,0.10509638433362016,0.3965000000000001
2589,0.871,0.129,CSCc1cccc2c(C3(C4CC4)CCc4cc(F)ccc43)c[nH]c12.O=C(OO)c1cccc(Cl)c1,O=C(O[OH:1])c1cccc(Cl)c1.[CH3:2][S:3][CH2:4][c:5]1[cH:6][cH:7][cH:8][c:9]2[c:10]([C:11]3([CH:12]4[CH2:13][CH2:14]4)[CH2:15][CH2:16][c:17]4[cH:18][c:19]([F:20])[cH:21][cH:22][c:23]43)[cH:24][nH:25][c:26]12,0,0.8155,0.03696281915655243,0.1845
2590,0.112,0.888,C=CCCCO[C@](C)(C=C)COC(=O)c1ccccc1,C=[CH:1][CH2:2][CH2:3][CH2:4][O:5][C@:6]([CH3:7])([CH:8]=C)[CH2:9][O:10][C:11](=[O:12])[c:13]1[cH:14][cH:15][cH:16][cH:17][cH:18]1,0,0.212,0.07184358008896828,0.788
2591,0.518,0.482,CCN1CCC(C(=O)NOC2CCCCO2)(S(=O)(=O)c2ccc(-c3ccc(OC(F)(F)C(F)F)cc3)cc2)CC1,C1CCC([O:1][NH:2][C:3]([C:4]2([S:5](=[O:6])(=[O:7])[c:8]3[cH:9][cH:10][c:11](-[c:12]4[cH:13][cH:14][c:15]([O:16][C:17]([F:18])([F:19])[CH:20]([F:21])[F:22])[cH:23][cH:24]4)[cH:25][cH:26]3)[CH2:27][CH2:28][N:29]([CH2:30][CH3:31])[CH2:32][CH2:33]2)=[O:34])OC1,0,0.5650000000000001,0.05424481542046207,0.43499999999999994
2592,0.516,0.484,CCOC(=O)c1nc(N(CC(=O)N(C)C)S(C)(=O)=O)c2cccnc2c1O.NCc1ccc(F)cc1,Br[c:1]1[n:2][c:3]([C:4](=[O:5])[NH:6][CH2:7][c:8]2[cH:9][cH:10][c:11]([F:12])[cH:13][cH:14]2)[c:15]([OH:16])[c:17]2[c:18]1[cH:19][cH:20][cH:21][n:22]2.[CH3:23][N:24]([CH3:25])[C:26](=[O:27])[CH2:28][NH:29][S:30]([CH3:31])(=[O:32])=[O:33],1,0.46099999999999997,0.1147627988504986,0.539
2593,0.796,0.2039999999999999,CC=CCBr.Cc1cc(C(=O)CCc2ccc(F)cc2F)[nH]c1C,Br[CH2:1][CH:2]=[CH:3][CH3:4].[CH3:5][c:6]1[cH:7][c:8]([C:9](=[O:10])[CH2:11][CH2:12][c:13]2[cH:14][cH:15][c:16]([F:17])[cH:18][c:19]2[F:20])[nH:21][c:22]1[CH3:23],0,0.724,0.07621351586168953,0.276
2594,0.526,0.474,Cc1nc2sccn2c1C(=O)O.N[C@@H]1CCCN(C(=O)c2ccccc2-c2cccc(Cl)c2)C1,O[C:1](=[O:2])[c:3]1[cH:4][cH:5][cH:6][cH:7][c:8]1-[c:9]1[cH:10][cH:11][cH:12][c:13]([Cl:14])[cH:15]1.[CH3:16][c:17]1[n:18][c:19]2[s:20][cH:21][cH:22][n:23]2[c:24]1[C:25](=[O:26])[NH:27][C@@H:28]1[CH2:29][CH2:30][CH2:31][NH:32][CH2:33]1,1,0.60375,0.06655965369501257,0.39625
2595,0.627,0.373,COC(=O)c1ccc(N2C(C)CC(=O)N2CCCN2CCN(c3cc(C)ccn3)CC2)cc1,C[O:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][c:7]([N:8]2[CH:9]([CH3:10])[CH2:11][C:12](=[O:13])[N:14]2[CH2:15][CH2:16][CH2:17][N:18]2[CH2:19][CH2:20][N:21]([c:22]3[cH:23][c:24]([CH3:25])[cH:26][cH:27][n:28]3)[CH2:29][CH2:30]2)[cH:31][cH:32]1,0,0.53625,0.061409995114801955,0.46375
2596,0.547,0.4529999999999999,CCCCCCCBr.O=C(OCc1ccccc1)C1CCNCC1,I[CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH3:7].[O:8]=[C:9]([O:10][CH2:11][c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1)[CH:18]1[CH2:19][CH2:20][NH:21][CH2:22][CH2:23]1,1,0.521,0.0651421522518254,0.479
2597,0.826,0.174,COc1cc2c(=O)ccn3c4ccc(Br)cc4c(c1)c23,C[O:1][c:2]1[cH:3][c:4]2[c:5]3[c:6]([cH:7]1)[c:8]1[cH:9][c:10]([Br:11])[cH:12][cH:13][c:14]1[n:15]3[cH:16][cH:17][c:18]2=[O:19],0,0.78625,0.032267437146448426,0.21375
2598,0.827,0.173,COc1ccc(F)c(B(O)O)c1.Nc1c2c(nc3c(Br)cccc13)CN(C1CCC1)C2=O,Br[c:1]1[c:2]2[n:3][c:4]3[c:5]([c:6]([NH2:7])[c:8]2[cH:9][cH:10][cH:11]1)[C:12](=[O:13])[N:14]([CH:15]1[CH2:16][CH2:17][CH2:18]1)[CH2:19]3.OB(O)[c:20]1[c:21]([F:22])[cH:23][cH:24][c:25]([O:26][CH3:27])[cH:28]1,0,0.79475,0.045090880452703506,0.20525000000000004
2599,0.692,0.308,CC(C)(C)OC(=O)N1CCC(=O)CC1.CC(C)CN,O=[C:1]1[CH2:2][CH2:3][N:4]([C:5]([O:6][C:7]([CH3:8])([CH3:9])[CH3:10])=[O:11])[CH2:12][CH2:13]1.[CH3:14][CH:15]([CH3:16])[CH2:17][NH2:18],0,0.7585000000000001,0.039990623901109655,0.24149999999999994
2600,0.875,0.125,N#Cc1cc(F)ccc1F.Oc1ccc(Cl)c(Cl)c1,F[c:1]1[c:2]([C:3]#[N:4])[cH:5][c:6]([F:7])[cH:8][cH:9]1.[OH:10][c:11]1[cH:12][cH:13][c:14]([Cl:15])[c:16]([Cl:17])[cH:18]1,0,0.8634999999999999,0.009552486587271408,0.13650000000000007
2601,0.808,0.1919999999999999,CCOC(=O)c1nc(Cl)c2ccccc2c1O.CN(C)CCN,CCCCO[C:1](=[O:2])[c:3]1[n:4][c:5]([Cl:6])[c:7]2[cH:8][cH:9][cH:10][cH:11][c:12]2[c:13]1[OH:14].[CH3:15][N:16]([CH3:17])[CH2:18][CH2:19][NH2:20],1,0.7695000000000001,0.025908492816063253,0.23049999999999993
2602,0.665,0.3349999999999999,CC(C)Oc1ncc(-c2nc(-c3ccc4c(c3)CCNCC4)no2)cc1Cl.CCOC(=O)CCCBr,Br[CH2:1][CH2:2][CH2:3][C:4]([O:5][CH2:6][CH3:7])=[O:8].[CH3:9][CH:10]([CH3:11])[O:12][c:13]1[n:14][cH:15][c:16](-[c:17]2[n:18][c:19](-[c:20]3[cH:21][cH:22][c:23]4[c:24]([cH:25]3)[CH2:26][CH2:27][NH:28][CH2:29][CH2:30]4)[n:31][o:32]2)[cH:33][c:34]1[Cl:35],0,0.6072500000000001,0.049951851817525254,0.39274999999999993
2603,0.294,0.706,CCOC(=O)CC1CCc2c(c(OC)c(OC)c(OC)c2OC)CC1,CC(=O)[O:1][CH2:2][CH2:3][CH:4]1[CH2:5][CH2:6][c:7]2[c:8]([c:9]([O:10][CH3:11])[c:12]([O:13][CH3:14])[c:15]([O:16][CH3:17])[c:18]2[O:19][CH3:20])[CH2:21][CH2:22]1,1,0.3305,0.036541072781186935,0.6695
2604,0.887,0.1129999999999999,CC(C)Cc1cc(C=O)n(C(C)(C)C)n1.NCCN1CCN(c2cccc(Cl)c2)CC1,O=[CH:1][c:2]1[cH:3][c:4]([CH2:5][CH:6]([CH3:7])[CH3:8])[n:9][n:10]1[C:11]([CH3:12])([CH3:13])[CH3:14].[NH2:15][CH2:16][CH2:17][N:18]1[CH2:19][CH2:20][N:21]([c:22]2[cH:23][cH:24][cH:25][c:26]([Cl:27])[cH:28]2)[CH2:29][CH2:30]1,0,0.81025,0.04691148580038794,0.18974999999999997
2605,0.532,0.4679999999999999,CC(C)(C)OC(=O)N1CCC2(CC1)c1ccccc1CS2(=O)=O,CC(C)(C)OC(=O)[N:1]1[CH2:2][CH2:3][C:4]2([CH2:5][CH2:6]1)[c:7]1[cH:8][cH:9][cH:10][cH:11][c:12]1[CH2:13][S:14]2(=[O:15])=[O:16],0,0.44075,0.0740012668810474,0.55925
2606,0.539,0.4609999999999999,COC(=O)c1cc(C(=O)c2ccc(NC(=O)OCC3c4ccccc4-c4ccccc43)cc2)ccc1N.O=C(Cl)c1ccc(Cl)cc1Cl,Cl[C:1](=[O:2])[c:3]1[cH:4][cH:5][c:6]([Cl:7])[cH:8][c:9]1[Cl:10].[CH3:11][O:12][C:13](=[O:14])[c:15]1[cH:16][c:17]([C:18](=[O:19])[c:20]2[cH:21][cH:22][c:23]([NH:24][C:25](=[O:26])[O:27][CH2:28][CH:29]3[c:30]4[cH:31][cH:32][cH:33][cH:34][c:35]4-[c:36]4[cH:37][cH:38][cH:39][cH:40][c:41]43)[cH:42][cH:43]2)[cH:44][cH:45][c:46]1[NH2:47],0,0.462,0.06287686378947349,0.538
2607,0.279,0.721,Cc1cc(Br)ccc1C(=O)O.OB(O)c1ccc(O)cc1,Br[c:1]1[cH:2][c:3]([CH3:4])[c:5]([C:6](=[O:7])[OH:8])[cH:9][cH:10]1.CC1(C)OB([c:11]2[cH:12][cH:13][c:14]([OH:15])[cH:16][cH:17]2)OC1(C)C,1,0.275,0.08624094155330171,0.725
2608,0.87,0.13,CN(Cc1c[nH]c(-c2cccnc2F)c1F)C(=O)OC(C)(C)C.O=S(=O)(Cl)c1cncc(F)c1,Cl[S:1](=[O:2])(=[O:3])[c:4]1[cH:5][n:6][cH:7][c:8]([F:9])[cH:10]1.[CH3:11][N:12]([CH2:13][c:14]1[cH:15][nH:16][c:17](-[c:18]2[cH:19][cH:20][cH:21][n:22][c:23]2[F:24])[c:25]1[F:26])[C:27](=[O:28])[O:29][C:30]([CH3:31])([CH3:32])[CH3:33],0,0.764,0.12712395525627734,0.236
2609,0.493,0.507,COc1ccc(C(=O)Cl)cc1.CSc1ccc(C(=O)Nc2ccccc2N)cc1,O[C:1]([c:2]1[cH:3][cH:4][c:5]([S:6][CH3:7])[cH:8][cH:9]1)=[O:10].[CH3:11][O:12][c:13]1[cH:14][cH:15][c:16]([C:17](=[O:18])[NH:19][c:20]2[cH:21][cH:22][cH:23][cH:24][c:25]2[NH2:26])[cH:27][cH:28]1,1,0.5670000000000001,0.08328565302619656,0.43299999999999994
2610,0.629,0.371,Cc1cc(C)n2nc3c(c2n1)CN(C(=O)OC(C)(C)C)C3,CC(C)(C)OC(=O)[N:1]1[CH2:2][c:3]2[c:4]([n:5][n:6]3[c:7]([CH3:8])[cH:9][c:10]([CH3:11])[n:12][c:13]23)[CH2:14]1,0,0.6755,0.04782520256099287,0.3245
2611,0.7,0.3,N#Cc1cc(-c2ccccc2)c(=O)n2c1-c1sccc1CC2,[N:2]#[C:3][c:4]1[c:5]2[n:6]([c:7](=[O:8])[c:9](-[c:10]3[cH:11][cH:12][cH:13][cH:14][cH:15]3)[cH:16]1)[CH2:17][CH2:18][c:19]1[c:20]-2[s:21][cH:22][cH:23]1,0,0.64875,0.06229516433881522,0.35124999999999995
2612,0.649,0.351,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(C2=CCNCC2)c(F)c1.O=S(=O)(Cl)CCCCl,Cl[S:1](=[O:2])(=[O:3])[CH2:4][CH2:5][CH2:6][Cl:7].[O:8]=[C:9]1[O:10][C@@H:11]([CH2:12][n:13]2[cH:14][cH:15][n:16][n:17]2)[CH2:18][N:19]1[c:20]1[cH:21][cH:22][c:23]([C:24]2=[CH:25][CH2:26][NH:27][CH2:28][CH2:29]2)[c:30]([F:31])[cH:32]1,0,0.51875,0.16012865920877498,0.48124999999999996
2613,0.926,0.0739999999999999,OCCCc1cn(C(c2ccccc2)(c2ccccc2)c2ccccc2)cn1,[OH:1][CH2:2][CH2:3][CH2:4][c:5]1[cH:6][n:7]([C:8]([c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)([c:15]2[cH:16][cH:17][cH:18][cH:19][cH:20]2)[c:21]2[cH:22][cH:23][cH:24][cH:25][cH:26]2)[cH:27][n:28]1,0,0.907,0.030634947364080806,0.09299999999999997
2614,0.269,0.731,C=C(CCCCCCCCCCCCCCCC)CC(COCCCCCCCCCCCCCCCC)C(=O)OCC,Br[CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][CH2:13][CH2:14][CH2:15][CH3:16].[CH2:17]=[C:18]([CH2:19][CH2:20][CH2:21][CH2:22][CH2:23][CH2:24][CH2:25][CH2:26][CH2:27][CH2:28][CH2:29][CH2:30][CH2:31][CH2:32][CH2:33][CH3:34])[CH2:35][CH:36]([CH2:37][OH:38])[CH2:39][OH:40],1,0.33225,0.060751028797873044,0.6677500000000001
2615,0.241,0.759,COc1cc([N+](=O)[O-])ccc1O.FC1CCN(CCCl)C1,Br[CH2:1][CH2:2][O:3][c:4]1[c:5]([O:6][CH3:7])[cH:8][c:9]([N+:10](=[O:11])[O-:12])[cH:13][cH:14]1.[F:15][CH:16]1[CH2:17][CH2:18][NH:19][CH2:20]1,1,0.28925,0.0662773528439391,0.71075
