mol_idx,edit_type,site_idx,template_id,exact_match,template_match,error
1926,b,10,547,0,1,0
1927,b,7,540,1,1,0
1928,b,68,484,0,0,1
1929,b,21,545,0,1,0
1930,b,28,547,0,1,0
1931,b,14,541,0,1,0
1932,b,18,520,0,1,0
1933,b,11,542,1,0,1
1934,b,0,547,0,0,1
1935,b,17,530,0,0,1
1936,b,14,547,0,1,1
1937,b,35,348,0,0,1
1938,b,3,547,0,1,0
1939,b,0,547,0,0,1
1940,b,27,547,0,1,0
1941,b,6,506,0,0,1
1942,b,9,530,1,1,1
1943,b,11,547,0,0,1
1944,a,6,123,0,0,1
1945,a,18,119,0,0,1
1946,b,11,437,0,0,1
1947,b,3,546,0,1,0
1948,b,7,531,1,1,0
1949,b,27,544,0,0,1
1950,a,18,122,0,1,0
1951,b,18,547,0,1,0
1952,b,19,546,0,0,1
1953,b,15,546,1,0,1
1954,b,9,542,1,0,1
1955,b,4,543,0,1,0
1956,a,23,123,0,0,1
1957,b,8,545,0,1,0
1958,a,1,117,0,1,0
1959,a,2,124,0,0,1
1960,b,10,544,0,0,1
1961,b,30,544,0,1,0
1962,b,5,540,0,1,0
1963,b,44,518,0,0,1
1964,b,12,541,0,0,1
1965,b,5,508,0,1,1
1966,a,0,122,1,1,0
1967,b,35,546,0,0,1
1968,b,22,543,0,1,0
1969,b,14,529,0,0,1
1970,b,25,529,1,1,0
1971,b,45,547,0,0,1
1972,b,50,475,0,0,1
1973,b,29,544,0,0,1
1974,a,0,122,1,1,0
1975,b,49,544,0,1,0
1976,b,23,546,0,1,0
1977,b,6,478,1,0,0
1978,b,12,520,0,0,1
1979,b,26,542,0,1,0
1980,a,10,122,0,0,1
1981,b,19,541,0,0,1
1982,b,27,536,0,1,1
1983,b,0,529,0,0,1
1984,b,28,535,0,1,0
1985,b,16,512,0,1,0
1986,b,18,529,0,0,1
1987,a,0,122,1,1,0
1988,b,21,516,0,1,0
1989,b,40,539,0,0,1
1990,b,30,546,0,0,1
1991,a,14,117,0,0,1
1992,b,15,530,1,1,0
1993,b,25,545,0,1,0
1994,b,54,546,0,0,1
1995,a,19,122,0,0,1
1996,a,38,119,0,1,0
1997,b,12,547,0,0,1
1998,a,7,124,0,0,1
1999,b,13,531,1,1,0
2000,b,10,517,0,0,1
2001,b,16,509,0,0,1
2002,a,4,124,0,1,1
2003,b,15,546,0,0,1
2004,a,0,114,1,0,1
2005,b,9,506,0,0,1
2006,b,4,391,0,1,0
2007,b,33,535,0,0,1
2008,b,23,546,1,1,0
2009,b,22,547,0,1,0
2010,a,2,121,0,0,1
2011,b,11,545,0,1,0
2012,a,10,123,0,0,0
2013,a,10,117,0,1,0
2014,b,15,541,0,0,1
2015,b,33,547,0,1,1
2016,b,70,509,0,0,1
2017,b,39,544,0,0,1
2018,a,12,123,0,0,1
2019,b,15,545,0,1,0
2020,a,7,120,0,1,0
2021,b,1,519,0,0,1
2022,a,30,124,0,0,1
2023,b,29,547,0,0,1
2024,a,10,105,0,1,0
2025,a,36,116,0,0,1
2026,b,9,537,1,1,1
2027,b,15,542,0,0,1
2028,b,30,540,0,1,0
2029,b,29,540,1,1,0
2030,b,30,437,0,1,0
2031,b,31,544,0,1,0
2032,b,3,519,1,1,0
2033,b,19,547,1,1,0
2034,b,28,547,0,1,1
2035,b,12,545,0,1,0
2036,a,25,124,0,1,0
2037,b,2,487,1,0,1
2038,a,2,121,0,0,1
2039,b,22,546,0,1,0
2040,b,16,547,0,1,0
2041,b,14,544,0,1,0
2042,b,4,505,0,0,1
2043,a,11,109,0,1,0
2044,b,7,528,0,0,1
2045,b,16,529,1,1,0
2046,b,28,540,0,1,0
2047,a,23,123,0,1,0
2048,b,20,537,0,0,1
2049,b,13,518,0,0,1
2050,b,9,545,0,0,1
2051,b,36,544,0,1,0
2052,b,8,541,0,0,1
2053,b,19,546,0,1,1
2054,b,13,545,0,1,0
2055,b,33,547,0,0,1
2056,b,5,263,0,0,1
2057,a,22,123,0,1,0
2058,b,30,542,0,1,0
2059,b,3,513,1,1,0
2060,a,1,115,0,1,0
2061,b,16,505,0,1,0
2062,b,24,547,0,1,0
2063,b,38,453,0,0,1
2064,b,20,547,0,1,0
2065,a,8,107,0,1,0
2066,b,28,543,0,0,1
2067,b,41,518,0,0,1
2068,a,12,124,0,0,1
2069,b,10,539,0,0,1
2070,a,10,123,0,0,1
2071,b,19,404,0,1,0
2072,b,23,544,0,0,1
2073,a,10,121,0,1,0
2074,b,29,449,0,1,0
2075,b,11,546,0,0,1
2076,a,2,121,0,0,1
2077,b,30,536,0,0,1
2078,b,24,547,0,0,1
2079,b,19,547,0,0,1
2080,b,16,537,0,0,1
2081,b,55,547,0,0,1
2082,b,8,546,0,1,0
2083,b,7,539,0,0,1
2084,b,17,535,0,1,0
2085,b,18,541,0,1,0
2086,a,2,124,0,1,0
2087,b,14,545,0,0,1
2088,b,21,530,0,0,1
2089,b,11,542,0,0,1
2090,b,19,545,0,1,0
2091,b,11,539,1,0,1
2092,b,9,542,0,0,1
2093,b,71,546,0,0,1
2094,b,28,547,0,1,0
2095,b,40,545,0,0,1
2096,b,15,542,1,1,0
2097,b,8,546,0,1,0
2098,b,13,547,0,0,1
2099,a,12,121,0,1,0
2100,b,23,438,0,1,0
2101,b,13,526,0,0,1
2102,b,21,476,1,1,1
2103,b,71,546,0,0,1
2104,b,28,541,0,0,1
2105,a,17,123,0,1,0
2106,a,10,123,0,1,0
2107,b,13,526,1,1,0
2108,a,36,124,0,0,1
2109,b,11,545,0,1,0
2110,b,8,545,0,1,0
2111,b,29,528,0,0,1
2112,a,1,120,0,1,0
2113,a,21,123,0,1,0
2114,b,26,529,0,0,1
2115,b,13,529,0,0,1
2116,a,32,122,0,1,0
2117,b,17,547,0,0,1
2118,b,19,544,0,0,1
2119,b,27,533,0,1,0
2120,b,15,546,0,1,0
2121,b,29,547,0,0,1
2122,b,9,546,1,1,0
2123,b,4,540,0,1,0
2124,b,20,538,0,0,1
2125,b,3,547,0,1,0
2126,b,26,485,0,1,1
2127,b,26,528,0,1,0
2128,b,52,541,0,1,0
2129,a,37,124,0,1,0
2130,b,21,547,0,0,1
2131,b,20,520,0,1,0
2132,b,34,539,0,0,1
2133,b,36,546,0,0,1
2134,b,1,525,0,0,1
2135,b,10,547,0,1,0
2136,b,30,546,0,0,1
2137,b,27,547,0,1,0
2138,b,10,476,1,1,0
2139,a,23,118,0,0,1
2140,a,0,122,1,1,0
2141,a,23,122,0,0,1
2142,b,34,521,0,1,0
2143,b,12,542,0,1,0
2144,a,25,124,0,1,1
2145,b,12,546,0,1,0
2146,b,19,547,0,1,0
2147,b,15,547,1,1,0
2148,a,26,122,0,1,0
2149,b,15,543,1,1,0
2150,b,24,420,0,0,1
2151,a,11,124,0,1,0
2152,a,7,123,0,1,0
2153,b,42,546,0,1,0
2154,b,9,541,0,0,1
2155,b,40,518,0,1,0
2156,a,8,122,0,1,0
2157,a,0,102,1,1,0
2158,b,50,530,0,0,1
2159,b,25,531,0,1,0
2160,b,23,528,0,0,1
2161,b,5,514,1,0,1
2162,a,0,102,1,1,0
2163,a,10,123,0,1,0
2164,b,14,547,0,1,0
2165,a,28,123,0,1,0
2166,a,24,122,0,0,1
2167,a,0,122,1,1,0
2168,a,17,123,0,1,0
2169,b,25,539,0,0,1
2170,b,11,497,0,0,1
2171,b,18,534,0,1,0
2172,b,47,539,0,1,0
2173,b,21,547,0,1,0
2174,b,23,544,0,0,1
2175,b,11,504,0,1,0
2176,b,76,538,0,0,1
2177,b,21,538,0,1,0
2178,b,2,546,0,0,1
2179,b,16,453,0,1,0
2180,b,9,546,1,1,0
2181,b,5,514,1,1,0
2182,b,17,546,0,1,0
2183,b,5,514,0,0,1
2184,b,26,476,1,1,0
2185,b,30,532,0,1,1
2186,b,53,544,0,0,1
2187,a,8,118,0,0,1
2188,b,17,547,0,1,0
2189,b,24,545,0,0,1
2190,b,20,547,0,0,1
2191,b,29,544,0,0,1
2192,b,13,537,1,1,0
2193,b,5,531,0,1,1
2194,a,9,124,0,1,0
2195,a,16,123,0,1,0
2196,b,17,529,0,0,1
2197,b,28,534,0,1,0
2198,b,19,546,0,0,1
2199,b,38,537,0,0,1
2200,a,2,115,0,0,1
2201,b,19,509,0,0,1
2202,b,3,536,0,0,1
2203,b,15,497,0,0,1
2204,b,14,547,0,1,0
2205,b,17,533,0,0,1
2206,b,22,542,0,1,0
2207,b,16,494,0,0,1
2208,b,12,542,0,1,0
2209,b,14,544,0,0,1
2210,b,16,532,0,1,1
2211,a,22,124,0,0,1
2212,b,6,528,0,0,1
2213,b,1,539,1,1,0
2214,b,50,540,0,1,1
2215,b,9,544,0,1,0
2216,b,17,537,1,1,0
2217,b,29,524,0,0,1
2218,b,16,547,0,0,1
2219,b,10,546,0,0,1
2220,b,3,536,0,0,1
2221,a,27,123,0,1,0
2222,b,20,540,0,0,1
2223,b,9,542,0,0,1
2224,b,37,545,0,0,1
2225,b,49,547,1,1,0
2226,b,28,546,0,0,1
2227,a,12,123,0,1,0
2228,b,14,543,0,1,0
2229,a,24,124,0,0,1
2230,a,15,122,0,0,1
2231,b,26,539,0,1,1
2232,a,9,124,0,0,1
2233,a,16,122,0,1,0
2234,b,22,545,0,1,0
2235,b,6,546,0,1,0
2236,b,22,537,0,1,0
2237,b,26,541,0,0,1
2238,b,35,547,0,0,1
2239,a,11,124,0,1,0
2240,b,27,535,0,1,1
2241,b,32,445,0,0,1
2242,b,20,541,0,1,0
2243,b,26,547,0,1,0
2244,b,2,526,0,0,1
2245,b,36,546,0,1,0
2246,a,5,123,0,1,0
2247,b,31,544,0,0,1
2248,a,12,124,0,0,1
2249,b,13,468,1,1,0
2250,a,21,121,0,1,0
2251,b,33,534,1,0,1
2252,b,16,490,0,1,0
2253,b,21,547,0,1,0
2254,a,34,123,0,1,0
2255,b,15,517,0,0,1
2256,b,51,547,1,1,0
2257,b,1,466,1,1,0
2258,b,16,547,0,1,0
2259,b,28,359,0,0,1
2260,b,6,505,0,0,1
2261,b,9,542,1,1,0
2262,a,0,122,1,1,0
2263,b,20,535,0,0,1
2264,b,13,489,0,0,1
2265,b,36,529,0,0,1
2266,a,17,124,0,0,1
2267,a,11,120,0,0,1
2268,b,11,528,0,1,0
2269,b,22,505,0,1,0
2270,b,38,494,0,0,1
2271,b,1,505,1,1,0
2272,b,18,547,0,1,0
2273,b,23,547,0,0,1
2274,b,19,544,0,0,1
2275,a,31,124,0,0,1
2276,a,7,114,0,0,1
2277,b,22,539,0,1,0
2278,b,23,547,0,1,1
2279,b,1,525,1,1,0
2280,b,14,545,0,1,0
2281,b,15,547,0,1,0
2282,b,11,541,0,1,0
2283,b,25,547,0,0,1
2284,b,7,546,1,1,0
2285,a,16,123,0,1,0
2286,a,20,123,0,1,0
2287,b,18,545,0,1,0
2288,b,16,541,0,1,0
2289,b,6,544,0,1,1
2290,a,31,123,0,0,1
2291,b,9,540,0,0,1
2292,a,2,121,0,1,0
2293,b,34,524,0,0,1
2294,b,20,543,0,0,1
2295,a,4,120,0,1,0
2296,b,19,377,0,1,0
2297,a,7,121,0,0,1
2298,b,30,542,0,1,0
2299,b,20,520,0,1,0
2300,a,2,124,0,1,0
2301,b,36,542,0,1,0
2302,a,7,122,0,1,0
2303,a,20,121,0,0,1
2304,b,2,547,0,0,1
2305,b,3,538,0,1,0
2306,a,0,80,1,1,0
2307,a,12,105,0,0,1
2308,b,10,545,0,1,1
2309,b,10,529,1,1,0
2310,b,33,547,0,1,0
2311,b,9,547,0,0,1
2312,b,9,547,0,0,1
2313,a,10,124,0,1,0
2314,b,26,538,0,1,0
2315,a,0,123,1,1,0
2316,b,23,478,0,1,0
2317,a,10,121,0,1,0
2318,a,21,123,0,1,0
2319,a,9,124,0,1,0
2320,b,23,544,0,1,0
2321,a,2,121,0,0,1
2322,a,10,123,0,1,0
2323,b,7,518,0,0,1
2324,b,29,523,0,1,0
2325,a,24,124,0,0,1
2326,b,25,544,0,1,0
2327,b,41,547,1,1,0
2328,a,4,122,0,1,0
2329,b,8,541,0,1,0
2330,b,52,546,0,1,0
2331,b,16,530,0,0,1
2332,b,24,527,0,1,0
2333,b,34,501,0,1,0
2334,b,36,524,0,1,0
2335,a,11,124,0,0,1
2336,b,29,544,0,1,0
2337,b,40,540,0,1,0
2338,b,25,539,1,1,0
2339,b,5,514,1,0,1
2340,a,12,122,0,1,0
2341,a,0,123,1,1,0
2342,b,23,528,0,0,1
2343,b,18,453,0,0,1
2344,b,7,540,1,1,0
2345,b,19,542,0,1,1
2346,a,5,121,0,0,1
2347,b,35,545,0,0,1
2348,a,6,117,0,1,0
2349,b,7,509,0,0,1
2350,b,13,547,0,1,0
2351,b,20,547,0,0,1
2352,a,24,121,0,0,1
2353,b,2,547,0,1,0
2354,b,23,547,0,1,0
2355,b,12,533,0,1,1
2356,a,18,122,0,1,0
2357,b,19,536,1,1,0
2358,b,19,547,0,1,0
2359,b,37,537,0,0,1
2360,b,8,528,0,0,1
2361,b,1,539,1,0,1
2362,b,41,545,0,1,0
2363,b,8,545,0,1,0
2364,b,29,547,0,1,0
2365,b,20,542,0,0,1
2366,b,18,534,0,1,0
2367,a,0,122,1,1,0
2368,a,15,124,0,1,0
2369,a,0,102,1,1,0
2370,b,34,544,0,1,0
2371,b,11,540,1,1,0
2372,a,17,124,0,0,1
2373,b,4,547,0,1,0
2374,b,6,547,0,0,1
2375,b,10,547,0,0,1
2376,a,28,121,0,0,1
2377,b,24,532,0,1,0
2378,b,16,505,0,0,1
2379,b,16,547,0,1,0
2380,b,9,545,0,1,0
2381,b,17,536,0,0,1
2382,b,49,547,0,0,1
2383,b,1,539,1,1,0
2384,b,14,529,1,1,0
2385,b,2,543,0,0,1
2386,b,12,521,0,0,1
2387,a,17,123,0,1,0
2388,a,11,119,0,0,1
2389,b,9,546,1,1,0
2390,b,20,545,0,1,0
2391,b,16,545,0,0,1
2392,a,16,124,0,0,1
2393,b,17,539,0,0,1
2394,b,28,475,0,1,0
2395,b,17,504,1,1,0
2396,b,18,526,0,1,0
2397,b,38,527,0,0,1
2398,b,66,547,0,0,1
2399,b,19,492,0,0,1
2400,b,12,524,0,0,1
2401,a,18,116,0,0,1
2402,b,33,515,1,1,0
2403,b,13,545,0,0,1
2404,b,37,529,0,0,1
2405,b,2,544,0,1,0
2406,a,54,119,0,0,1
2407,b,15,534,1,1,0
2408,a,22,122,0,0,1
2409,b,7,543,1,0,1
2410,b,20,544,0,1,1
2411,a,23,121,0,1,0
2412,b,61,437,1,1,0
2413,a,0,123,1,1,0
2414,b,21,532,0,0,1
2415,b,26,518,0,1,0
2416,b,16,543,0,0,1
2417,a,3,120,0,1,0
2418,b,26,544,0,0,1
2419,b,18,540,0,1,0
2420,b,28,521,0,1,0
2421,b,22,544,0,1,1
2422,b,20,546,0,0,1
2423,b,4,487,0,0,1
2424,b,3,547,0,0,1
2425,b,39,547,0,1,1
2426,b,27,544,0,0,1
2427,b,14,527,0,1,0
2428,b,3,547,0,0,1
2429,a,0,111,1,0,1
2430,b,33,544,0,0,1
2431,b,5,538,1,1,0
2432,b,19,523,1,1,0
2433,b,33,545,0,1,0
2434,a,11,120,0,1,0
2435,a,21,124,0,0,1
2436,b,27,545,0,0,1
2437,a,21,124,0,0,1
2438,b,5,538,1,1,0
2439,b,25,547,1,1,0
2440,b,33,545,0,1,0
2441,b,28,541,0,1,0
2442,b,35,547,1,1,0
2443,b,32,546,0,1,1
2444,a,23,123,0,1,0
2445,b,14,530,0,0,1
2446,b,16,547,0,1,0
2447,b,27,544,0,0,1
2448,a,3,116,0,0,1
2449,b,34,547,0,0,1
2450,a,25,105,0,0,1
2451,b,16,547,0,0,1
2452,b,7,540,1,1,0
2453,a,24,105,0,1,0
2454,b,32,542,0,1,0
2455,a,1,115,0,0,1
2456,b,10,546,0,0,1
2457,b,21,544,1,0,1
2458,b,22,547,0,1,0
2459,b,18,547,0,1,0
2460,b,8,542,0,1,0
2461,b,34,545,0,1,1
2462,b,46,461,1,1,0
2463,a,0,123,1,1,0
2464,b,3,547,0,0,1
2465,b,12,544,0,1,0
2466,b,50,546,0,1,0
2467,b,35,547,0,0,1
2468,b,13,544,0,1,0
2469,b,7,542,1,1,0
2470,b,32,539,0,0,1
2471,b,9,536,1,1,0
2472,a,23,123,0,1,0
2473,b,13,545,0,0,1
2474,b,11,547,1,0,1
2475,b,39,543,1,0,1
2476,b,14,534,0,1,0
2477,b,18,531,0,1,0
2478,b,12,547,0,0,1
2479,b,9,476,0,0,1
2480,a,6,123,0,0,1
2481,a,24,117,0,0,1
2482,b,11,541,0,1,0
2483,b,22,546,0,0,1
2484,a,18,122,0,1,0
2485,b,15,546,1,1,0
2486,b,44,541,0,0,1
2487,b,19,544,0,0,1
2488,b,9,546,0,1,0
2489,b,42,422,0,0,1
2490,a,11,123,0,1,0
2491,b,21,544,0,0,1
2492,a,9,123,0,1,0
2493,b,12,509,0,0,1
2494,a,32,121,0,0,1
2495,b,1,539,1,0,1
2496,b,5,538,1,1,0
2497,b,10,547,0,1,0
2498,b,10,528,0,1,0
2499,a,1,120,0,0,1
2500,b,13,528,0,1,0
2501,b,23,539,1,0,1
2502,b,24,534,0,1,0
2503,a,5,123,0,1,0
2504,a,19,124,0,1,1
2505,b,14,547,0,0,1
2506,b,5,538,1,1,0
2507,b,18,547,0,1,0
2508,a,28,124,0,1,0
2509,b,11,530,1,1,1
2510,b,9,547,1,1,0
2511,b,13,526,1,1,0
2512,b,12,441,0,1,0
2513,b,2,400,0,1,0
2514,b,9,537,0,0,1
2515,b,6,505,0,0,1
2516,b,14,543,0,0,1
2517,b,42,542,0,0,1
2518,b,35,534,1,1,0
2519,a,12,122,0,0,1
2520,b,21,547,0,1,1
2521,a,8,120,0,1,0
2522,a,7,124,0,1,0
2523,a,16,117,0,0,1
2524,b,13,526,1,1,0
2525,a,30,124,0,1,0
2526,b,26,547,0,0,1
2527,b,12,545,0,1,0
2528,b,14,520,0,1,0
2529,b,25,536,1,1,0
2530,b,58,445,0,0,1
2531,b,30,493,0,1,0
2532,a,1,115,0,0,1
2533,b,33,547,1,1,0
2534,b,20,546,0,1,0
2535,b,2,547,0,1,0
2536,b,32,520,0,1,0
2537,a,13,107,0,1,0
2538,b,12,531,0,1,0
2539,b,16,544,0,1,0
2540,b,64,546,0,1,0
2541,b,2,544,0,1,0
2542,a,16,117,0,0,1
2543,b,12,531,0,1,0
2544,b,23,521,0,0,1
2545,b,2,450,0,1,0
2546,b,46,538,0,1,0
2547,b,1,539,0,0,1
2548,b,42,299,0,0,1
2549,b,8,547,0,0,1
2550,b,10,540,0,1,0
2551,b,64,438,0,0,1
2552,a,1,123,0,0,1
2553,b,11,545,0,1,0
2554,b,11,542,1,1,0
2555,a,29,122,0,1,0
2556,a,21,124,0,0,1
2557,b,10,519,0,0,1
2558,b,6,547,0,0,1
2559,b,14,538,0,1,0
2560,b,11,543,1,1,0
2561,b,34,544,0,0,1
2562,b,31,547,0,1,0
2563,b,15,538,1,1,0
2564,a,16,123,0,1,0
2565,b,3,525,0,0,1
2566,b,3,547,0,1,0
2567,a,10,113,0,1,0
2568,b,15,531,0,0,1
2569,b,20,531,0,1,0
2570,a,20,123,0,0,1
2571,b,29,547,0,1,0
2572,b,3,546,0,1,0
2573,b,64,544,0,1,0
2574,b,9,524,0,0,1
2575,b,15,544,0,0,1
2576,b,2,511,0,1,0
2577,b,16,546,0,0,1
2578,b,41,545,0,1,1
2579,b,38,547,0,1,1
2580,b,31,544,0,1,0
2581,b,19,540,0,0,1
2582,b,5,508,0,1,1
2583,b,36,515,0,0,1
2584,b,1,515,1,1,0
2585,b,51,547,0,0,1
2586,b,9,542,0,0,1
2587,b,14,542,0,0,1
2588,b,14,547,0,1,0
2589,b,2,505,0,1,0
2590,b,24,404,0,1,0
2591,a,9,103,0,1,0
2592,b,23,523,0,0,1
2593,b,7,534,1,1,0
2594,b,21,547,0,1,1
2595,a,26,124,0,1,0
2596,b,13,543,1,0,1
2597,a,15,124,0,1,0
2598,b,15,541,0,1,0
2599,b,8,544,0,1,0
2600,b,17,517,0,1,0
2601,b,10,523,0,0,1
2602,b,15,543,1,1,0
2603,a,18,115,0,0,1
2604,b,15,544,0,1,0
2605,a,13,123,0,1,0
2606,b,72,546,0,1,0
2607,b,6,541,0,0,1
2608,b,10,480,0,1,0
2609,b,15,546,0,0,1
2610,a,12,123,0,1,0
2611,b,0,515,1,1,0
2612,b,38,540,0,1,0
2613,b,1,529,1,1,0
2614,a,20,115,0,0,1
2615,b,22,538,0,0,1
2616,a,18,121,0,1,0
2617,b,2,540,0,1,0
2618,b,29,455,0,0,0
2619,b,5,301,0,0,1
2620,b,75,547,0,1,0
2621,a,5,123,0,0,1
2622,b,11,540,1,1,0
2623,b,25,547,0,1,0
2624,b,5,514,1,1,0
2625,b,19,539,0,0,1
2626,b,9,531,0,1,0
2627,a,1,123,0,0,1
2628,b,27,540,0,1,0
2629,b,30,530,0,0,0
2630,b,11,506,0,1,0
2631,b,4,547,0,1,1
2632,a,1,120,0,0,1
2633,b,45,547,0,0,1
2634,a,27,124,0,0,1
2635,b,10,547,0,1,0
2636,a,0,122,1,0,1
2637,b,13,528,1,0,1
2638,b,14,537,0,0,1
2639,b,13,544,0,0,1
2640,b,41,547,0,0,1
2641,b,86,529,1,1,0
2642,b,32,545,0,1,0
2643,b,1,525,1,1,0
2644,b,12,529,0,0,1
2645,a,31,123,0,1,0
2646,a,15,124,0,0,1
2647,a,0,122,1,1,0
2648,b,7,542,0,0,1
2649,b,8,544,0,0,1
2650,b,15,546,1,1,0
2651,b,15,543,0,1,0
2652,b,18,547,0,1,0
2653,b,8,547,0,1,1
2654,b,1,544,1,1,0
2655,b,66,524,0,0,1
2656,b,7,544,0,0,1
2657,a,29,123,0,1,0
2658,b,15,544,0,0,1
2659,b,34,547,0,0,1
2660,b,38,530,1,1,1
2661,a,24,124,0,0,1
2662,b,34,546,0,0,1
2663,a,2,121,0,1,0
2664,b,10,546,0,1,0
2665,a,3,112,0,1,0
2666,a,14,122,0,1,0
2667,a,21,123,0,1,0
2668,b,24,546,0,1,1
2669,b,26,537,0,0,1
2670,b,6,546,0,1,0
2671,b,34,536,0,0,1
2672,b,23,535,0,0,1
2673,a,8,121,0,1,0
2674,b,4,543,0,0,1
2675,b,37,546,0,0,1
2676,b,36,542,0,0,1
2677,b,10,543,0,0,1
2678,b,11,545,0,1,1
2679,b,16,547,0,1,0
2680,a,11,124,0,0,1
2681,b,42,534,0,1,0
2682,a,16,124,0,0,1
2683,a,18,123,0,1,0
2684,a,8,121,0,1,0
2685,a,26,122,0,1,0
2686,b,3,547,0,1,0
2687,b,10,547,0,1,0
2688,b,5,514,0,0,1
2689,b,0,515,0,0,1
2690,b,26,515,0,0,1
2691,b,34,541,0,0,1
2692,a,0,123,1,0,1
2693,b,55,547,0,1,0
2694,b,19,488,0,1,0
2695,b,15,527,0,1,0
2696,b,33,541,0,0,1
2697,b,11,544,1,1,0
2698,b,28,534,0,1,0
2699,b,7,532,0,0,1
2700,b,2,431,0,1,0
2701,b,24,541,0,1,0
2702,a,8,122,0,0,1
2703,b,3,537,1,1,0
2704,b,5,546,1,1,1
2705,b,28,544,0,1,1
2706,b,56,547,0,1,0
2707,a,9,123,0,0,1
2708,b,14,476,0,1,0
2709,a,9,124,0,1,0
2710,b,5,543,1,1,0
2711,b,37,547,0,1,0
2712,b,3,476,0,1,0
2713,a,18,124,0,0,1
2714,b,22,537,0,1,1
2715,b,11,547,0,0,1
2716,b,3,544,0,1,0
2717,b,7,544,0,1,0
2718,b,7,540,0,0,1
2719,b,17,520,1,1,0
2720,b,3,531,0,1,0
2721,b,37,547,1,1,0
2722,b,6,526,0,1,0
2723,a,2,121,0,1,0
2724,b,29,535,0,0,1
2725,b,25,547,0,1,0
2726,b,20,534,0,0,1
2727,b,16,547,0,1,0
2728,b,15,547,0,0,1
2729,a,1,123,0,1,0
2730,a,23,121,0,0,1
2731,b,7,527,1,1,0
2732,b,33,389,0,0,1
2733,b,28,536,0,0,1
2734,b,23,540,1,1,0
2735,b,17,542,1,0,1
2736,a,28,123,0,0,1
2737,a,21,119,0,0,1
2738,b,13,532,0,0,1
2739,b,20,547,0,0,1
2740,b,26,540,0,1,0
2741,b,11,545,0,1,0
2742,a,18,123,0,1,0
2743,b,14,547,0,1,0
2744,b,10,540,0,1,0
2745,b,8,538,0,0,1
2746,b,36,536,1,1,0
2747,b,26,544,0,0,1
2748,b,24,512,0,1,0
2749,b,18,541,0,0,1
2750,b,13,547,0,1,0
2751,b,46,493,0,0,1
2752,b,35,521,0,0,1
2753,b,3,539,0,1,0
2754,b,5,535,0,0,1
2755,b,18,546,0,0,1
2756,b,16,546,0,0,1
2757,b,62,539,0,0,1
2758,b,23,546,0,1,0
2759,b,9,522,0,1,0
2760,b,14,547,0,1,0
2761,b,34,544,0,1,0
2762,b,18,514,0,0,1
2763,b,36,466,0,0,1
2764,a,31,121,0,0,1
2765,b,40,546,0,0,1
2766,b,43,539,0,1,1
2767,a,29,124,0,0,1
2768,a,23,121,0,1,0
2769,b,1,539,1,1,0
2770,b,14,541,0,1,1
2771,b,12,530,0,0,1
2772,b,11,517,0,0,1
2773,b,16,533,0,0,1
2774,b,41,544,0,0,1
2775,b,18,534,0,0,1
2776,b,17,480,0,1,0
2777,b,41,523,0,0,1
2778,b,18,546,0,1,0
2779,b,31,547,0,1,0
2780,b,21,502,1,0,1
2781,a,6,124,0,0,1
2782,b,10,520,0,1,0
2783,b,16,442,0,1,0
2784,b,1,525,1,1,0
2785,a,2,121,0,0,1
2786,a,4,122,0,1,0
2787,a,19,122,0,0,1
2788,b,17,547,0,1,0
2789,b,17,543,1,0,1
2790,b,31,547,0,1,1
2791,b,16,502,0,1,0
2792,b,4,453,0,0,1
2793,b,7,546,0,1,0
2794,a,2,124,0,1,0
2795,b,11,530,0,0,1
2796,a,0,124,1,0,1
2797,a,10,115,0,1,0
2798,b,18,542,0,0,1
2799,b,3,547,0,1,0
2800,b,39,544,0,1,0
2801,b,18,520,0,1,0
2802,b,8,544,0,0,1
2803,b,72,540,0,1,0
2804,b,10,530,1,1,0
2805,b,24,528,0,1,0
2806,b,3,547,0,1,0
2807,b,4,500,0,0,1
2808,a,2,124,0,0,1
2809,b,71,547,0,0,1
2810,b,19,530,0,0,1
2811,b,20,529,0,0,1
2812,a,2,124,0,1,0
2813,a,15,122,0,1,0
2814,b,9,520,0,1,0
2815,a,2,121,0,1,0
2816,b,13,547,0,0,1
2817,b,7,538,0,0,1
2818,b,19,544,1,0,1
2819,b,13,532,0,1,0
2820,b,9,542,0,1,0
2821,a,4,113,0,0,1
2822,b,19,532,0,1,0
2823,b,7,545,0,1,0
2824,a,29,124,0,0,1
2825,b,10,478,0,0,1
2826,a,18,119,0,1,0
2827,b,13,547,0,1,0
2828,b,16,528,0,1,0
2829,a,29,117,0,0,1
2830,b,19,528,0,1,0
2831,a,14,124,0,1,0
2832,b,17,540,0,1,0
2833,b,28,546,0,1,0
2834,b,18,543,0,1,0
2835,b,25,547,0,1,0
2836,b,15,534,1,1,0
2837,b,7,546,1,0,1
2838,a,11,122,0,1,0
2839,a,0,122,1,0,1
2840,b,34,467,0,1,0
2841,b,21,495,0,1,0
2842,b,24,539,0,1,0
2843,a,0,123,0,0,1
2844,b,16,534,0,1,0
2845,b,29,547,0,0,1
2846,b,3,547,0,1,0
2847,a,4,122,0,1,0
2848,b,39,547,0,1,0
2849,b,28,544,0,1,0
2850,b,25,547,0,1,1
2851,b,8,547,0,1,0
2852,b,7,546,1,1,0
2853,b,17,540,0,0,1
2854,a,0,123,1,1,0
2855,b,36,547,0,1,0
2856,b,10,545,0,1,0
