mol_idx,frequency,bucket,uq,top_score,error
2496,782,4) very common (100+),0.10399999999999998,0.896,0
2497,4537,4) very common (100+),0.55,0.45,0
2498,393,4) very common (100+),0.471,0.529,0
2499,573,4) very common (100+),0.365,0.635,1
2500,393,4) very common (100+),0.481,0.519,0
2501,782,4) very common (100+),0.375,0.625,1
2502,457,4) very common (100+),0.32899999999999996,0.671,0
2503,1493,4) very common (100+),0.08999999999999997,0.91,0
2504,1797,4) very common (100+),0.508,0.492,1
2505,12,2) rare (6-20),0.649,0.351,1
2506,782,4) very common (100+),0.11099999999999999,0.889,0
2507,4537,4) very common (100+),0.06000000000000005,0.94,0
2508,1797,4) very common (100+),0.257,0.743,0
2509,442,4) very common (100+),0.20599999999999996,0.794,1
2510,4537,4) very common (100+),0.372,0.628,0
2511,323,4) very common (100+),0.629,0.371,0
2512,28,3) common (21-100),0.77,0.23,0
2513,14,2) rare (6-20),0.384,0.616,0
2514,154,4) very common (100+),0.43200000000000005,0.568,1
2515,31,3) common (21-100),0.41500000000000004,0.585,1
2516,1299,4) very common (100+),0.608,0.392,1
2517,804,4) very common (100+),0.738,0.262,1
2518,457,4) very common (100+),0.388,0.612,0
2519,804,4) very common (100+),0.33099999999999996,0.669,1
2520,4537,4) very common (100+),0.05700000000000005,0.943,1
2521,433,4) very common (100+),0.492,0.508,0
2522,1797,4) very common (100+),0.29700000000000004,0.703,0
2523,2537,4) very common (100+),0.733,0.267,1
2524,323,4) very common (100+),0.396,0.604,0
2525,1797,4) very common (100+),0.387,0.613,0
2526,924,4) very common (100+),0.15000000000000002,0.85,1
2527,1916,4) very common (100+),0.398,0.602,0
2528,264,4) very common (100+),0.12,0.88,0
2529,566,4) very common (100+),0.615,0.385,0
2530,1299,4) very common (100+),0.43899999999999995,0.561,1
2531,75,3) common (21-100),0.511,0.489,0
2532,228,4) very common (100+),0.544,0.456,1
2533,4537,4) very common (100+),0.594,0.406,0
2534,2537,4) very common (100+),0.654,0.346,0
2535,4537,4) very common (100+),0.33099999999999996,0.669,0
2536,264,4) very common (100+),0.016000000000000014,0.984,0
2537,90,3) common (21-100),0.45999999999999996,0.54,0
2538,446,4) very common (100+),0.28300000000000003,0.717,0
2539,1299,4) very common (100+),0.43899999999999995,0.561,0
2540,2537,4) very common (100+),0.7130000000000001,0.287,0
2541,1299,4) very common (100+),0.5900000000000001,0.41,0
2542,433,4) very common (100+),0.685,0.315,1
2543,446,4) very common (100+),0.015000000000000013,0.985,0
2544,1,1) very rare (1-5),0.43500000000000005,0.565,1
2545,30,3) common (21-100),0.18799999999999994,0.812,0
2546,782,4) very common (100+),0.10599999999999998,0.894,0
2547,78,3) common (21-100),0.785,0.215,1
2548,307,4) very common (100+),0.595,0.405,1
2549,2537,4) very common (100+),0.46399999999999997,0.536,1
2550,828,4) very common (100+),0.03700000000000003,0.963,0
2551,2537,4) very common (100+),0.675,0.325,1
2552,1299,4) very common (100+),0.87,0.13,1
2553,1916,4) very common (100+),0.06599999999999995,0.934,0
2554,924,4) very common (100+),0.19499999999999995,0.805,0
2555,1277,4) very common (100+),0.24,0.76,0
2556,1123,4) very common (100+),0.45099999999999996,0.549,1
2557,142,4) very common (100+),0.751,0.249,1
2558,2537,4) very common (100+),0.22999999999999998,0.77,1
2559,782,4) very common (100+),0.45099999999999996,0.549,0
2560,955,4) very common (100+),0.483,0.517,0
2561,566,4) very common (100+),0.41600000000000004,0.584,1
2562,4537,4) very common (100+),0.722,0.278,0
2563,782,4) very common (100+),0.16900000000000004,0.831,0
2564,1493,4) very common (100+),0.544,0.456,0
2565,63,3) common (21-100),0.646,0.354,1
2566,4537,4) very common (100+),0.29300000000000004,0.707,0
2567,169,4) very common (100+),0.892,0.108,0
2568,33,3) common (21-100),0.659,0.341,1
2569,446,4) very common (100+),0.008000000000000007,0.992,0
2570,924,4) very common (100+),0.556,0.444,1
2571,4537,4) very common (100+),0.498,0.502,0
2572,2537,4) very common (100+),0.15000000000000002,0.85,0
2573,1299,4) very common (100+),0.28600000000000003,0.714,0
2574,828,4) very common (100+),0.03300000000000003,0.967,1
2575,2537,4) very common (100+),0.673,0.327,1
2576,153,4) very common (100+),0.20199999999999996,0.798,0
2577,4,1) very rare (1-5),0.16800000000000004,0.832,1
2578,1916,4) very common (100+),0.375,0.625,1
2579,4537,4) very common (100+),0.524,0.476,1
2580,1299,4) very common (100+),0.138,0.862,0
2581,33,3) common (21-100),0.03600000000000003,0.964,1
2582,142,4) very common (100+),0.10899999999999999,0.891,1
2583,134,4) very common (100+),0.475,0.525,1
2584,179,4) very common (100+),0.29500000000000004,0.705,0
2585,271,4) very common (100+),0.622,0.378,1
2586,385,4) very common (100+),0.507,0.493,1
2587,154,4) very common (100+),0.476,0.524,1
2588,4537,4) very common (100+),0.245,0.755,0
2589,109,4) very common (100+),0.129,0.871,0
2590,15,2) rare (6-20),0.888,0.112,0
2591,53,3) common (21-100),0.482,0.518,0
2592,553,4) very common (100+),0.484,0.516,1
2593,457,4) very common (100+),0.20399999999999996,0.796,0
2594,4537,4) very common (100+),0.474,0.526,1
2595,1797,4) very common (100+),0.373,0.627,0
2596,258,4) very common (100+),0.45299999999999996,0.547,1
2597,1797,4) very common (100+),0.17400000000000004,0.826,0
2598,900,4) very common (100+),0.17300000000000004,0.827,0
2599,1299,4) very common (100+),0.30800000000000005,0.692,0
2600,235,4) very common (100+),0.125,0.875,0
2601,4,1) very rare (1-5),0.19199999999999995,0.808,1
2602,955,4) very common (100+),0.33499999999999996,0.665,0
2603,154,4) very common (100+),0.706,0.294,1
2604,1299,4) very common (100+),0.11299999999999999,0.887,0
2605,1493,4) very common (100+),0.46799999999999997,0.532,0
2606,2537,4) very common (100+),0.46099999999999997,0.539,0
2607,452,4) very common (100+),0.721,0.279,1
2608,52,3) common (21-100),0.13,0.87,0
2609,4537,4) very common (100+),0.507,0.493,1
2610,1493,4) very common (100+),0.371,0.629,0
2611,179,4) very common (100+),0.30000000000000004,0.7,0
2612,828,4) very common (100+),0.351,0.649,0
2613,413,4) very common (100+),0.07399999999999995,0.926,0
2614,924,4) very common (100+),0.731,0.269,1
2615,955,4) very common (100+),0.759,0.241,1
2616,1123,4) very common (100+),0.55,0.45,0
2617,828,4) very common (100+),0.03600000000000003,0.964,0
2618,32,3) common (21-100),0.771,0.229,0
2619,5,1) very rare (1-5),0.604,0.396,1
2620,4537,4) very common (100+),0.609,0.391,0
2621,197,4) very common (100+),0.741,0.259,1
2622,828,4) very common (100+),0.478,0.522,0
2623,4537,4) very common (100+),0.44999999999999996,0.55,0
2624,174,4) very common (100+),0.493,0.507,0
2625,164,4) very common (100+),0.766,0.234,1
2626,446,4) very common (100+),0.01200000000000001,0.988,0
2627,258,4) very common (100+),0.894,0.106,1
2628,828,4) very common (100+),0.16000000000000003,0.84,0
2629,48,3) common (21-100),0.5880000000000001,0.412,0
2630,109,4) very common (100+),0.26,0.74,0
2631,4537,4) very common (100+),0.28600000000000003,0.714,1
2632,196,4) very common (100+),0.46699999999999997,0.533,1
2633,900,4) very common (100+),0.401,0.599,1
2634,1123,4) very common (100+),0.479,0.521,1
2635,4537,4) very common (100+),0.262,0.738,0
2636,59,3) common (21-100),0.381,0.619,1
2637,1299,4) very common (100+),0.573,0.427,1
2638,3,1) very rare (1-5),0.589,0.411,1
2639,1493,4) very common (100+),0.275,0.725,1
2640,553,4) very common (100+),0.622,0.378,1
2641,413,4) very common (100+),0.29200000000000004,0.708,0
2642,1916,4) very common (100+),0.552,0.448,0
2643,307,4) very common (100+),0.07899999999999996,0.921,0
2644,8,2) rare (6-20),0.768,0.232,1
2645,1493,4) very common (100+),0.21899999999999997,0.781,0
2646,828,4) very common (100+),0.45399999999999996,0.546,1
2647,1277,4) very common (100+),0.389,0.611,0
2648,433,4) very common (100+),0.569,0.431,1
2649,955,4) very common (100+),0.42500000000000004,0.575,1
2650,2537,4) very common (100+),0.22399999999999998,0.776,0
2651,955,4) very common (100+),0.663,0.337,0
2652,4537,4) very common (100+),0.18200000000000005,0.818,0
2653,4537,4) very common (100+),0.16500000000000004,0.835,1
2654,1299,4) very common (100+),0.394,0.606,0
2655,153,4) very common (100+),0.8049999999999999,0.195,1
2656,323,4) very common (100+),0.6890000000000001,0.311,1
2657,1493,4) very common (100+),0.518,0.482,0
2658,4537,4) very common (100+),0.698,0.302,1
2659,245,4) very common (100+),0.248,0.752,1
2660,442,4) very common (100+),0.347,0.653,1
2661,573,4) very common (100+),0.483,0.517,1
2662,4537,4) very common (100+),0.33899999999999997,0.661,1
2663,1123,4) very common (100+),0.45899999999999996,0.541,0
2664,2537,4) very common (100+),0.119,0.881,0
2665,154,4) very common (100+),0.808,0.192,0
2666,1277,4) very common (100+),0.29200000000000004,0.708,0
2667,1493,4) very common (100+),0.11399999999999999,0.886,0
2668,2537,4) very common (100+),0.5820000000000001,0.418,1
2669,169,4) very common (100+),0.622,0.378,1
2670,2537,4) very common (100+),0.496,0.504,0
2671,1493,4) very common (100+),0.391,0.609,1
2672,393,4) very common (100+),0.43100000000000005,0.569,1
2673,1123,4) very common (100+),0.511,0.489,0
2674,1299,4) very common (100+),0.37,0.63,1
2675,955,4) very common (100+),0.706,0.294,1
2676,142,4) very common (100+),0.806,0.194,1
2677,258,4) very common (100+),0.675,0.325,1
2678,1916,4) very common (100+),0.618,0.382,1
2679,4537,4) very common (100+),0.16400000000000003,0.836,0
2680,71,3) common (21-100),0.397,0.603,1
2681,457,4) very common (100+),0.384,0.616,0
2682,281,4) very common (100+),0.502,0.498,1
2683,1493,4) very common (100+),0.07899999999999996,0.921,0
2684,1123,4) very common (100+),0.40900000000000003,0.591,0
2685,1277,4) very common (100+),0.359,0.641,0
2686,4537,4) very common (100+),0.43300000000000005,0.567,0
2687,4537,4) very common (100+),0.624,0.376,0
2688,154,4) very common (100+),0.793,0.207,1
2689,134,4) very common (100+),0.781,0.219,1
2690,134,4) very common (100+),0.241,0.759,1
2691,366,4) very common (100+),0.46599999999999997,0.534,1
2692,115,4) very common (100+),0.596,0.404,1
2693,4537,4) very common (100+),0.353,0.647,0
2694,65,3) common (21-100),0.139,0.861,0
2695,366,4) very common (100+),0.09099999999999997,0.909,0
2696,4537,4) very common (100+),0.773,0.227,1
2697,1299,4) very common (100+),0.65,0.35,0
2698,457,4) very common (100+),0.267,0.733,0
2699,193,4) very common (100+),0.727,0.273,1
2700,24,3) common (21-100),0.788,0.212,0
2701,900,4) very common (100+),0.696,0.304,0
2702,78,3) common (21-100),0.7150000000000001,0.285,1
2703,573,4) very common (100+),0.375,0.625,0
2704,2537,4) very common (100+),0.46099999999999997,0.539,1
2705,1299,4) very common (100+),0.33299999999999996,0.667,1
2706,4537,4) very common (100+),0.40700000000000003,0.593,0
2707,1916,4) very common (100+),0.46199999999999997,0.538,1
2708,48,3) common (21-100),0.32399999999999995,0.676,0
2709,1797,4) very common (100+),0.712,0.288,0
2710,955,4) very common (100+),0.25,0.75,0
2711,4537,4) very common (100+),0.28700000000000003,0.713,0
2712,48,3) common (21-100),0.836,0.164,0
2713,1123,4) very common (100+),0.392,0.608,1
2714,573,4) very common (100+),0.802,0.198,1
2715,413,4) very common (100+),0.499,0.501,1
2716,1299,4) very common (100+),0.128,0.872,0
2717,1299,4) very common (100+),0.11399999999999999,0.886,0
2718,107,4) very common (100+),0.922,0.078,1
2719,264,4) very common (100+),0.04400000000000004,0.956,0
2720,446,4) very common (100+),0.007000000000000006,0.993,0
2721,4537,4) very common (100+),0.706,0.294,0
2722,323,4) very common (100+),0.14700000000000002,0.853,0
2723,1123,4) very common (100+),0.281,0.719,0
2724,4537,4) very common (100+),0.41000000000000003,0.59,1
2725,4537,4) very common (100+),0.5569999999999999,0.443,0
2726,307,4) very common (100+),0.19799999999999995,0.802,1
2727,4537,4) very common (100+),0.11099999999999999,0.889,0
2728,4,1) very rare (1-5),0.18200000000000005,0.818,1
2729,1493,4) very common (100+),0.5900000000000001,0.41,0
2730,281,4) very common (100+),0.546,0.454,1
2731,366,4) very common (100+),0.05300000000000005,0.947,0
2732,2537,4) very common (100+),0.782,0.218,1
2733,955,4) very common (100+),0.05400000000000005,0.946,1
2734,828,4) very common (100+),0.659,0.341,0
2735,107,4) very common (100+),0.823,0.177,1
2736,4537,4) very common (100+),0.46799999999999997,0.532,1
2737,6,2) rare (6-20),0.9339999999999999,0.066,1
2738,573,4) very common (100+),0.653,0.347,1
2739,1797,4) very common (100+),0.723,0.277,1
2740,828,4) very common (100+),0.04300000000000004,0.957,0
2741,1916,4) very common (100+),0.398,0.602,0
2742,1493,4) very common (100+),0.273,0.727,0
2743,4537,4) very common (100+),0.11299999999999999,0.887,0
2744,828,4) very common (100+),0.344,0.656,0
2745,955,4) very common (100+),0.5660000000000001,0.434,1
2746,566,4) very common (100+),0.118,0.882,0
2747,4537,4) very common (100+),0.5820000000000001,0.418,1
2748,157,4) very common (100+),0.04800000000000004,0.952,0
2749,553,4) very common (100+),0.6759999999999999,0.324,1
2750,4537,4) very common (100+),0.271,0.729,0
2751,900,4) very common (100+),0.796,0.204,1
2752,212,4) very common (100+),0.696,0.304,1
2753,804,4) very common (100+),0.729,0.271,0
2754,24,3) common (21-100),0.41500000000000004,0.585,1
2755,457,4) very common (100+),0.842,0.158,1
2756,924,4) very common (100+),0.663,0.337,1
2757,77,3) common (21-100),0.629,0.371,1
2758,2537,4) very common (100+),0.876,0.124,0
2759,271,4) very common (100+),0.688,0.312,0
2760,4537,4) very common (100+),0.44199999999999995,0.558,0
2761,1299,4) very common (100+),0.41900000000000004,0.581,0
2762,2537,4) very common (100+),0.348,0.652,1
2763,24,3) common (21-100),0.126,0.874,1
2764,1797,4) very common (100+),0.506,0.494,1
2765,804,4) very common (100+),0.813,0.187,1
2766,804,4) very common (100+),0.63,0.37,1
2767,9,2) rare (6-20),0.694,0.306,1
2768,1123,4) very common (100+),0.573,0.427,0
2769,804,4) very common (100+),0.362,0.638,0
2770,900,4) very common (100+),0.6950000000000001,0.305,1
2771,804,4) very common (100+),0.274,0.726,1
2772,924,4) very common (100+),0.6910000000000001,0.309,1
2773,164,4) very common (100+),0.28200000000000003,0.718,1
2774,2537,4) very common (100+),0.77,0.23,1
2775,307,4) very common (100+),0.398,0.602,1
2776,52,3) common (21-100),0.30900000000000005,0.691,0
2777,2537,4) very common (100+),0.39,0.61,1
2778,2537,4) very common (100+),0.42800000000000005,0.572,0
2779,4537,4) very common (100+),0.08199999999999996,0.918,0
2780,782,4) very common (100+),0.6990000000000001,0.301,1
2781,1123,4) very common (100+),0.527,0.473,1
2782,264,4) very common (100+),0.06599999999999995,0.934,0
2783,28,3) common (21-100),0.7010000000000001,0.299,0
2784,307,4) very common (100+),0.38,0.62,0
2785,281,4) very common (100+),0.729,0.271,1
2786,1277,4) very common (100+),0.134,0.866,0
2787,442,4) very common (100+),0.918,0.082,1
2788,4537,4) very common (100+),0.6699999999999999,0.33,0
2789,1299,4) very common (100+),0.482,0.518,1
2790,4537,4) very common (100+),0.17300000000000004,0.827,1
2791,107,4) very common (100+),0.41600000000000004,0.584,0
2792,804,4) very common (100+),0.493,0.507,1
2793,2537,4) very common (100+),0.8220000000000001,0.178,0
2794,1797,4) very common (100+),0.389,0.611,0
2795,7,2) rare (6-20),0.544,0.456,1
2796,97,3) common (21-100),0.798,0.202,1
2797,196,4) very common (100+),0.6,0.4,0
2798,782,4) very common (100+),0.628,0.372,1
2799,4537,4) very common (100+),0.19199999999999995,0.808,0
2800,1299,4) very common (100+),0.627,0.373,0
2801,264,4) very common (100+),0.16400000000000003,0.836,0
2802,553,4) very common (100+),0.775,0.225,1
2803,828,4) very common (100+),0.244,0.756,0
2804,442,4) very common (100+),0.10199999999999998,0.898,0
2805,393,4) very common (100+),0.62,0.38,0
2806,4537,4) very common (100+),0.35,0.65,0
2807,11,2) rare (6-20),0.763,0.237,1
2808,924,4) very common (100+),0.33699999999999997,0.663,1
2809,2537,4) very common (100+),0.525,0.475,1
2810,6,2) rare (6-20),0.613,0.387,1
2811,3,1) very rare (1-5),0.521,0.479,1
2812,1797,4) very common (100+),0.517,0.483,0
2813,1277,4) very common (100+),0.11699999999999999,0.883,0
2814,264,4) very common (100+),0.05300000000000005,0.947,0
2815,1123,4) very common (100+),0.633,0.367,0
2816,955,4) very common (100+),0.766,0.234,1
2817,0,1) very rare (1-5),0.651,0.349,1
2818,955,4) very common (100+),0.5329999999999999,0.467,1
2819,452,4) very common (100+),0.6739999999999999,0.326,0
2820,924,4) very common (100+),0.17100000000000004,0.829,0
2821,573,4) very common (100+),0.911,0.089,1
2822,452,4) very common (100+),0.403,0.597,0
2823,1916,4) very common (100+),0.06899999999999995,0.931,0
2824,442,4) very common (100+),0.506,0.494,1
2825,1916,4) very common (100+),0.43799999999999994,0.562,1
2826,385,4) very common (100+),0.773,0.227,0
2827,4537,4) very common (100+),0.42700000000000005,0.573,0
2828,393,4) very common (100+),0.22699999999999998,0.773,0
2829,174,4) very common (100+),0.737,0.263,1
2830,393,4) very common (100+),0.5,0.5,0
2831,1797,4) very common (100+),0.248,0.752,0
2832,828,4) very common (100+),0.378,0.622,0
2833,2537,4) very common (100+),0.119,0.881,0
2834,955,4) very common (100+),0.484,0.516,0
2835,4537,4) very common (100+),0.138,0.862,0
2836,457,4) very common (100+),0.6599999999999999,0.34,0
2837,955,4) very common (100+),0.806,0.194,1
2838,1277,4) very common (100+),0.508,0.492,0
2839,1493,4) very common (100+),0.745,0.255,1
2840,42,3) common (21-100),0.09099999999999997,0.909,0
2841,77,3) common (21-100),0.606,0.394,0
2842,804,4) very common (100+),0.45199999999999996,0.548,0
2843,1916,4) very common (100+),0.377,0.623,1
2844,457,4) very common (100+),0.395,0.605,0
2845,900,4) very common (100+),0.34299999999999997,0.657,1
2846,4537,4) very common (100+),0.26,0.74,0
2847,1277,4) very common (100+),0.136,0.864,0
2848,4537,4) very common (100+),0.34299999999999997,0.657,0
2849,1299,4) very common (100+),0.362,0.638,0
2850,4537,4) very common (100+),0.264,0.736,1
2851,4537,4) very common (100+),0.238,0.762,0
2852,2537,4) very common (100+),0.19299999999999995,0.807,0
2853,393,4) very common (100+),0.391,0.609,1
2854,1493,4) very common (100+),0.31899999999999995,0.681,0
2855,4537,4) very common (100+),0.252,0.748,0
2856,1916,4) very common (100+),0.597,0.403,0
2857,146,4) very common (100+),0.43799999999999994,0.562,1
2858,18,2) rare (6-20),0.15900000000000003,0.841,1
2859,91,3) common (21-100),0.04500000000000004,0.955,0
2860,1493,4) very common (100+),0.122,0.878,1
2861,1493,4) very common (100+),0.31799999999999995,0.682,0
2862,900,4) very common (100+),0.538,0.462,0
2863,91,3) common (21-100),0.21999999999999997,0.78,0
2864,900,4) very common (100+),0.78,0.22,1
2865,78,3) common (21-100),0.926,0.074,1
2866,433,4) very common (100+),0.404,0.596,0
2867,553,4) very common (100+),0.23099999999999998,0.769,0
2868,4537,4) very common (100+),0.522,0.478,0
2869,29,3) common (21-100),0.712,0.288,0
2870,4537,4) very common (100+),0.28400000000000003,0.716,0
2871,4537,4) very common (100+),0.30300000000000005,0.697,0
2872,4537,4) very common (100+),0.21499999999999997,0.785,0
2873,1916,4) very common (100+),0.86,0.14,1
2874,900,4) very common (100+),0.622,0.378,1
2875,924,4) very common (100+),0.51,0.49,0
2876,4537,4) very common (100+),0.483,0.517,0
2877,1916,4) very common (100+),0.14400000000000002,0.856,0
2878,955,4) very common (100+),0.505,0.495,0
2879,111,4) very common (100+),0.527,0.473,1
2880,1797,4) very common (100+),0.243,0.757,0
2881,900,4) very common (100+),0.761,0.239,0
2882,2537,4) very common (100+),0.20799999999999996,0.792,0
2883,6,2) rare (6-20),0.42200000000000004,0.578,1
2884,1123,4) very common (100+),0.44899999999999995,0.551,0
2885,107,4) very common (100+),0.673,0.327,1
2886,65,3) common (21-100),0.09799999999999998,0.902,0
2887,1277,4) very common (100+),0.5449999999999999,0.455,1
2888,77,3) common (21-100),0.381,0.619,0
2889,157,4) very common (100+),0.403,0.597,1
2890,1797,4) very common (100+),0.251,0.749,1
2891,0,1) very rare (1-5),0.898,0.102,1
2892,1299,4) very common (100+),0.15000000000000002,0.85,0
2893,4537,4) very common (100+),0.16900000000000004,0.831,0
2894,157,4) very common (100+),0.20999999999999996,0.79,0
2895,1797,4) very common (100+),0.42500000000000004,0.575,0
2896,56,3) common (21-100),0.43999999999999995,0.56,1
2897,1277,4) very common (100+),0.05700000000000005,0.943,0
2898,4537,4) very common (100+),0.366,0.634,0
2899,9,2) rare (6-20),0.869,0.131,1
2900,281,4) very common (100+),0.41800000000000004,0.582,1
2901,4537,4) very common (100+),0.579,0.421,1
2902,566,4) very common (100+),0.10299999999999998,0.897,0
2903,33,3) common (21-100),0.518,0.482,1
2904,42,3) common (21-100),0.7030000000000001,0.297,0
2905,265,4) very common (100+),0.538,0.462,0
2906,955,4) very common (100+),0.44899999999999995,0.551,1
2907,900,4) very common (100+),0.7170000000000001,0.283,1
2908,4537,4) very common (100+),0.478,0.522,1
2909,433,4) very common (100+),0.744,0.256,1
2910,2537,4) very common (100+),0.527,0.473,1
2911,14,2) rare (6-20),0.727,0.273,1
2912,413,4) very common (100+),0.384,0.616,0
2913,4537,4) very common (100+),0.6930000000000001,0.307,1
2914,1916,4) very common (100+),0.31100000000000005,0.689,0
2915,212,4) very common (100+),0.42300000000000004,0.577,1
2916,1916,4) very common (100+),0.31000000000000005,0.69,0
2917,4537,4) very common (100+),0.18600000000000005,0.814,0
2918,2537,4) very common (100+),0.42300000000000004,0.577,0
2919,4537,4) very common (100+),0.269,0.731,1
2920,4537,4) very common (100+),0.08599999999999997,0.914,0
2921,804,4) very common (100+),0.609,0.391,0
2922,446,4) very common (100+),0.929,0.071,0
2923,258,4) very common (100+),0.378,0.622,1
2924,1277,4) very common (100+),0.33599999999999997,0.664,0
2925,97,3) common (21-100),0.5860000000000001,0.414,1
2926,1797,4) very common (100+),0.721,0.279,1
2927,1797,4) very common (100+),0.245,0.755,0
2928,323,4) very common (100+),0.375,0.625,0
2929,1797,4) very common (100+),0.487,0.513,0
2930,924,4) very common (100+),0.501,0.499,0
2931,955,4) very common (100+),0.51,0.49,0
2932,955,4) very common (100+),0.654,0.346,0
2933,452,4) very common (100+),0.834,0.166,1
2934,457,4) very common (100+),0.404,0.596,0
2935,900,4) very common (100+),0.46599999999999997,0.534,1
2936,1916,4) very common (100+),0.392,0.608,1
2937,264,4) very common (100+),0.46099999999999997,0.539,1
2938,1916,4) very common (100+),0.051000000000000045,0.949,0
2939,1123,4) very common (100+),0.56,0.44,0
2940,566,4) very common (100+),0.06599999999999995,0.934,0
2941,1916,4) very common (100+),0.19899999999999995,0.801,0
2942,457,4) very common (100+),0.827,0.173,1
2943,1299,4) very common (100+),0.789,0.211,1
2944,2537,4) very common (100+),0.21499999999999997,0.785,0
2945,433,4) very common (100+),0.491,0.509,1
2946,1797,4) very common (100+),0.604,0.396,0
2947,955,4) very common (100+),0.503,0.497,1
2948,1916,4) very common (100+),0.261,0.739,0
2949,30,3) common (21-100),0.039000000000000035,0.961,0
2950,393,4) very common (100+),0.7130000000000001,0.287,0
2951,40,3) common (21-100),0.6930000000000001,0.307,1
2952,76,3) common (21-100),0.08799999999999997,0.912,0
2953,566,4) very common (100+),0.15300000000000002,0.847,0
2954,2537,4) very common (100+),0.43400000000000005,0.566,0
2955,900,4) very common (100+),0.257,0.743,1
2956,29,3) common (21-100),0.477,0.523,0
2957,2537,4) very common (100+),0.07799999999999996,0.922,0
2958,65,3) common (21-100),0.134,0.866,0
2959,924,4) very common (100+),0.47,0.53,1
2960,566,4) very common (100+),0.14,0.86,0
2961,2537,4) very common (100+),0.07399999999999995,0.926,0
2962,18,2) rare (6-20),0.636,0.364,1
2963,4537,4) very common (100+),0.14400000000000002,0.856,0
2964,1797,4) very common (100+),0.7170000000000001,0.283,0
2965,955,4) very common (100+),0.259,0.741,0
2966,2537,4) very common (100+),0.507,0.493,1
2967,804,4) very common (100+),0.29900000000000004,0.701,0
2968,1916,4) very common (100+),0.235,0.765,0
2969,1797,4) very common (100+),0.40900000000000003,0.591,1
2970,21,3) common (21-100),0.806,0.194,1
2971,39,3) common (21-100),0.44399999999999995,0.556,1
2972,197,4) very common (100+),0.33599999999999997,0.664,1
2973,1797,4) very common (100+),0.376,0.624,0
2974,17,2) rare (6-20),0.41400000000000003,0.586,1
2975,53,3) common (21-100),0.489,0.511,1
2976,1277,4) very common (100+),0.29400000000000004,0.706,0
2977,924,4) very common (100+),0.28300000000000003,0.717,0
2978,1123,4) very common (100+),0.354,0.646,1
2979,4537,4) very common (100+),0.31000000000000005,0.69,0
2980,142,4) very common (100+),0.20899999999999996,0.791,0
2981,21,3) common (21-100),0.632,0.368,1
2982,955,4) very common (100+),0.477,0.523,1
2983,1299,4) very common (100+),0.22799999999999998,0.772,1
2984,452,4) very common (100+),0.754,0.246,1
2985,287,4) very common (100+),0.598,0.402,1
2986,287,4) very common (100+),0.33799999999999997,0.662,1
2987,452,4) very common (100+),0.575,0.425,1
2988,4537,4) very common (100+),0.20899999999999996,0.791,1
2989,33,3) common (21-100),0.7130000000000001,0.287,1
2990,2537,4) very common (100+),0.33499999999999996,0.665,0
2991,1916,4) very common (100+),0.32599999999999996,0.674,0
2992,924,4) very common (100+),0.357,0.643,1
2993,34,3) common (21-100),0.606,0.394,1
2994,1299,4) very common (100+),0.8029999999999999,0.197,1
2995,393,4) very common (100+),0.279,0.721,1
2996,4537,4) very common (100+),0.84,0.16,1
2997,1916,4) very common (100+),0.20299999999999996,0.797,0
2998,228,4) very common (100+),0.677,0.323,1
2999,442,4) very common (100+),0.345,0.655,1
3000,111,4) very common (100+),0.43000000000000005,0.57,1
3001,393,4) very common (100+),0.263,0.737,0
3002,442,4) very common (100+),0.31499999999999995,0.685,1
3003,1797,4) very common (100+),0.259,0.741,0
3004,88,3) common (21-100),0.851,0.149,1
3005,452,4) very common (100+),0.671,0.329,1
3006,393,4) very common (100+),0.14100000000000001,0.859,0
3007,413,4) very common (100+),0.17900000000000005,0.821,0
3008,1493,4) very common (100+),0.243,0.757,0
3009,2537,4) very common (100+),0.723,0.277,1
3010,111,4) very common (100+),0.7150000000000001,0.285,1
3011,1123,4) very common (100+),0.56,0.44,1
3012,1916,4) very common (100+),0.354,0.646,0
3013,1916,4) very common (100+),0.508,0.492,0
3014,1493,4) very common (100+),0.09899999999999998,0.901,0
3015,281,4) very common (100+),0.394,0.606,0
3016,413,4) very common (100+),0.485,0.515,0
3017,4537,4) very common (100+),0.634,0.366,0
3018,1916,4) very common (100+),0.10399999999999998,0.896,1
3019,924,4) very common (100+),0.22699999999999998,0.773,0
3020,235,4) very common (100+),0.17200000000000004,0.828,0
3021,20,2) rare (6-20),0.712,0.288,1
3022,157,4) very common (100+),0.757,0.243,1
3023,1797,4) very common (100+),0.9,0.1,1
3024,287,4) very common (100+),0.43799999999999994,0.562,0
3025,433,4) very common (100+),0.6930000000000001,0.307,1
3026,108,4) very common (100+),0.696,0.304,0
3027,4537,4) very common (100+),0.28200000000000003,0.718,0
3028,4537,4) very common (100+),0.23099999999999998,0.769,0
3029,56,3) common (21-100),0.771,0.229,1
3030,4537,4) very common (100+),0.33099999999999996,0.669,0
3031,287,4) very common (100+),0.122,0.878,1
3032,4537,4) very common (100+),0.28600000000000003,0.714,0
3033,413,4) very common (100+),0.269,0.731,0
3034,452,4) very common (100+),0.6799999999999999,0.32,0
3035,4537,4) very common (100+),0.344,0.656,1
3036,1123,4) very common (100+),0.565,0.435,0
3037,828,4) very common (100+),0.03600000000000003,0.964,0
3038,1916,4) very common (100+),0.725,0.275,0
3039,323,4) very common (100+),0.607,0.393,1
3040,142,4) very common (100+),0.612,0.388,1
