,Template,edit_site,change_H,change_C,change_S,Frequency
236,[O:1]>>C-O-c1:c:c:c(-C-[O:1]):c:c:1_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},19
237,[N:1]-[C:3]-[N:2]>>[N:1].C-[Si](-C)(-C)-[N:2]=[C:3]_1-20_000_000,"{'A': [2], 'B': [(1, 3)], 'C': [], 'R': []}","{2: -2, 3: 0, 1: 1}","{2: 0, 3: 0, 1: 0}","{2: 0, 3: 0, 1: 0}",9
238,[N:1]-[c:2]>>[N:1].F-[c:2]_00_-10_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: -1}","{2: 0, 1: 0}",2
239,[C:1]>>O=C(-[C:1])-O-C-c1:c:c:c:c:c:1_-1_0_2,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 2},1
240,[O:1]-[C:2]>>[O:1].Br-[C:2]_10_00_01,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 1, 1: 0}",3
241,[C:1]>>Br-[C:1]_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},10
242,[S:1]-[c:2]>>[S:1].Br-[c:2]_00_-10_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: -1}","{2: 0, 1: 0}",8
243,[O:1]-[c:2]>>[O:1].F-[c:2]_00_-10_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: -1}","{2: 0, 1: 0}",21
244,[S:1]-[C:2]>>[S:1].Cl-[C:2]_10_00_02,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 2, 1: 0}",2
245,[N:1]-[S:2]>>[N:1].F-[S:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",3
246,[C:1]-[c:2]>>C-C1(-C)-O-B(-[C:1])-O-C-1(-C)-C.F-C(-F)(-F)-S(=O)(=O)-O-[c:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",8
247,[c:1]-[C:2]>>C-C1(-C)-O-B(-[c:1])-O-C-1(-C)-C.F-C(-F)(-F)-S(=O)(=O)-O-[C:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",4
248,[N:1]-[C:2]>>[N:1].F-[C:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",4
249,[c:1]>>F-[c:1]_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},10
250,[P:1]>>Cl-[P:1]_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},2
251,[O:1]-[C:2]>>[O:1].O-[C:2]_10_00_02,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 2}",24
252,[n:1]>>[n:1]-C1-C-C-C-C-O-1_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},24
253,[C:1]>>O-[C:1]_-1_0_2,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 2},2
254,[c:1]-[C:2]>>I-[c:1].O-B(-O)-[C:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",7
255,[N:1]-[C:2]>>[N:1].C-C-C-O-[C:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
256,[C:1]-[C:2]>>Br-[C:1].C-[Si](-C)(-C)-[C:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",2
257,[N:1]-[C:2]>>[N:1].C-C(-C)(-C)-C(=O)-O-[C:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",6
258,[N:1]-[c:2]>>[N:1].Cl-[c:2]_00_-10_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: -1}","{2: 0, 1: 0}",11
259,[c:1]-[C:2]>>Cl-[c:1].[C:2]-[Mg+]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",9
260,[c:1]-[c:2]>>C-C1(-C)-O-B(-[c:1])-O-C-1(-C)-C.F-C(-F)(-F)-S(=O)(=O)-O-[c:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",14
261,[c:1]:[n:2]:[c:3]:[c:4]>>F-[c:1].[N:2]-[C:3]=[C:4]_0100_0000_0000,"{'A': [], 'B': [(1, 2)], 'C': [(4, 3), (3, 4)], 'R': []}","{1: 0, 4: 0, 3: 0, 2: 1}","{1: 0, 4: 0, 3: 0, 2: 0}","{1: 0, 4: 0, 3: 0, 2: 0}",6
262,[N:1]>>O=C(-[N:1])-O-C-C1-c2:c:c:c:c:c:2-c2:c:c:c:c:c:2-1_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},25
263,[O:3].[c:1]-[C:2]>>[c:1].[C:2]-[O:3]_10-1_000_000,"{'A': [3], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1, 3: -1}","{2: 0, 1: 0, 3: 0}","{2: 0, 1: 0, 3: 0}",3
264,[N:1]-[C:2]>>[N:1].C-C(-Cl)-O-[C:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
265,[C:1]=[C:2]>>O=[C:1].C-[P+](-C)(-C)-[C:2]_01_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 1, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
266,[c:1]-[C:2]>>Br-[c:1].[C:2]-[Mg+]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",7
267,[O:1]-[c:2]>>[O:1].I-[c:2]_00_-10_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: -1, 2: 0}","{1: 0, 2: 0}",1
268,[n:1]-[C:2]>>[n:1].C-C(=O)-O-[C:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",5
269,[C:1]-[C:2]>>[C:1].Cl-[C:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",6
270,[c:1]-[c:2]>>Br-[c:1].Br-[c:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",30
271,[C:1]-[O:2]>>C-C(-C)(-C)-O-[C:1]=[O:2]_-2-1_00_00,"{'A': [1], 'B': [], 'C': [], 'R': []}","{1: -2, 2: -1}","{1: 0, 2: 0}","{1: 0, 2: 0}",8
272,[O:1]-[c:2]>>[O:1].O-[c:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",27
273,[O:1].[O:2]>>C-C(-C)(-[O:1])-C(-C)(-C)-[O:2]_-1-1_00_00,"{'A': [1, 2], 'B': [], 'C': [], 'R': []}","{1: -1, 2: -1}","{1: 0, 2: 0}","{1: 0, 2: 0}",2
274,[N:1]-[C:2]>>[N:1].C-C-C-C-C-C-C-C-C-C-C-C-O-[C:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
275,[C:1]-[c:2]>>F-C(-F)(-F)-S(=O)(=O)-O-[C:1].C-C-C-[CH2]-[Sn](-[c:2])(-[CH2]-C-C-C)-[CH2]-C-C-C_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",6
276,[c:1]-[C:3]-[n:2]>>[c:1].[n:2].O=[C:3]_110_000_000,"{'A': [], 'B': [(1, 3), (2, 3)], 'C': [], 'R': []}","{3: 0, 1: 1, 2: 1}","{3: 0, 1: 0, 2: 0}","{3: 0, 1: 0, 2: 0}",1
277,[C:1]-[c:2]>>Br-[C:1].C-C1(-C)-O-B(-[c:2])-O-C-1(-C)-C_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",5
278,[C:1]-[C:2]>>Cl-[C:1].Br-[C:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",3
279,[c:1]-[C:2]>>[c:1].C-C(=O)-O-[C:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",7
280,[O:1]>>O=C(-[O:1])-c1:c:c:c:c:c:1_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},19
281,[c:1]>>I-[c:1]_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},6
282,[C:1]-[P:3]=[O:2]>>Br-[C:1].C-C-[O:2]-[P:3]_000_000_000,"{'A': [2], 'B': [(1, 3)], 'C': [], 'R': []}","{1: 0, 3: 0, 2: 0}","{1: 0, 3: 0, 2: 0}","{1: 0, 3: 0, 2: 0}",14
283,[n:1]-[C:2]>>[n:1].O-[C:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",27
284,[c:1]-[C:2]>>Br-[c:1].C-B1-O-B(-C)-O-B(-[C:2])-O-1_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",11
285,[N:1]-[C:2]=[N:3]>>[N:1].[C:2]#[N:3]_10-1_000_000,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0, 3: -1}","{1: 0, 2: 0, 3: 0}","{1: 0, 2: 0, 3: 0}",3
286,[C:1]-[C:2]>>[C:1]-[Mg+].Br-[C:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
287,[c:1]-[Sn:2]>>[c:1].[Cl]-[Sn:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",7
288,[C:1]>>O-[C:1]_-1_0_1,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 1},7
289,[c:1]-[c:2]>>Br-[c:1].[c:2]-B1-O-C-C-N(-c2:c:c:c:c:c:2)-C-C-O-1_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
290,[C:1]-[S:3]=[O:2]>>Br-[C:1].[O:2]-[S:3]_010_000_000,"{'A': [], 'B': [(1, 3)], 'C': [], 'R': []}","{1: 0, 3: 0, 2: 1}","{1: 0, 3: 0, 2: 0}","{1: 0, 3: 0, 2: 0}",3
291,[c:1]:[n:2]:[c:3]:[c:4]>>Cl-[c:1].[N:2]-[C:3]=[C:4]_0100_0000_0000,"{'A': [], 'B': [(1, 2)], 'C': [(4, 3), (3, 4)], 'R': []}","{1: 0, 4: 0, 3: 0, 2: 1}","{1: 0, 4: 0, 3: 0, 2: 0}","{1: 0, 4: 0, 3: 0, 2: 0}",3
292,[c:1]-[c:2]>>Br-[c:1].C-N1-C-C(=O)-O-B(-[c:2])-O-C(=O)-C-1_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",2
293,[c:1]-[C:2]>>Cl-[c:1].C=C-B1-O-B(-[C:2])-O-B(-C=C)-O-1_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
294,[c:4]:[c:3]:[c:2]:[n:1]>>[N:1].C-C-O-[C:2]/[C:3]=[C:4]_1000_0000_0000,"{'A': [], 'B': [(1, 2)], 'C': [(3, 4), (4, 3)], 'R': []}","{2: 0, 3: 0, 4: 0, 1: 1}","{2: 0, 3: 0, 4: 0, 1: 0}","{2: 0, 3: 0, 4: 0, 1: 0}",6
295,[c:1]-[C:2]>>Br-[c:1].Cl-[C:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",13
296,[O:3].[C:1]=[C:2]>>[C:1].O=[C:2].C-C-C(=O)-[O:3]_20-1_000_000,"{'A': [3], 'B': [(1, 2)], 'C': [], 'R': []}","{3: -1, 1: 2, 2: 0}","{3: 0, 1: 0, 2: 0}","{3: 0, 1: 0, 2: 0}",1
297,[C:1]-[S:3]=[O:2]>>Cl-[C:1].[O:2]-[S:3]_000_0-10_000,"{'A': [], 'B': [(1, 3)], 'C': [], 'R': []}","{1: 0, 3: 0, 2: 0}","{1: 0, 3: 0, 2: -1}","{1: 0, 3: 0, 2: 0}",5
298,[n:1]>>O=C(-[n:1])-O-C-c1:c:c:c:c:c:1_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},1
299,[c:1]-[C:2]>>Br-[c:1].[C:2]-[Sn](-[CH3])(-[CH3])-[CH3]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",6
300,[c:1]-[c:2]>>I-[c:1].C-C1(-C)-C-O-B(-[c:2])-O-C-1_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
301,[C:1]-[C:3]-[N:2]>>[C:1].[N:2].O=[C:3]_110_000_000,"{'A': [], 'B': [(1, 3), (2, 3)], 'C': [], 'R': []}","{3: 0, 1: 1, 2: 1}","{3: 0, 1: 0, 2: 0}","{3: 0, 1: 0, 2: 0}",10
302,[n:1]:[c:2]>>[N:1].F-[c:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",3
303,[C:1]-[C:2]-[N:3]=[C:4]>>[c:1]:[c:2]:[n:3]:[c:4]_-1-100_0000_0000,"{'A': [], 'B': [], 'C': [(4, 3), (3, 4), (3, 2), (2, 3), (2, 1), (1, 2)], 'R': []}","{4: 0, 3: 0, 2: -1, 1: -1}","{4: 0, 3: 0, 2: 0, 1: 0}","{4: 0, 3: 0, 2: 0, 1: 0}",1
304,[C:1]-[c:2]>>Cl-[C:1].O-B(-O)-[c:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",13
305,[N:1]>>[N:1]-C(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},14
306,[Br:1]-[C:2]-[C:3]>>[Br:1].[C:2]=[C:3]_10-1_000_000,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0, 3: -1}","{1: 0, 2: 0, 3: 0}","{1: 0, 2: 0, 3: 0}",4
307,[C:1]-[S:3]=[O:2]>>Br-[C:1].[O:2]-[S:3]_000_0-10_000,"{'A': [], 'B': [(1, 3)], 'C': [], 'R': []}","{1: 0, 3: 0, 2: 0}","{1: 0, 3: 0, 2: -1}","{1: 0, 3: 0, 2: 0}",4
308,[c:1]-[C:2]>>Br-[c:1].C-[Si](-C)(-C)-[C:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",6
309,[N:1]-[C:2]>>[N:1].C-C-C-C-C-C-C-C-C(=O)-O-[C:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
310,[S:1]-[C:2]>>[S:1].Br-[C:2]_10_00_01,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 1, 1: 0}",2
311,[C:1]-[c:2]>>Cl-[C:1].Cl-[c:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
312,[C:1]=[O:2]>>C-C-O-[C:1]-[O:2]-C-C_00_00_00,"{'A': [2, 1], 'B': [], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",21
313,[C:1]1-[C:2]-[C:3]-1>>[C:1]=[C:2].C-[S+](-C)(=O)-[C:3]_001_000_000,"{'A': [], 'B': [(2, 3), (1, 3)], 'C': [], 'R': []}","{3: 1, 2: 0, 1: 0}","{3: 0, 2: 0, 1: 0}","{3: 0, 2: 0, 1: 0}",7
314,[o:1]:[c:2]>>[O:1].Cl-[c:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
315,[O:3]-[C:4].[C:1]=[C:2]>>[c:1]:[c:2].[O:3]=[c:4]_00-1-1_0000_0000,"{'A': [], 'B': [], 'C': [(4, 3), (3, 4), (2, 1), (1, 2)], 'R': []}","{4: -1, 3: -1, 2: 0, 1: 0}","{4: 0, 3: 0, 2: 0, 1: 0}","{4: 0, 3: 0, 2: 0, 1: 0}",3
316,[S:1]-[C:2]>>[S:1].I-[C:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",9
317,[c:1]:[n:2]:[n:3]:[c:4]>>F-[c:1].[N:2]-[N:3]=[C:4]_0100_0000_0000,"{'A': [], 'B': [(1, 2)], 'C': [(4, 3), (3, 4)], 'R': []}","{1: 0, 4: 0, 3: 0, 2: 1}","{1: 0, 4: 0, 3: 0, 2: 0}","{1: 0, 4: 0, 3: 0, 2: 0}",1
318,[n:1]:[c:2]>>[N:1].Cl-[c:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",2
319,[N:1]-[C:2]>>[N:1].Cl-C-C(=O)-O-[C:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",6
320,[n:1]>>O=C(-[n:1])-c1:c:c:c:c:c:1_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},2
321,[S:1]-[c:2]>>[S:1].Cl-[c:2]_00_-10_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: -1}","{2: 0, 1: 0}",16
322,[S:1]>>C-C(=O)-[S:1]_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},17
323,[S:1]-[c:2]>>[S:1].I-[c:2]_00_-10_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: -1}","{2: 0, 1: 0}",2
324,[N:1]-[C:2]>>[N:1].Cl-C(-F)(-F)-C(=O)-O-[C:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
325,[C:1]-[C:2]-[O:3]>>Br-[C:1].[C:2]=[O:3]_00-1_000_000,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0, 3: -1}","{1: 0, 2: 0, 3: 0}","{1: 0, 2: 0, 3: 0}",21
326,[c:1]-[c:2]>>I-[c:1].[Zn+]-[c:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",2
327,[N:1]-[C:2]>>[N:1].O=C(-O-[C:2])-O-C-c1:c:c:c:c:c:1_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
328,[C:1]=[O:2]>>C1-C-O-[C:1]-[O:2]-C-1_00_00_00,"{'A': [2, 1], 'B': [], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",7
329,[c:1]-[c:2]>>Cl-[c:1].[Mg+]-[c:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",3
330,[c:1]-[C:2]>>Br-[c:1].Br-[C:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",6
331,[n:1]:[c:2]>>[N:1].O=[C:2]_20_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 2}","{2: 0, 1: 0}","{2: 0, 1: 0}",3
332,[C:1]=[C:2]>>O=[C:1].C-O-P(=O)(-[C:2])-O-C_01_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 1, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",7
333,[N:1]-[C:2]>>[N:1].C-C(-C)-C(=O)-O-[C:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",2
334,[c:1]-[C:2]>>I-[c:1].C-[Si](-C)(-C)-[C:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",11
335,[c:1]-[C:2]>>Cl-[c:1].[C:2]-[Zn+]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",9
336,[O:1]>>O=C(-[O:1])-c1:c:c:c(-[N+](=O)-[O-]):c:c:1_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},5
337,[N:1]>>C-C(-C)(-C)-O-C(=O)-[N:1]_-2_-1_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -2},{1: -1},{1: 0},14
338,[c:1]-[c:2]>>Cl-[c:1].C-C-C-[CH2]-[Sn](-[c:2])(-[CH2]-C-C-C)-[CH2]-C-C-C_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",19
339,[N:1]-[C:2]>>[N:1].C-S(=O)(=O)-O-[C:2]_10_00_02,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 2, 1: 0}",2
340,[N:1]-[C:2]>>[N:1].Cl-C(-Cl)(-Cl)-O-[C:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
341,[N:1]-[C:2]>>[N:1].O-B(-O)-[C:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
342,[C:1]-[c:2]>>Cl-[C:1].[Zn+]-[c:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",6
343,[C:1]-[C:2]>>[C:1].Br-[C:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",7
344,[c:1]-[Sn:2]>>Br-[c:1].[Cl]-[Sn:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",9
345,[N:1]-[C:2]>>[N:1].Br-[C:2]_10_00_02,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 2, 1: 0}",1
346,[C:1]-[C:2]>>[C:1].I-[C:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",2
347,[c:1]-[S:3]=[O:2]>>I-[c:1].[O:2]-[S:3]_000_0-10_000,"{'A': [], 'B': [(1, 3)], 'C': [], 'R': []}","{1: 0, 3: 0, 2: 0}","{1: 0, 3: 0, 2: -1}","{1: 0, 3: 0, 2: 0}",4
348,[c:1]>>O-[c:1]_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},8
349,[c:1]-[C:2]>>Br-[c:1].[Br]-[Zn]-[C:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",3
350,[C:2]-[C:3]-[Cl:1]>>[Cl:1].[C:2]=[C:3]_1-10_000_000,"{'A': [], 'B': [(1, 3)], 'C': [], 'R': []}","{2: -1, 3: 0, 1: 1}","{2: 0, 3: 0, 1: 0}","{2: 0, 3: 0, 1: 0}",3
351,[C:1]>>I-[C:1]_-1_0_1,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 1},2
